name,name_IAST
utkaRWAnirBaram,utkaṇṭhānirbharam
utkUlam,utkūlam
utKAtam,utkhātam
uttamam,uttamam
uttarakAlatas,uttarakālatas
uttarakAlam,uttarakālam
uttarataHpaScAt,uttarataḥpaścāt
uttaratas,uttaratas
uttaratra,uttaratra
uttarapurastAt,uttarapurastāt
uttaram,uttaram
uttarA,uttarā
uttarAt,uttarāt
uttarAttAt,uttarāttāt
uttarAhi,uttarāhi
uttareRa,uttareṇa
uttaredyus,uttaredyus
uttarottaram,uttarottaram
uttIram,uttīram
utTAyotTAya,utthāyotthāya
utpArapAram,utpārapāram
utsargatas,utsargatas
utsargam,utsargam
utseDavistAratas,utsedhavistāratas
udak,udak
udakapUrvakam,udakapūrvakam
udakAntam,udakāntam
udakArTam,udakārtham
udaktas,udaktas
udagapavargam,udagapavargam
udagdvAram,udagdvāram
udantam,udantam
udayanatas,udayanatas
udaratAqam,udaratāḍam
udarapUram,udarapūram
udaSru,udaśru
udastAt,udastāt
udAcam,udācam
udApyAm,udāpyām
udfci,udṛci
udgAQam,udgāḍham
uddAmam,uddāmam
uddeSatas,uddeśatas
uddeSAt,uddeśāt
uddeSena,uddeśena
udvecam,udvecam
unnAmya,unnāmya
unnIpam,unnīpam
unmattagaNgam,unmattagaṅgam
unmattavat,unmattavat
upa,upa
upakaRWam,upakaṇṭham
upakarRam,upakarṇam
upakarzam,upakarṣam
upakalApam,upakalāpam
upakAntam,upakāntam
upakumBam,upakumbham
upakumBAt,upakumbhāt
upakumBe,upakumbhe
upakumBena,upakumbhena
upakUpe,upakūpe
upakUlatas,upakūlatas
upakUlam,upakūlam
upaKAtam,upakhātam
upagiram,upagiram
upagiri,upagiri
upagu,upagu
upaguru,upaguru
upagrAmam,upagrāmam
upaGAtam,upaghātam
upacaturam,upacaturam
upacarma,upacarma
upajanam,upajanam
upajarasam,upajarasam
upajAnu,upajānu
upajozam,upajoṣam
upatawam,upataṭam
upatalpam,upatalpam
upatIram,upatīram
upatUlam,upatūlam
upadaSya,upadaśya
upadiSam,upadiśam
upadfzad,upadṛṣad
upadfzadam,upadṛṣadam
upadrazwfmati,upadraṣṭṛmati
upaDenu,upadhenu
upanagaram,upanagaram
upanadam,upanadam
upanadi,upanadi
upanadi,upanadi
upanigrAham,upanigrāham
upanivartam,upanivartam
upapakzma,upapakṣma
upapaTam,upapatham
upapalvalam,upapalvalam
upapIqam,upapīḍam
upapUrvarAtram,upapūrvarātram
upapUrvAhRam,upapūrvāhṇam
upabilam,upabilam
upaBEmI,upabhaimī
upamAm,upamām
upamAlinItIram,upamālinītīram
upamuKam,upamukham
upamUlam,upamūlam
upameKalam,upamekhalam
upayozam,upayoṣam
uparatAti,uparatāti
uparAjam,uparājam
uparAmam,uparāmam
upari,upari
uparijAnu,uparijānu
uparitas,uparitas
uparinABi,uparinābhi
upariBUmi,uparibhūmi
uparizwAt,upariṣṭāt
uparoDam,uparodham
upavanam,upavanam
upavAya,upavāya
upavinDyAdrA,upavindhyādrā
upavedi,upavedi
upavyuzam,upavyuṣam
upavyuzasam,upavyuṣasam
upavrajam,upavrajam
upaSaradam,upaśaradam
upaSAlam,upaśālam
upaSiras,upaśiras
upasaMDyam,upasaṃdhyam
upasapatni,upasapatni
upasamit,upasamit
upasamiDam,upasamidham
upasAgaram,upasāgaram
upasAntvya,upasāntvya
upasIma,upasīma
upasIram,upasīram
upasuparRam,upasuparṇam
upasomam,upasomam
upastitaram,upastitaram
upasTURam,upasthūṇam
upaspijam,upaspijam
upasrotas,upasrotas
upA,upā
upAMSu,upāṃśu
upAke,upāke
upAkzam,upākṣam
upAgatya,upāgatya
upAgni,upāgni
upAgrahAyaRam,upāgrahāyaṇam
upAgrahAyaRi,upāgrahāyaṇi
upAcyutam,upācyutam
upAjinam,upājinam
upAje,upāje
upADitas,upādhitas
upADimAtrAyAm,upādhimātrāyām
upAntam,upāntam
upAntAt,upāntāt
upAntikam,upāntikam
upAntikAt,upāntikāt
upAnte,upānte
upAyatas,upāyatas
upAstamayam,upāstamayam
upodayam,upodayam
uBayataHkAlam,ubhayataḥkālam
uBayatas,ubhayatas
uBayatobArhatam,ubhayatobārhatam
uBayatra,ubhayatra
uBayaTA,ubhayathā
uBayadyus,ubhayadyus
uBayapArSvatas,ubhayapārśvatas
uBayA,ubhayā
uBayAdanti,ubhayādanti
uBayApARi,ubhayāpāṇi
uBayAbAhu,ubhayābāhu
uBayArTam,ubhayārtham
uBayAhasti,ubhayāhasti
uBayAhastyA,ubhayāhastyā
uBayedyus,ubhayedyus
uBAdanti,ubhādanti
uBApARi,ubhāpāṇi
uBAbAhu,ubhābāhu
uBAhasti,ubhāhasti
um,um
urarI,urarī
urastas,urastas
urI,urī
uru,uru
uruDA,urudhā
uruyA,uruyā
uruzyA,uruṣyā
urviyA,urviyā
urviyA,urviyā
urvyA,urvyā
uve,uve
uSanA,uśanā
uzA,uṣā
uzRam,uṣṇam
U,ū
Um,ūm
UrarI,ūrarī
UrI,ūrī
UrurI,ūrurī
UrUpapIqam,ūrūpapīḍam
Urjitam,ūrjitam
Urjitam,ūrjitam
UrDvakam,ūrdhvakam
UrDvatas,ūrdhvatas
UrDvaTA,ūrdhvathā
UrDvaBaram,ūrdhvabharam
UrDvam,ūrdhvam
UlIBakzam,ūlībhakṣam
f,ṛ
fktas,ṛktas
fju,ṛju
fjuDA,ṛjudhā
fjUyA,ṛjūyā
ftam,ṛtam
ftayA,ṛtayā
ftuTA,ṛtuthā
ftuSas,ṛtuśas
fte,ṛte
fte,ṛte
ftekarmam,ṛtekarmam
ftekarmam,ṛtekarmam
ftena,ṛtena
fteyajYam,ṛteyajñam
fDak,ṛdhak
fzivat,ṛṣivat
F,ṝ
e,e
ekakAlam,ekakālam
ekakAlikam,ekakālikam
ekatas,ekatas
ekatra,ekatra
ekadA,ekadā
ekaDA,ekadhā
ekapakze,ekapakṣe
ekapadam,ekapadam
ekapadavat,ekapadavat
ekapadi,ekapadi
ekapade,ekapade
ekapari,ekapari
ekarUpatas,ekarūpatas
ekavat,ekavat
ekavAram,ekavāram
ekavAre,ekavāre
ekaviMSatiDA,ekaviṃśatidhā
ekaSataDA,ekaśatadhā
ekaSas,ekaśas
ekasTAne,ekasthāne
ekAgratas,ekāgratas
ekAgram,ekāgram
ekAdaSakftvas,ekādaśakṛtvas
ekAdaSaDA,ekādaśadhā
ekAntatas,ekāntatas
ekAntam,ekāntam
ekAntAt,ekāntāt
ekAntena,ekāntena
ekAnnaviMsatiDA,ekānnaviṃsatidhā
ekAham,ekāham
ekAhnA,ekāhnā
ekEkatra,ekaikatra
ekEkam,ekaikam
ekEkaSas,ekaikaśas
ekEkaSyena,ekaikaśyena
etatkAlam,etatkālam
etatkzaRAt,etatkṣaṇāt
etatkzaRe,etatkṣaṇe
etad,etad
etadarTam,etadartham
etadavaDi,etadavadhi
etadvat,etadvat
etarhi,etarhi
etAvat,etāvat
etAvadDA,etāvaddhā
ed,ed
enA,enā
eva,eva
evaMkAram,evaṃkāram
evaMgate,evaṃgate
evaTA,evathā
evam,evam
E,ai
EkaDyatas,aikadhyatas
EkaDyam,aikadhyam
Ezamas,aiṣamas
o,o
otsUryam,otsūryam
odanaprati,odanaprati
om,om
ozam,oṣam
O,au
Om,aum
kacAkaci,kacākaci
kawakawA,kaṭakaṭā
kaqat,kaḍat
kaRaSas,kaṇaśas
kaRe,kaṇe
kaRWatas,kaṇṭhatas
kaRvavat,kaṇvavat
kataratas,kataratas
kataraTA,katarathā
katikftvas,katikṛtvas
katiDA,katidhā
katipayAt,katipayāt
katipayena,katipayena
katiSas,katiśas
kaTaMkAram,kathaṃkāram
kaTaMtarAm,kathaṃtarām
kaTam,katham
kaTA,kathā
kaTAprasaNgAt,kathāprasaṅgāt
kaTAprasaNgena,kathāprasaṅgena
kaTAprastAvatas,kathāprastāvatas
kad,kad
kadalIsuKam,kadalīsukham
kadA,kadā
kanyAdarSam,kanyādarśam
kam,kam
kayA,kayā
karaRqakavat,karaṇḍakavat
karatas,karatas
karanyastakapolAntam,karanyastakapolāntam
karuRam,karuṇam
karRatas,karṇatas
karRAkarRi,karṇākarṇi
karmAnurUpatas,karmānurūpatas
karmAnusAratas,karmānusāratas
karhi,karhi
kalApaSas,kalāpaśas
kalASas,kalāśas
kalyam,kalyam
kalye,kalye
kalli,kalli
kazwam,kaṣṭam
kasmAt,kasmāt
kAMdiSI,kāṃdiśī
kAkatAlIyam,kākatālīyam
kAkatAlIyavat,kākatālīyavat
kAkavat,kākavat
kAkAkzinyAyAt,kākākṣinyāyāt
kAkAkzinyAyena,kākākṣinyāyena
kAkAkzivat,kākākṣivat
kAYci,kāñci
kAt,kāt
kAm,kām
kAmakAratas,kāmakāratas
kAmakArAt,kāmakārāt
kAmakAreRa,kāmakāreṇa
kAmacAratas,kāmacāratas
kAmacAreRa,kāmacāreṇa
kAmatas,kāmatas
kAmam,kāmam
kAmam,kāmam
kAmayA,kāmayā
kAmAt,kāmāt
kAmAya,kāmāya
kAme,kāme
kAmena,kāmena
kAraRakAritam,kāraṇakāritam
kAraRatas,kāraṇatas
kArtsnyena,kārtsnyena
kAryakAraRatas,kāryakāraṇatas
kAryatas,kāryatas
kAryavaSAt,kāryavaśāt
kAryArTam,kāryārtham
kAlakramAt,kālakramāt
kAlakrameRa,kālakrameṇa
kAlatas,kālatas
kAlaparyayAt,kālaparyayāt
kAlam,kālam
kAlAt,kālāt
kAlAntarAt,kālāntarāt
kAlAntareRa,kālāntareṇa
kAle,kāle
kAlena,kālena
kAlyam,kālyam
kAlye,kālye
kAzWam,kāṣṭham
kAzWavat,kāṣṭhavat
kiMcitkzaRAntara,kiṃcitkṣaṇāntara
kiMcitpare,kiṃcitpare
kiMtamAm,kiṃtamām
kiMtayA,kiṃtayā
kiMtarAm,kiṃtarām
kiMnimittam,kiṃnimittam
kiMvat,kiṃvat
kikirA,kikirā
kikkiwA,kikkiṭā
kim,kim
kimarTam,kimartham
kimparyantam,kimparyantam
kimprakAram,kimprakāram
kimBUtam,kimbhūtam
kiyat,kiyat
kiyatkAlam,kiyatkālam
kila,kila
kis,kis
kIm,kīm
kukkuw,kukkuṭ
kuwikuwI,kuṭikuṭī
kuwInivAtam,kuṭīnivātam
kuwumbArTam,kuṭumbārtham
kuRqalI,kuṇḍalī
kutas,kutas
kutastarAm,kutastarām
kutra,kutra
kutsayA,kutsayā
kuntAkanti,kuntākanti
kum,kum
kurupaYcAlatrA,kurupañcālatrā
kulatas,kulatas
kulAlavat,kulālavat
kuvid,kuvid
kuSalam,kuśalam
kuSalena,kuśalena
kuha,kuha
kuhaka,kuhaka
kuhacid,kuhacid
kuhayA,kuhayā
kuhu,kuhu
kuhU,kuhū
kuhUs,kuhūs
kU,kū
kUcid,kūcid
kUjitavye,kūjitavye
kUwabanDam,kūṭabandham
kUwaSas,kūṭaśas
kUpat,kūpat
kfcCratas,kṛcchratas
kfcCram,kṛcchram
kfcCraSas,kṛcchraśas
kfcCrAt,kṛcchrāt
kfcCreRa,kṛcchreṇa
kftakam,kṛtakam
kftahastavat,kṛtahastavat
kfte,kṛte
kftena,kṛtena
kftoccEs,kṛtoccais
kftyam,kṛtyam
kftvas,kṛtvas
kftvAya,kṛtvāya
kftvI,kṛtvī
kftsnaSas,kṛtsnaśas
kfpaRam,kṛpaṇam
kfSI,kṛśī
kfzRI,kṛṣṇī
kena,kena
kevalatas,kevalatas
kevalam,kevalam
kevalaSas,kevalaśas
kevAsI,kevāsī
keSagrAham,keśagrāham
keSAkeSi,keśākeśi
ko,ko
kowiSas,koṭiśas
koRAkoRi,koṇākoṇi
kopatas,kopatas
kopAkopi,kopākopi
kolAkoli,kolākoli
kOtukAt,kautukāt
knopam,knopam
kramatas,kramatas
kramayogena,kramayogena
kramavat,kramavat
kramaSas,kramaśas
kramAt,kramāt
krameRa,krameṇa
krARA,krāṇā
krIqanakatayA,krīḍanakatayā
krUram,krūram
krUrasarpavat,krūrasarpavat
krOYcabanDam,krauñcabandham
klizwam,kliṣṭam
klIbavat,klībavat
kva,kva
kzaRakzaRam,kṣaṇakṣaṇam
kzaRam,kṣaṇam
kzaRamAtram,kṣaṇamātram
kzaRamAtreRa,kṣaṇamātreṇa
kzaRaSas,kṣaṇaśas
kzaRAt,kṣaṇāt
kzaRAntare,kṣaṇāntare
kzaReRa,kṣaṇeṇa
kzaRezu,kṣaṇeṣu
kzapaH,kṣapaḥ
kzapaH,kṣapaḥ
kzapaRI,kṣapaṇī
kzapA,kṣapā
kzapAvasAne,kṣapāvasāne
kzamA,kṣamā
kzipram,kṣipram
kziprA,kṣiprā
kziprAt,kṣiprāt
kzipre,kṣipre
kzIraleham,kṣīraleham
kzepIyas,kṣepīyas
kzepRA,kṣepṇā
kzemayuktam,kṣemayuktam
kzemeRa,kṣemeṇa
kzemEs,kṣemais
kzmayA,kṣmayā
kzrOm,kṣraum
Kaw,khaṭ
KaqgAKaqgi,khaḍgākhaḍgi
KaRqaSas,khaṇḍaśas
Kam,kham
KarawaKarawA,kharaṭakharaṭā
Karam,kharam
KalI,khalī
Kalu,khalu
Kalutas,khalutas
Kalebusam,khalebusam
Kaleyavam,khaleyavam
KAw,khāṭ
KilI,khilī
Kum,khum
Kelam,khelam
gaRakftvas,gaṇakṛtvas
gaRaSas,gaṇaśas
gatadinam,gatadinam
gatadivasam,gatadivasam
gaBizak,gabhiṣak
garhitam,garhitam
gavArTam,gavārtham
gavArTe,gavārthe
gAQataram,gāḍhataram
gAQam,gāḍham
gArgI,gārgī
guRatas,guṇatas
guRaBedatas,guṇabhedatas
guRaSIlatas,guṇaśīlatas
guptam,guptam
guptaveze,guptaveṣe
guptibanDam,guptibandham
gupte,gupte
guruvat,guruvat
gurvarTam,gurvartham
guluguDA,gulugudhā
guhA,guhā
guhAkAram,guhākāram
guhyam,guhyam
gUQam,gūḍham
gUQe,gūḍhe
gUDatayA,gūdhatayā
gehAnuprapAtam,gehānuprapātam
gehAnuprapAdam,gehānuprapādam
gehAnupraveSam,gehānupraveśam
gehAvaskandam,gehāvaskandam
gotram,gotram
gotrABiDAyam,gotrābhidhāyam
gotreRa,gotreṇa
godoham,godoham
gomayapAyasIyanyAyavat,gomayapāyasīyanyāyavat
gozpadapUram,goṣpadapūram
gozpadapram,goṣpadapram
gose,gose
granTibanDam,granthibandham
grahaRAntam,grahaṇāntam
grahAya,grahāya
grAmatas,grāmatas
grAmAnte,grāmānte
grAsI,grāsī
grAham,grāham
grAham,grāham
Ga,gha
Ganam,ghanam
GanI,ghanī
GuRAkzaravat,ghuṇākṣaravat
Gum,ghum
GumaGumA,ghumaghumā
GuraGurA,ghuraghurā
GuruGurA,ghurughurā
GfN,ghṛṅ
GfRA,ghṛṇā
GftaniDAyam,ghṛtanidhāyam
Gftavat,ghṛtavat
Goram,ghoram
GrAM,ghrāṃ
ca,ca
cakitacakitam,cakitacakitam
cakitam,cakitam
cakrabanDam,cakrabandham
cakravat,cakravat
cakrI,cakrī
cakzuzwas,cakṣuṣṭas
cawacawA,caṭacaṭā
cawaccawiti,caṭaccaṭiti
cawat,caṭat
cawaditi,caṭaditi
caRqam,caṇḍam
caRqAlikAbanDam,caṇḍālikābandham
caRqI,caṇḍī
caturakzaraSas,caturakṣaraśas
caturam,caturam
caturam,caturam
caturTakAlam,caturthakālam
caturTakAle,caturthakāle
caturTam,caturtham
caturdaSaDA,caturdaśadhā
caturdikkam,caturdikkam
caturdiSam,caturdiśam
caturDA,caturdhā
caturmuhUrtam,caturmuhūrtam
caturviMSatikftvas,caturviṃśatikṛtvas
caturviMSatiDA,caturviṃśatidhā
caturviDam,caturvidham
catuzkarRatayA,catuṣkarṇatayā
catus,catus
catustriMSadrAtram,catustriṃśadrātram
catUrAtram,catūrātram
cana,cana
candrataram,candrataram
capalam,capalam
camat,camat
caramatas,caramatas
caramam,caramam
carmapUram,carmapūram
carmavat,carmavat
calatpadam,calatpadam
cAru,cāru
cikitvit,cikitvit
ciYciRI,ciñciṇī
cit,cit
citivat,citivat
citraDA,citradhā
citrapadakramam,citrapadakramam
citram,citram
citrI,citrī
cid,cid
cintAkftya,cintākṛtya
cipiwI,cipiṭī
cirakAlam,cirakālam
cirakAlAt,cirakālāt
cirakAlAya,cirakālāya
ciratamena,ciratamena
ciratareRa,ciratareṇa
ciradivasam,ciradivasam
ciram,ciram
cirarAtram,cirarātram
cirarAtrAya,cirarātrāya
cirarAtrAya,cirarātrāya
ciravelayA,ciravelayā
cirAt,cirāt
cire,cire
cireRa,cireṇa
ciScA,ciścā
cIt,cīt
curcura,curcura
cuScuzAkAram,cuścuṣākāram
cUrRapezam,cūrṇapeṣam
cUrRaSas,cūrṇaśas
cUrRI,cūrṇī
cecced,cecced
cetanI,cetanī
cetasam,cetasam
cetI,cetī
ced,ced
celaknopam,celaknopam
coraMkAram,coraṃkāram
corakabanDam,corakabandham
cOraMkAram,cauraṃkāram
cOrakayA,caurakayā
cOratas,cauratas
cOrI,caurī
CattrI,chattrī
CanacCaniti,chanacchaniti
Candatas,chandatas
CandAt,chandāt
Candena,chandena
Canna,channa
Canna,channa
Cannam,channam
Canne,channe
CambaMkAram,chambaṃkāram
Cambaw,chambaṭ
CambawkAram,chambaṭkāram
jaGanatas,jaghanatas
jaGanena,jaghanena
jaGanyatas,jaghanyatas
jaGanyam,jaghanyam
jaGanye,jaghanye
jajjalA,jajjalā
jawilI,jaṭilī
jaWareRa,jaṭhareṇa
jaqI,jaḍī
janat,janat
janavati,janavati
janAntikam,janāntikam
janAntike,janāntike
januzA,januṣā
janmajanmani,janmajanmani
janmatas,janmatas
janmapraBfti,janmaprabhṛti
jamBaMjamBam,jambhaṃjambham
jarjarI,jarjarī
jalapUrvakam,jalapūrvakam
jalasAt,jalasāt
jalAntam,jalāntam
javAt,javāt
jahA,jahā
jAgaram,jāgaram
jAgfvi,jāgṛvi
jAtitas,jātitas
jAtu,jātu
jAnudaGne,jānudaghne
jAnvantarA,jānvantarā
jAmivat,jāmivat
jihmam,jihmam
jihmI,jihmī
jIvagrAham,jīvagrāham
jIvanASam,jīvanāśam
jozam,joṣam
jYAnatas,jñānatas
jyezWatas,jyeṣṭhatas
jyezWam,jyeṣṭham
jyok,jyok
jyoktamAm,jyoktamām
JaN,jhaṅ
Jawiti,jhaṭiti
JAM,jhāṃ
wasat,ṭasat
wasiti,ṭasiti
wAt,ṭāt
taqataqiti,taḍataḍiti
taqit,taḍit
taqiti,taḍiti
tatas,tatas
tatiDA,tatidhā
tatkAlam,tatkālam
tatkfte,tatkṛte
tatkzaRam,tatkṣaṇam
tatkzaRAt,tatkṣaṇāt
tatkzaRe,tatkṣaṇe
tattvatas,tattvatas
tattvena,tattvena
tatpARini,tatpāṇini
tatpUrvam,tatpūrvam
tatpratyayam,tatpratyayam
tatpraTamataram,tatprathamataram
tatpraTamatas,tatprathamatas
tatpraTamam,tatprathamam
tatra,tatra
tatsamanantaram,tatsamanantaram
taTA,tathā
taTAkAram,tathākāram
taTAviDam,tathāvidham
taTyatas,tathyatas
taTyena,tathyena
tad,tad
tadanantaram,tadanantaram
tadanukfti,tadanukṛti
tadanusaraRakrameRa,tadanusaraṇakrameṇa
tadapas,tadapas
tadam,tadam
tadarTam,tadartham
tadavaDi,tadavadhi
tadahar,tadahar
tadA,tadā
tadAdi,tadādi
tadAnIm,tadānīm
taddinam,taddinam
tadvat,tadvat
tadvA,tadvā
tanA,tanā
tantreRa,tantreṇa
tanTI,tanthī
tanmaDyAt,tanmadhyāt
taptam,taptam
tamam,tamam
tamAm,tamām
tara,tara
taratamatas,taratamatas
tarasA,tarasā
taruRI,taruṇī
tarzam,tarṣam
tarhi,tarhi
talatas,talatas
talAtali,talātali
taskaravat,taskaravat
tasmAt,tasmāt
tAjak,tājak
tAjat,tājat
tAqam,tāḍam
tAt,tāt
tAtparyatas,tātparyatas
tAtparyeRa,tātparyeṇa
tAdItnA,tādītnā
tAdfk,tādṛk
tAmam,tāmam
tAratamyena,tāratamyena
tAlamAtram,tālamātram
tAlI,tālī
tAvajjyok,tāvajjyok
tAvat,tāvat
tAvat,tāvat
tAvatA,tāvatā
tAvati,tāvati
tAvatkAlam,tāvatkālam
tAvatkftvas,tāvatkṛtvas
tAvadDA,tāvaddhā
tAvanmAtre,tāvanmātre
tiraScA,tiraścā
tiraSci,tiraści
tiras,tiras
tirojanam,tirojanam
tiryak,tiryak
tiryak,tiryak
tiryakkAram,tiryakkāram
tiryakkftya,tiryakkṛtya
tiryaggrIvam,tiryaggrīvam
tilaSas,tilaśas
tizWadgu,tiṣṭhadgu
tisraskAram,tisraskāram
tIvram,tīvram
tu,tu
turaMgIBUya,turaṃgībhūya
turam,turam
tulyam,tulyam
tulyavat,tulyavat
tulyaSas,tulyaśas
tulyAntaram,tulyāntaram
tURI,tūṇī
tUyam,tūyam
tUrA,tūrā
tUrRataram,tūrṇataram
tUrRam,tūrṇam
tUrBis,tūrbhis
tUladAham,tūladāham
tUzRIMBAvam,tūṣṇīṃbhāvam
tUzRIMBUya,tūṣṇīṃbhūya
tUzRIkam,tūṣṇīkam
tUzRIkAm,tūṣṇīkām
tUzRIm,tūṣṇīm
tftIyam,tṛtīyam
tftIyA,tṛtīyā
tftIyena,tṛtīyena
tfpat,tṛpat
tfpalam,tṛpalam
tfptam,tṛptam
tfpram,tṛpram
tfzu,tṛṣu
tekzRizWam,tekṣṇiṣṭham
tejizWam,tejiṣṭham
tena,tena
tElapezam,tailapeṣam
tman,tman
tmanA,tmanā
tmanyA,tmanyā
tyatra,tyatra
tyad,tyad
tyadam,tyadam
trawat,traṭat
trawattrawiti,traṭattraṭiti
trawatrawa,traṭatraṭa
trayodaSaDA,trayodaśadhā
trayoviMSatiDA,trayoviṃśatidhā
triHpratihAram,triḥpratihāram
triHsaptakftvas,triḥsaptakṛtvas
trikAlam,trikālam
trikftvas,trikṛtvas
triguRam,triguṇam
triguRIkftya,triguṇīkṛtya
tritas,tritas
triDAtve,tridhātve
tripuruzam,tripuruṣam
trirAtram,trirātram
trirAtrAt,trirātrāt
trirAtrAvaram,trirātrāvaram
trirAtreRa,trirātreṇa
trivAram,trivāram
trivizwi,triviṣṭi
triSas,triśas
trizavaRam,triṣavaṇam
trizazwiDA,triṣaṣṭidhā
tris,tris
trisaMDyam,trisaṃdhyam
truwiSas,truṭiśas
treDA,tredhā
trEDam,traidham
tryabdam,tryabdam
tryavaram,tryavaram
tryavarArDyam,tryavarārdhyam
tvaMkftya,tvaṃkṛtya
tvadarTam,tvadartham
tvadarTe,tvadarthe
tvadAnIm,tvadānīm
tvadrik,tvadrik
tvarayA,tvarayā
tvaritam,tvaritam
tvaritaram,tvaritaram
tvAyA,tvāyā
tvE,tvai
TUt,thūt
TUtkftya,thūtkṛtya
daMsu,daṃsu
dakziRatas,dakṣiṇatas
dakziRatrA,dakṣiṇatrā
dakziRapaScAt,dakṣiṇapaścāt
dakziRapUrveRa,dakṣiṇapūrveṇa
dakziRA,dakṣiṇā
dakziRAt,dakṣiṇāt
dakziRAt,dakṣiṇāt
dakziRApratyak,dakṣiṇāpratyak
dakziRAvarjam,dakṣiṇāvarjam
dakziRAhi,dakṣiṇāhi
dakziRit,dakṣiṇit
dakziRe,dakṣiṇe
dakziRena,dakṣiṇena
dakziREH,dakṣiṇaiḥ
daRqakalitavat,daṇḍakalitavat
daRqavat,daṇḍavat
daRqAdaRqi,daṇḍādaṇḍi
daRqopaGAtam,daṇḍopaghātam
dadA,dadā
daDfk,dadhṛk
daBram,dabhram
dayApUrvam,dayāpūrvam
daram,daram
daridrI,daridrī
daridrIkftya,daridrīkṛtya
darSaMdarSaM,darśaṃdarśaṃ
darSanArTam,darśanārtham
dalaSas,dalaśas
davizWam,daviṣṭham
davIyas,davīyas
daSaguRam,daśaguṇam
daSatas,daśatas
daSaDA,daśadhā
daSapuruzam,daśapuruṣam
daSapuruzAnUkam,daśapuruṣānūkam
daSamam,daśamam
daSasyA,daśasyā
dahanavat,dahanavat
dahram,dahram
dAnatas,dānatas
dAntvA,dāntvā
dikam,dikam
diktas,diktas
dinanaktam,dinanaktam
divA,divā
divAnaktam,divānaktam
divAniSam,divāniśam
divArAtram,divārātram
divitmatA,divitmatā
diSam,diśam
dInakam,dīnakam
dInam,dīnam
dIrGaniSvasya,dīrghaniśvasya
dIrGam,dīrgham
dIrGarAtram,dīrgharātram
dIrGavat,dīrghavat
dIrGI,dīrghī
dIrGocCvAsam,dīrghocchvāsam
duHKam,duḥkham
duHSAkam,duḥśākam
duHzWu,duḥṣṭhu
duHsTam,duḥstham
durAkroSam,durākrośam
durAhA,durāhā
durokam,durokam
duryavanam,duryavanam
duvoyu,duvoyu
dus,dus
dUratare,dūratare
dUratareRa,dūratareṇa
dUratas,dūratas
dUram,dūram
dUrAt,dūrāt
dUrI,dūrī
dUre,dūre
dUreRa,dūreṇa
dfQa,dṛḍha
dfQI,dṛḍhī
dfn,dṛn
dfSam,dṛśam
dfSya,dṛśya
dfzwatas,dṛṣṭatas
dfzwAntatas,dṛṣṭāntatas
devatA,devatā
devatAtas,devatātas
devatrA,devatrā
devapUrvakam,devapūrvakam
devavat,devavat
devaSas,devaśas
devahitArTAya,devahitārthāya
dEvatas,daivatas
dEvayogAt,daivayogāt
dEvayogena,daivayogena
dEvavaSAt,daivavaśāt
dozatas,doṣatas
dyugat,dyugat
dyumat,dyumat
dyE,dyai
dravat,dravat
dravyatas,dravyatas
drahyat,drahyat
drAk,drāk
drAGmA,drāghmā
drutataram,drutataram
drutapadam,drutapadam
drutam,drutam
dvaMdvaSas,dvaṃdvaśas
dvayam,dvayam
dvAdaSaDA,dvādaśadhā
dvAviMSatiDA,dvāviṃśatidhā
dvikAlam,dvikālam
dviguRataram,dviguṇataram
dviguRA,dviguṇā
dvijAtisAt,dvijātisāt
dvitA,dvitā
dvitIyam,dvitīyam
dvitIyA,dvitīyā
dvitricaturam,dvitricaturam
dvitris,dvitris
dviDA,dvidhā
dviDAkAram,dvidhākāram
dviDABAvam,dvidhābhāvam
dvinavakftvas,dvinavakṛtvas
dvipari,dvipari
dvipuruzam,dvipuruṣam
dviyamunam,dviyamunam
dviviDA,dvividhā
dviSas,dviśas
dvis,dvis
dvisaptaDA,dvisaptadhā
dveDA,dvedhā
dveDAkAram,dvedhākāram
dveDI,dvedhī
dvEDaMkAram,dvaidhaṃkāram
dvEDam,dvaidham
dvyahatarzam,dvyahatarṣam
dvyaham,dvyaham
dvyahAt,dvyahāt
dvyahAtyAsam,dvyahātyāsam
dvyahe,dvyahe
Dakit,dhakit
DagadDagiti,dhagaddhagiti
Dagiti,dhagiti
DamaDamA,dhamadhamā
DarmatayA,dharmatayā
Darmatas,dharmatas
DarmArTam,dharmārtham
DarmAvirudDam,dharmāviruddham
DAnyaDanatas,dhānyadhanatas
DAnyavat,dhānyavat
DAmaSas,dhāmaśas
DArAvartena,dhārāvartena
Dik,dhik
DIram,dhīram
DurA,dhurā
Duryavat,dhuryavat
DftvA,dhṛtvā
DfzatA,dhṛṣatā
DfzitA,dhṛṣitā
Dfzwam,dhṛṣṭam
DfzRu,dhṛṣṇu
DfzRuyA,dhṛṣṇuyā
DyAyam,dhyāyam
Druvam,dhruvam
Druvase,dhruvase
DruvAya,dhruvāya
na,na
nak,nak
nakim,nakim
nakis,nakis
nakutaScid,nakutaścid
naktaMdinam,naktaṃdinam
naktaMdivam,naktaṃdivam
naktam,naktam
naktayA,naktayā
naKAnaKi,nakhānakhi
nagaradEvatavat,nagaradaivatavat
nacirakAlam,nacirakālam
naciram,naciram
nacirAt,nacirāt
nacirAya,nacirāya
nacireRa,nacireṇa
naY,nañ
nanu,nanu
naBastas,nabhastas
naBasvat,nabhasvat
naBItavat,nabhītavat
naravat,naravat
