name,name_IAST
narmArTam,narmārtham
navakftvas,navakṛtvas
navatiDA,navatidhā
navatiSas,navatiśas
navaDA,navadhā
navaram,navaram
navaSas,navaśas
navIyas,navīyas
navIyasA,navīyasā
navyavat,navyavat
navyas,navyas
navyasA,navyasā
navyase,navyase
nazwAtaNkam,naṣṭātaṅkam
nazwASvadagDaraTavat,naṣṭāśvadagdharathavat
nastatas,nastatas
nastas,nastas
nAwakI,nāṭakī
nAtikfcCrAt,nātikṛcchrāt
nAticire,nāticire
nAtidIrGam,nātidīrgham
nAtidrutam,nātidrutam
nAtimAtram,nātimātram
nAtiviSadam,nātiviśadam
nAnA,nānā
nAnAdigdeSAt,nānādigdeśāt
nAnAnam,nānānam
nAnAraTam,nānāratham
nAnAvinA,nānāvinā
nAnAsAmavat,nānāsāmavat
nAnyatra,nānyatra
nAma,nāma
nAmagfhya,nāmagṛhya
nAmagrAham,nāmagrāham
nAmatas,nāmatas
nAmaTA,nāmathā
nAmaDeyatas,nāmadheyatas
nAmamAtreRa,nāmamātreṇa
nAmAdeSam,nāmādeśam
nAmnA,nāmnā
nASatas,nāśatas
nAsti,nāsti
nAsyagrAsam,nāsyagrāsam
ni,ni
niHSaNkam,niḥśaṅkam
niHSaNkayA,niḥśaṅkayā
niHSabdapadam,niḥśabdapadam
niHSabdam,niḥśabdam
niHSalyam,niḥśalyam
niHSezatas,niḥśeṣatas
niHSvasya,niḥśvasya
niHzAmam,niḥṣāmam
niHsaMdigDam,niḥsaṃdigdham
niHsaMdeham,niḥsaṃdeham
niHsaMSayam,niḥsaṃśayam
niHsaNgam,niḥsaṅgam
niHsaNgena,niḥsaṅgena
niHsADAram,niḥsādhāram
niHsADvasam,niḥsādhvasam
niHspfham,niḥspṛham
nikazA,nikaṣā
nikARamakzi,nikāṇamakṣi
nikAma,nikāma
nikAzam,nikāṣam
nikucyakarRi,nikucyakarṇi
niKilena,nikhilena
nigUQam,nigūḍham
nigfhya,nigṛhya
niGAtam,nighātam
nicakrayA,nicakrayā
nijArTam,nijārtham
niRik,niṇik
niRyam,niṇyam
nitatatapas,nitatatapas
nitarAm,nitarām
nitAntam,nitāntam
nitikti,nitikti
nityakAlam,nityakālam
nityadA,nityadā
nityam,nityam
nityaSas,nityaśas
niDApya,nidhāpya
niDAya,nidhāya
nipatya,nipatya
nipalASam,nipalāśam
nipAtya,nipātya
nipIqitAlaktakavat,nipīḍitālaktakavat
nipIqya,nipīḍya
nipuRataram,nipuṇataram
nipuRatas,nipuṇatas
nipuRam,nipuṇam
niBftam,nibhṛtam
nimantrya,nimantrya
nimittIkftya,nimittīkṛtya
nimizAntareRa,nimiṣāntareṇa
nimUlakAzam,nimūlakāṣam
nimUlam,nimūlam
nimezatas,nimeṣatas
nimezamAtreRa,nimeṣamātreṇa
nimezArDAt,nimeṣārdhāt
niyatam,niyatam
niyamya,niyamya
niyuktam,niyuktam
niyujya,niyujya
niyogatas,niyogatas
niranukroSatas,niranukrośatas
nirantaram,nirantaram
niranne,niranne
nirapekzam,nirapekṣam
niraBre,nirabhre
nirargalam,nirargalam
niravaSezatas,niravaśeṣatas
niravaSezeRa,niravaśeṣeṇa
niravekzya,niravekṣya
nirasya,nirasya
niraham,niraham
nirAkulArTam,nirākulārtham
nirAbADam,nirābādham
nirAmayam,nirāmayam
nirASaNkam,nirāśaṅkam
nirIkzayA,nirīkṣayā
nirIkzya,nirīkṣya
niruddeSam,niruddeśam
nirUpya,nirūpya
nireke,nireke
nirgOravam,nirgauravam
nirGfRam,nirghṛṇam
nirdayam,nirdayam
nirdaram,nirdaram
nirnimittam,nirnimittam
nirBaram,nirbharam
nirmakzikam,nirmakṣikam
nirmaTya,nirmathya
nirmaryAdam,nirmaryādam
nirmAnuze,nirmānuṣe
niryantraRam,niryantraṇam
niryAtya,niryātya
nirlepam,nirlepam
nirvacanam,nirvacanam
nirvaRe,nirvaṇe
nirvaruRam,nirvaruṇam
nirvApya,nirvāpya
nirvApya,nirvāpya
nirvikalpam,nirvikalpam
nirviGawwam,nirvighaṭṭam
nirviGnam,nirvighnam
nirviGnena,nirvighnena
nirvicAram,nirvicāram
nirviSaNkam,nirviśaṅkam
nirviSaNkam,nirviśaṅkam
nirviSaNkena,nirviśaṅkena
nirviSezam,nirviśeṣam
nirviSezeRa,nirviśeṣeṇa
nirvedaduHsaham,nirvedaduḥsaham
nirvEram,nirvairam
nirvyaYjane,nirvyañjane
nirvyalIkatas,nirvyalīkatas
nirvyalIkam,nirvyalīkam
nirvyAjam,nirvyājam
nirhftya,nirhṛtya
nivatA,nivatā
nivanA,nivanā
nivicCaMSam,nivicchaṃśam
niSAniSam,niśāniśam
niScitam,niścitam
niScitya,niścitya
niScezwam,niśceṣṭam
niSritya,niśritya
nizamam,niṣamam
nizkAraRam,niṣkāraṇam
nizkAraRAt,niṣkāraṇāt
nizparIhAram,niṣparīhāram
nizpratIkAram,niṣpratīkāram
nizpratyUham,niṣpratyūham
nis,nis
nisvaram,nisvaram
nIcakEs,nīcakais
nIcA,nīcā
nIcA,nīcā
nIcAt,nīcāt
nIcEHkAram,nīcaiḥkāram
nIcEs,nīcais
nIcEstarAm,nīcaistarām
nu,nu
nU,nū
nUnaBAvAt,nūnabhāvāt
nUnam,nūnam
nfvat,nṛvat
ned,ned
nedizWatamAm,nediṣṭhatamām
nedIyas,nedīyas
nepaTyABimuKam,nepathyābhimukham
nepaTye,nepathye
nemaDitA,nemadhitā
nEkaDA,naikadhā
nEkaSas,naikaśas
nEva,naiva
no,no
noDA,nodhā
nyak,nyak
nyakkftya,nyakkṛtya
nyagBUtvA,nyagbhūtvā
nyante,nyante
nyantena,nyantena
nyasya,nyasya
nyAcam,nyācam
nyAyatas,nyāyatas
nyAyam,nyāyam
nyUNKam,nyūṅkham
nyUnataram,nyūnataram
nyUnam,nyūnam
nvE,nvai
pakzaSas,pakṣaśas
paNkajalAvam,paṅkajalāvam
paNktiSas,paṅktiśas
pacatikalpam,pacatikalpam
pacCas,pacchas
paYcakftvas,pañcakṛtvas
paYcadaSakftvas,pañcadaśakṛtvas
paYcadaSaDA,pañcadaśadhā
paYcaDA,pañcadhā
paYcapuruzam,pañcapuruṣam
paYcamam,pañcamam
paYcavigrAham,pañcavigrāham
paYcaSas,pañcaśas
paYcAkzaraSas,pañcākṣaraśas
paYcASacCas,pañcāśacchas
paYcASadDA,pañcāśaddhā
pataMgavat,pataṃgavat
patIyas,patīyas
pattas,pattas
patsutas,patsutas
paTimaDye,pathimadhye
padaGAtam,padaghātam
padaSas,padaśas
padAvagrAham,padāvagrāham
padmaSas,padmaśas
paraHSvas,paraḥśvas
paratas,paratas
paratra,paratra
param,param
paramatas,paramatas
paramam,paramam
paramasarvatra,paramasarvatra
paramArtavat,paramārtavat
paramArTatas,paramārthatas
paramparatas,paramparatas
paramparam,paramparam
paravat,paravat
paraSvas,paraśvas
paras,paras
parastarAm,parastarām
parastAt,parastāt
paraspara,paraspara
parasparam,parasparam
parAk,parāk
parAk,parāk
parAkAttAt,parākāttāt
parAN,parāṅ
parAcInam,parācīnam
parAcEs,parācais
parAtaram,parātaram
parApfzWIBUtvA,parāpṛṣṭhībhūtvā
parAri,parāri
pari,pari
pariklizwam,parikliṣṭam
parigfhya,parigṛhya
pariGarGaram,parighargharam
pariRayena,pariṇayena
paritas,paritas
parituzya,parituṣya
parityaktam,parityaktam
parityajya,parityajya
paritrigartam,paritrigartam
parinABi,parinābhi
paripanTam,paripantham
paripAWena,paripāṭhena
paripArSvatas,paripārśvatas
parimARatas,parimāṇatas
parimuKam,parimukham
parivizRu,pariviṣṇu
parivyaktam,parivyaktam
pariSezAt,pariśeṣāt
pariSezeRa,pariśeṣeṇa
parisIram,parisīram
parisOvIram,parisauvīram
parisPuwam,parisphuṭam
parihApya,parihāpya
parihAravat,parihāravat
parihAsapUrvam,parihāsapūrvam
parihftya,parihṛtya
parihvAlam,parihvālam
parIRasA,parīṇasā
parImaRi,parīmaṇi
parIvartam,parīvartam
parut,parut
paruSas,paruśas
paruSSas,paruśśas
pare,pare
pareRa,pareṇa
paredyavi,paredyavi
paredyus,paredyus
parogavyUti,parogavyūti
parogozWam,parogoṣṭham
parovaram,parovaram
paryak,paryak
paryagnikriyamARe,paryagnikriyamāṇe
paryantam,paryantam
paryante,paryante
paryastamayam,paryastamayam
paryAntam,paryāntam
paryAptam,paryāptam
paryAyaSas,paryāyaśas
paryAlI,paryālī
paryudayam,paryudayam
paryulUKalam,paryulūkhalam
paryozWam,paryoṣṭham
parvatI,parvatī
parvaSas,parvaśas
pavitrI,pavitrī
paSu,paśu
paSutas,paśutas
paSumAram,paśumāram
paSumAreRa,paśumāreṇa
paSuvat,paśuvat
paScA,paścā
paScAt,paścāt
paScAtAt,paścātāt
paScAtkarRam,paścātkarṇam
paScAtkAle,paścātkāle
paScAdakzam,paścādakṣam
paScAdahas,paścādahas
paScArDe,paścārdhe
paScimatas,paścimatas
paScime,paścime
paScimena,paścimena
pAkatrA,pākatrā
pAkavat,pākavat
pAkyA,pākyā
pAw,pāṭ
pARigrAham,pāṇigrāham
pARiGAtam,pāṇighātam
pARimardam,pāṇimardam
pARyupakarzam,pāṇyupakarṣam
pARyupaGAtam,pāṇyupaghātam
pAtrAvaleham,pātrāvaleham
pAtrI,pātrī
pAtrItas,pātrītas
pAdagfhya,pādagṛhya
pAdatale,pādatale
pAdatas,pādatas
pAdaSas,pādaśas
pAdahInAt,pādahīnāt
pAdAntare,pādāntare
pAdAntikam,pādāntikam
pAdegfhya,pādegṛhya
pAnIyArTam,pānīyārtham
pApam,pāpam
pApayA,pāpayā
pApayAmuyA,pāpayāmuyā
pApAvahIyam,pāpāvahīyam
pAramahaMsyapari,pāramahaṃsyapari
pArAvaryeRa,pārāvaryeṇa
pAriSezyAt,pāriśeṣyāt
pArihAsyena,pārihāsyena
pAregaNgam,pāregaṅgam
pArejalam,pārejalam
pAretaraMgiRi,pāretaraṃgiṇi
pAreviSokam,pāreviśokam
pAreSmaSAnam,pāreśmaśānam
pAresinDu,pāresindhu
pArSvatas,pārśvatas
pArSvopapIqam,pārśvopapīḍam
piRqatas,piṇḍatas
piRqI,piṇḍī
pitftas,pitṛtas
pitfvat,pitṛvat
pitrarTam,pitrartham
piDAya,pidhāya
pinahya,pinahya
pipIlikAvat,pipīlikāvat
pizwasvedam,piṣṭasvedam
pIqitam,pīḍitam
pItvA,pītvā
pIvarI,pīvarī
puMvat,puṃvat
puMsavat,puṃsavat
puMskftyA,puṃskṛtyā
puYjaSas,puñjaśas
puYjIkftya,puñjīkṛtya
puwI,puṭī
puRyasamam,puṇyasamam
putraDarmatas,putradharmatas
putrarodam,putrarodam
putravat,putravat
punar,punar
punaraByAkAram,punarabhyākāram
punaraByAGAram,punarabhyāghāram
punaraByAvartam,punarabhyāvartam
punarAgranTam,punarāgrantham
punarAdAyam,punarādāyam
punarAhAram,punarāhāram
punardarSanAya,punardarśanāya
punardAya,punardāya
punarnigranTam,punarnigrantham
punarnivartam,punarnivartam
punastarAm,punastarām
pumarTam,pumartham
puraHSukram,puraḥśukram
puraHsaram,puraḥsaram
puratas,puratas
puraScakram,puraścakram
puras,puras
puraskftam,puraskṛtam
puraskftya,puraskṛtya
purastAt,purastāt
purA,purā
purARavat,purāṇavat
purutrA,purutrā
puruDa,purudha
puruzatA,puruṣatā
puruzatrA,puruṣatrā
puruzatvatvatA,puruṣatvatvatā
puruzavAham,puruṣavāham
puruzArTam,puruṣārtham
purUruRA,purūruṇā
purokzam,purokṣam
purovat,purovat
puzpamATam,puṣpamātham
puzpavat,puṣpavat
pUt,pūt
pUtayavam,pūtayavam
pUyamAnayavam,pūyamānayavam
pUruzatvatA,pūruṣatvatā
pUrRapAtravfttyA,pūrṇapātravṛttyā
pUrvakalpe,pūrvakalpe
pUrvakalpezu,pūrvakalpeṣu
pUrvataram,pūrvataram
pUrvatas,pūrvatas
pUrvatra,pūrvatra
pUrvadehe,pūrvadehe
pUrvapaScAt,pūrvapaścāt
pUrvapaScimatas,pūrvapaścimatas
pUrvam,pūrvam
pUrvayAmye,pūrvayāmye
pUrvavat,pūrvavat
pUrvAditas,pūrvāditas
pUrvAntatas,pūrvāntatas
pUrvAparam,pūrvāparam
pUrvAparyeRa,pūrvāparyeṇa
pUrvAByAsena,pūrvābhyāsena
pUrvAhRakAle,pūrvāhṇakāle
pUrvAhRAparAhRayoH,pūrvāhṇāparāhṇayoḥ
pUrveRa,pūrveṇa
pUrveRa,pūrveṇa
pUrvedyus,pūrvedyus
pUrvottare,pūrvottare
pUrvyam,pūrvyam
pfTak,pṛthak
pfTakat,pṛthakat
pfTaktvatas,pṛthaktvatas
pfTaktvaSas,pṛthaktvaśas
pfTaktvena,pṛthaktvena
pfTukucotpIqam,pṛthukucotpīḍam
pfzwitas,pṛṣṭitas
pfzwvA,pṛṣṭvā
pfzWatas,pṛṣṭhatas
pfzWatoBAvam,pṛṣṭhatobhāvam
pfzWadeSe,pṛṣṭhadeśe
peSalam,peśalam
peSI,peśī
pezI,peṣī
pozam,poṣam
pOnaHpunyena,paunaḥpunyena
pyAw,pyāṭ
pra,pra
prakawam,prakaṭam
prakawI,prakaṭī
prakaraRatas,prakaraṇatas
prakaraRaSas,prakaraṇaśas
prakarzAt,prakarṣāt
prakarzeRa,prakarṣeṇa
prakAmatas,prakāmatas
prakAmam,prakāmam
prakASam,prakāśam
prakftivat,prakṛtivat
prakxptam,prakḷptam
prakzAlanArTAya,prakṣālanārthāya
prakzAlya,prakṣālya
prakzipya,prakṣipya
pragalBam,pragalbham
pragAQam,pragāḍham
pragATakAram,pragāthakāram
pragfhya,pragṛhya
prage,prage
prage,prage
pragrAham,pragrāham
pracakzaRam,pracakṣaṇam
pracatA,pracatā
pracintya,pracintya
pracCAdya,pracchādya
prajanArTam,prajanārtham
prajavam,prajavam
prajotpattyAnupUrvyeRa,prajotpattyānupūrvyeṇa
praRamayya,praṇamayya
praRAlikayA,praṇālikayā
praRipAtapuraHsaram,praṇipātapuraḥsaram
praRItAkAle,praṇītākāle
prataNkam,prataṅkam
pratatam,pratatam
pratamAm,pratamām
prati,prati
pratikaRWam,pratikaṇṭham
pratikaRWikayA,pratikaṇṭhikayā
pratikapAlam,pratikapālam
pratikarma,pratikarma
pratikalam,pratikalam
pratikalpam,pratikalpam
pratikARqam,pratikāṇḍam
pratikAmam,pratikāmam
pratikuRqam,pratikuṇḍam
pratikUlatas,pratikūlatas
pratikUlam,pratikūlam
pratikoRam,pratikoṇam
pratikriyam,pratikriyam
pratikzaRam,pratikṣaṇam
pratikzapam,pratikṣapam
pratikzetre,pratikṣetre
pratigAtram,pratigātram
pratigu,pratigu
pratigupyam,pratigupyam
pratigrAmam,pratigrāmam
pratigrAmasamIpam,pratigrāmasamīpam
praticaraRam,praticaraṇam
praticiti,praticiti
praticodanam,praticodanam
pratijanam,pratijanam
pratijYApUrvakam,pratijñāpūrvakam
pratitantram,pratitantram
pratitarAm,pratitarām
pratitaru,pratitaru
pratitryaham,pratitryaham
pratidantyanIkam,pratidantyanīkam
pratidiSam,pratidiśam
pratidfSam,pratidṛśam
pratidevatam,pratidevatam
pratideSam,pratideśam
pratideham,pratideham
pratidEvatam,pratidaivatam
pratidozam,pratidoṣam
pratidvIpam,pratidvīpam
pratinagaram,pratinagaram
pratinadi,pratinadi
pratiniSam,pratiniśam
pratinyAyam,pratinyāyam
pratipacanam,pratipacanam
pratipatni,pratipatni
pratipaTam,pratipatham
pratipad,pratipad
pratipadam,pratipadam
pratipadmam,pratipadmam
pratiparyAyam,pratiparyāyam
pratiparva,pratiparva
pratipalam,pratipalam
pratipaSu,pratipaśu
pratipAtram,pratipātram
pratipAdapam,pratipādapam
pratipAdam,pratipādam
pratipiRqam,pratipiṇḍam
pratipuzyam,pratipuṣyam
pratipUrvAhRam,pratipūrvāhṇam
pratipezam,pratipeṣam
pratipraRavam,pratipraṇavam
pratipraBAtam,pratiprabhātam
pratiprayARakam,pratiprayāṇakam
pratipraSnam,pratipraśnam
pratiprasavam,pratiprasavam
pratiprasavam,pratiprasavam
pratiprAni,pratiprāni
pratiPalIkaraRam,pratiphalīkaraṇam
pratibIjam,pratibījam
pratiBayam,pratibhayam
pratiBavam,pratibhavam
pratiBAgaSas,pratibhāgaśas
pratiBAtas,pratibhātas
pratiBAbalAt,pratibhābalāt
pratiBAvaSAt,pratibhāvaśāt
pratimantram,pratimantram
pratimandiram,pratimandiram
pratimanvantaram,pratimanvantaram
pratimanvantare,pratimanvantare
pratimahAvyAhfti,pratimahāvyāhṛti
pratimAtf,pratimātṛ
pratimArge,pratimārge
pratimuhus,pratimuhus
pratiyAmini,pratiyāmini
pratiyuvam,pratiyuvam
pratiyUpam,pratiyūpam
pratiyogam,pratiyogam
pratiyoni,pratiyoni
pratirakzArTam,pratirakṣārtham
pratirajani,pratirajani
pratiraTyam,pratirathyam
pratirAjam,pratirājam
pratiripu,pratiripu
pratiliNgam,pratiliṅgam
pratilomatas,pratilomatas
pratilomAnulomatas,pratilomānulomatas
pratilomena,pratilomena
prativaktram,prativaktram
prativatsaram,prativatsaram
prativanam,prativanam
prativargam,prativargam
prativarRam,prativarṇam
prativazawkAram,prativaṣaṭkāram
prativasati,prativasati
prativahnipradakziRam,prativahnipradakṣiṇam
prativAkyam,prativākyam
prativAtam,prativātam
prativAte,prativāte
prativAsaram,prativāsaram
prativAsare,prativāsare
prativiwapam,prativiṭapam
pratividyam,pratividyam
prativipASam,prativipāśam
prativirati,prativirati
prativiSvezu,prativiśveṣu
prativizayam,prativiṣayam
prativizRu,prativiṣṇu
prativfttAntam,prativṛttāntam
prativftti,prativṛtti
prativedam,prativedam
prativedaSAKam,prativedaśākham
prativedAntam,prativedāntam
prativelam,prativelam
prativeSma,prativeśma
pratiSarIram,pratiśarīram
pratiSAKam,pratiśākham
pratiSfNgeRa,pratiśṛṅgeṇa
pratiSOcam,pratiśaucam
pratiSravAnte,pratiśravānte
pratiSrotas,pratiśrotas
pratiSlokam,pratiślokam
pratisaMvatsaram,pratisaṃvatsaram
pratisaMskAram,pratisaṃskāram
pratisadanam,pratisadanam
pratisadma,pratisadma
pratisamayya,pratisamayya
pratisambanDi,pratisambandhi
pratisargam,pratisargam
pratisAyam,pratisāyam
pratisUryam,pratisūryam
pratisomodakadvijam,pratisomodakadvijam
pratiskanDam,pratiskandham
pratisTAnam,pratisthānam
pratisrotam,pratisrotam
pratisvam,pratisvam
pratisvAhAkAram,pratisvāhākāram
pratihatya,pratihatya
pratihasti,pratihasti
pratihfdayam,pratihṛdayam
pratIkzam,pratīkṣam
pratIkzya,pratīkṣya
pratIcInam,pratīcīnam
pratIpam,pratīpam
pratnaTA,pratnathā
pratnavat,pratnavat
pratyaMsam,pratyaṃsam
pratyak,pratyak
pratyakzatayA,pratyakṣatayā
pratyakzatas,pratyakṣatas
pratyakzam,pratyakṣam
pratyakzavat,pratyakṣavat
pratyakzAt,pratyakṣāt
pratyakze,pratyakṣe
pratyakzeRa,pratyakṣeṇa
pratyaksaMsTam,pratyaksaṃstham
pratyagam,pratyagam
pratyagudak,pratyagudak
pratyagdakziRatas,pratyagdakṣiṇatas
pratyagdakziRA,pratyagdakṣiṇā
pratyagni,pratyagni
pratyaNkam,pratyaṅkam
pratyaDikaraRam,pratyadhikaraṇam
pratyanantaram,pratyanantaram
pratyanilam,pratyanilam
pratyanUkAntam,pratyanūkāntam
pratyantAt,pratyantāt
pratyabdam,pratyabdam
pratyaByAsam,pratyabhyāsam
pratyayanam,pratyayanam
pratyarRam,pratyarṇam
pratyarTam,pratyartham
pratyarham,pratyarham
pratyavarakAlam,pratyavarakālam
pratyavaroham,pratyavaroham
pratyastam,pratyastam
pratyaham,pratyaham
pratyAKyAyam,pratyākhyāyam
pratyAgamAvaDi,pratyāgamāvadhi
pratyAtmam,pratyātmam
pratyAtmyena,pratyātmyena
pratyAmnAyam,pratyāmnāyam
pratyAyanam,pratyāyanam
pratyAlayam,pratyālayam
pratyAvAsakam,pratyāvāsakam
pratyAvAsam,pratyāvāsam
pratyASam,pratyāśam
pratyAhuti,pratyāhuti
pratyuta,pratyuta
pratyudaDi,pratyudadhi
pratyupasadam,pratyupasadam
pratyupAsanam,pratyupāsanam
pratyurasam,pratyurasam
pratyUrDvam,pratyūrdhvam
pratyfcam,pratyṛcam
pratyftu,pratyṛtu
pratyekaSas,pratyekaśas
praTamataram,prathamataram
praTamatas,prathamatas
praTamadarSane,prathamadarśane
praTamavirahe,prathamavirahe
praTamAham,prathamāham
pradakziRam,pradakṣiṇam
pradakziRit,pradakṣiṇit
pradAnapUrvam,pradānapūrvam
pradivas,pradivas
pradivi,pradivi
pradozam,pradoṣam
praDAnatas,pradhānatas
prapadam,prapadam
prapAtam,prapātam
prapfTak,prapṛthak
prabalam,prabalam
prabAhuk,prabāhuk
prabAhukam,prabāhukam
praBUtaSas,prabhūtaśas
praBfti,prabhṛti
pram,pram
pramattavat,pramattavat
pramARatas,pramāṇatas
pramARAyAmatas,pramāṇāyāmatas
pramuKatas,pramukhatas
pramfgam,pramṛgam
prame,prame
pramodam,pramodam
praraTam,praratham
pralAyam,pralāyam
pravaRe,pravaṇe
pravarham,pravarham
praviBAgaSas,pravibhāgaśas
pravfzwe,pravṛṣṭe
praSasya,praśasya
praSAn,praśān
praSAsya,praśāsya
praSnapUrvakam,praśnapūrvakam
praSnapUrvam,praśnapūrvam
prasaktam,prasaktam
prasaNgavaSAt,prasaṅgavaśāt
prasaNgAnusaNgena,prasaṅgānusaṅgena
prasamIkzya,prasamīkṣya
prasalavi,prasalavi
prasahya,prasahya
prasAmi,prasāmi
prasArya,prasārya
prastAvakrameRa,prastāvakrameṇa
prastAvatas,prastāvatas
prastAvAnugatam,prastāvānugatam
prasTAnavat,prasthānavat
prasTitam,prasthitam
prahelayA,prahelayā
prAk,prāk
prAkciram,prākciram
prAktarAm,prāktarām
prAkSas,prākśas
prAgapam,prāgapam
prAgapavargam,prāgapavargam
prAgANgam,prāgāṅgam
prAguttaratas,prāguttaratas
prAguttareRa,prāguttareṇa
prAgudak,prāgudak
prAggaNgam,prāggaṅgam
prAggrAmam,prāggrāmam
prAgdakziRa,prāgdakṣiṇa
prAgdaRqam,prāgdaṇḍam
prAgBAvatas,prāgbhāvatas
prAgvat,prāgvat
prAN,prāṅ
prANmuKam,prāṅmukham
prAcas,prācas
prAcA,prācā
prAcA,prācā
prAcInam,prācīnam
prAcIpratIcitas,prācīpratīcitas
prAcuryeRa,prācuryeṇa
prAcEs,prācais
prARaBakzam,prāṇabhakṣam
prARAyAmaSas,prāṇāyāmaśas
prAtar,prātar
prAtastarAm,prātastarām
prAtisatvanam,prātisatvanam
prAdur,prādur
prADAnyatas,prādhānyatas
prADAnyAt,prādhānyāt
prADAnyena,prādhānyena
prADvam,prādhvam
prAntatas,prāntatas
prAntaBUmO,prāntabhūmau
prAptakAlam,prāptakālam
prAyaRatas,prāyaṇatas
prAyaRAntam,prāyaṇāntam
prAyam,prāyam
prAyaSas,prāyaśas
prAyas,prāyas
prAyeRa,prāyeṇa
prASu,prāśu
prAsahA,prāsahā
prAhRam,prāhṇam
prAhRe,prāhṇe
priyakAraRAt,priyakāraṇāt
priyaDA,priyadhā
priyapriyeRa,priyapriyeṇa
priyam,priyam
priyameDavat,priyamedhavat
priyArTam,priyārtham
priyeRa,priyeṇa
prIRayitvA,prīṇayitvā
prItyA,prītyā
prekzArTam,prekṣārtham
preRA,preṇā
pretavat,pretavat
pretya,pretya
preDA,predhā
premRA,premṇā
prEzam,praiṣam
prokte,prokte
proccEs,proccais
projJya,projjhya
proQam,proḍham
prozya,proṣya
prOQasvaram,prauḍhasvaram
plavavat,plavavat
plok,plok
Paw,phaṭ
Pat,phat
Palatas,phalatas
PalayogAt,phalayogāt
PAw,phāṭ
Puqut,phuḍut
PupPu,phupphu
PumPuA,phumphuā
Pew,pheṭ
Pet,phet
Penavat,phenavat
bakavat,bakavat
baw,baṭ
bata,bata
badvaSas,badvaśas
baDyatas,badhyatas
banDuvat,bandhuvat
bababA,bababā
barhaRAvat,barhaṇāvat
barhizWam,barhiṣṭham
balavat,balavat
balAt,balāt
balApakarzam,balāpakarṣam
balIyas,balīyas
balbalAkAram,balbalākāram
bastamAram,bastamāram
basri,basri
bahiHstomaBAgam,bahiḥstomabhāgam
bahirante,bahirante
bahirAtmam,bahirātmam
bahirgeham,bahirgeham
bahirgrAmam,bahirgrāmam
bahirjAnu,bahirjānu
bahirDA,bahirdhā
bahiryoni,bahiryoni
bahirvikAram,bahirvikāram
bahirvedi,bahirvedi
bahizkratu,bahiṣkratu
bahizwAt,bahiṣṭāt
bahizpaTam,bahiṣpatham
bahizpariDi,bahiṣparidhi
bahis,bahis
bahIrajju,bahīrajju
bahu,bahu
bahukAlam,bahukālam
bahutaram,bahutaram
bahutarAm,bahutarām
bahutas,bahutas
bahutiTam,bahutitham
bahutra,bahutra
bahutrA,bahutrā
bahuTA,bahuthā
bahuduHKavAsam,bahuduḥkhavāsam
bahuDA,bahudhā
bahuprakAram,bahuprakāram
bahuvat,bahuvat
bahuvAram,bahuvāram
bahuviDam,bahuvidham
bahuvrIhivat,bahuvrīhivat
bahuSas,bahuśas
bAQam,bāḍham
bADitvA,bādhitvā
bAl,bāl
bAladarSam,bāladarśam
bAhAbAhavi,bāhābāhavi
bAhupracAlakam,bāhupracālakam
bAhulkAt,bāhulkāt
bAhulyAt,bāhulyāt
bAhulyena,bāhulyena
bAhUtkzepam,bāhūtkṣepam
bAhUpapIqam,bāhūpapīḍam
bAhUbAhavi,bāhūbāhavi
bAhyatas,bāhyatas
bAhyam,bāhyam
bAhyAt,bāhyāt
bAhyAntar,bāhyāntar
bAhye,bāhye
bAhyena,bāhyena
bisalAvam,bisalāvam
bIjatas,bījatas
bIjaryA,bījaryā
bIjavat,bījavat
bIjA,bījā
bIjANkuravat,bījāṅkuravat
buk,buk
buqabuqa,buḍabuḍa
budDitas,buddhitas
budDipUrvam,buddhipūrvam
buDe,budhe
buvam,buvam
bfhat,bṛhat
bfhatIkAram,bṛhatīkāram
bfhaddivezu,bṛhaddiveṣu
boDatas,bodhatas
boDapUrvam,bodhapūrvam
brahmaRvat,brahmaṇvat
brahmatas,brahmatas
brahmapurustAt,brahmapurustāt
brahmavat,brahmavat
brAhmaRatrA,brāhmaṇatrā
brAhmaRavedam,brāhmaṇavedam
brAhmaRaSramaRanyAyAt,brāhmaṇaśramaṇanyāyāt
brAhmaRasAt,brāhmaṇasāt
BaktyA,bhaktyā
Bagavat,bhagavat
Bagnayuge,bhagnayuge
BaNgyantareRa,bhaṅgyantareṇa
Badratas,bhadratas
Badram,bhadram
Badram,bhadram
BadrayA,bhadrayā
BadrA,bhadrā
BartfsAt,bhartṛsāt
BarBarA,bharbharā
Bala,bhala
BavatpUrvam,bhavatpūrvam
BavadAhArArTam,bhavadāhārārtham
Bavaduttaram,bhavaduttaram
BavadBUtaBavye,bhavadbhūtabhavye
BavanmaDyam,bhavanmadhyam
Basmatas,bhasmatas
BasmasA,bhasmasā
BasmasAt,bhasmasāt
BasmAnti,bhasmānti
BasmAnte,bhasmānte
BAgaSas,bhāgaśas
BAgAnuBAgena,bhāgānubhāgena
BAgyakrameRa,bhāgyakrameṇa
BAgyavaSAt,bhāgyavaśāt
BAjak,bhājak
BAnatas,bhānatas
BAvagamBIram,bhāvagambhīram
BAvatas,bhāvatas
BinnakI,bhinnakī
BItaMkAram,bhītaṃkāram
BItam,bhītam
BItavat,bhītavat
BItitas,bhītitas
BIzA,bhīṣā
Buk,bhuk
BuktamAtre,bhuktamātre
Buktavajjane,bhuktavajjane
BuktvA,bhuktvā
BujABuji,bhujābhuji
BujopapIqam,bhujopapīḍam
