root	class	derivation	tense	voices
abhra	11	primary	future	active,middle
abhra	11	primary	imperative	middle
abhra	11	primary	imperfect	middle
abhra	11	primary	optative	middle
abhra	11	primary	periphrastic_future	active
abhra	11	primary	present	middle
ad	2	causative	future	active,middle
ad	2	causative	imperative	active,middle,passive
ad	2	causative	imperfect	active,middle
ad	2	causative	optative	active,middle,passive
ad	2	causative	periphrastic_future	active
ad	2	causative	present	active,middle,passive
ad	2	primary	benedictive	active
ad	2	primary	future	active
ad	2	primary	imperative	active,passive
ad	2	primary	imperfect	active,passive
ad	2	primary	optative	active,passive
ad	2	primary	perfect	active
ad	2	primary	periphrastic_future	active
ad	2	primary	present	active,passive
adhvara	11	primary	future	active,middle
adhvara	11	primary	imperative	active
adhvara	11	primary	imperfect	active
adhvara	11	primary	optative	active
adhvara	11	primary	periphrastic_future	active
adhvara	11	primary	present	active
agada	11	primary	future	active,middle
agada	11	primary	imperative	active
agada	11	primary	imperfect	active
agada	11	primary	optative	active
agada	11	primary	periphrastic_future	active
agada	11	primary	present	active
agha	11	primary	future	active,middle
agha	11	primary	imperative	active
agha	11	primary	imperfect	active
agha	11	primary	optative	active
agha	11	primary	periphrastic_future	active
agha	11	primary	present	active
aj	1	primary	benedictive	active
aj	1	primary	future	active
aj	1	primary	imperative	active,passive
aj	1	primary	imperfect	active,passive
aj	1	primary	optative	active,passive
aj	1	primary	perfect	active
aj	1	primary	periphrastic_future	active
aj	1	primary	present	active,passive
aj	5	primary	aorist	active,middle
aj	5	primary	injunctive	active,middle
ajira	11	primary	future	active,middle
ajira	11	primary	imperative	middle
ajira	11	primary	imperfect	middle
ajira	11	primary	optative	middle
ajira	11	primary	periphrastic_future	active
ajira	11	primary	present	middle
akṣ	1	primary	benedictive	active
akṣ	1	primary	future	active
akṣ	1	primary	imperative	active,passive
akṣ	1	primary	imperfect	active,passive
akṣ	1	primary	optative	active,passive
akṣ	1	primary	perfect	active
akṣ	1	primary	periphrastic_future	active
akṣ	1	primary	present	active,passive
akṣ	5	primary	aorist	active,middle
akṣ	5	primary	imperative	active
akṣ	5	primary	imperfect	active
akṣ	5	primary	injunctive	active,middle
akṣ	5	primary	optative	active
akṣ	5	primary	present	active
alīka	11	primary	future	active,middle
alīka	11	primary	imperative	middle
alīka	11	primary	imperfect	middle
alīka	11	primary	optative	middle
alīka	11	primary	periphrastic_future	active
alīka	11	primary	present	middle
am	1	causative	future	active,middle
am	1	causative	imperative	active,middle,passive
am	1	causative	imperfect	active,middle
am	1	causative	optative	active,middle,passive
am	1	causative	periphrastic_future	active
am	1	causative	present	active,middle,passive
am	1	primary	benedictive	active
am	1	primary	future	active
am	1	primary	imperative	active,passive
am	1	primary	imperfect	active,passive
am	1	primary	optative	active,passive
am	1	primary	perfect	active
am	1	primary	periphrastic_future	active
am	1	primary	present	active,passive
am	3	primary	aorist	active,middle
amitra	11	primary	future	active,middle
amitra	11	primary	imperative	active,passive
amitra	11	primary	imperfect	active,passive
amitra	11	primary	optative	active,passive
amitra	11	primary	periphrastic_future	active
amitra	11	primary	present	active,passive
an	2	causative	future	active,middle
an	2	causative	imperative	active,middle,passive
an	2	causative	imperfect	active,middle,passive
an	2	causative	optative	active,middle,passive
an	2	causative	periphrastic_future	active
an	2	causative	present	active,middle,passive
an	2	desiderative	future	active
an	2	desiderative	imperative	active,passive
an	2	desiderative	imperfect	active,passive
an	2	desiderative	optative	active,passive
an	2	desiderative	periphrastic_future	active
an	2	desiderative	present	active,passive
an	2	primary	benedictive	active
an	2	primary	future	active
an	2	primary	imperative	active
an	2	primary	imperfect	active
an	2	primary	optative	active
an	2	primary	perfect	active
an	2	primary	periphrastic_future	active
an	2	primary	present	active
andha	11	primary	future	active,middle
andha	11	primary	imperative	active,passive
andha	11	primary	imperfect	active,passive
andha	11	primary	optative	active,passive
andha	11	primary	periphrastic_future	active
andha	11	primary	present	active,passive
anta	11	primary	future	active,middle
anta	11	primary	imperative	active,passive
anta	11	primary	imperfect	active,passive
anta	11	primary	optative	active,passive
anta	11	primary	periphrastic_future	active
anta	11	primary	present	active,passive
apahasta	11	primary	future	active,middle
apahasta	11	primary	imperative	active,passive
apahasta	11	primary	imperfect	active,passive
apahasta	11	primary	optative	active,passive
apahasta	11	primary	periphrastic_future	active
apahasta	11	primary	present	active,passive
aparokṣa	11	primary	future	active,middle
aparokṣa	11	primary	imperative	active,passive
aparokṣa	11	primary	imperfect	active,passive
aparokṣa	11	primary	optative	active,passive
aparokṣa	11	primary	periphrastic_future	active
aparokṣa	11	primary	present	active,passive
apsaras	11	primary	future	active,middle
apsaras	11	primary	imperative	middle
apsaras	11	primary	imperfect	middle
apsaras	11	primary	optative	middle
apsaras	11	primary	periphrastic_future	active
apsaras	11	primary	present	middle
ard	1	primary	benedictive	active
ard	1	primary	future	active
ard	1	primary	imperative	active,passive
ard	1	primary	imperfect	active,passive
ard	1	primary	optative	active,passive
ard	1	primary	perfect	active
ard	1	primary	periphrastic_future	active
ard	1	primary	present	active,passive
argh	1	primary	benedictive	active
argh	1	primary	future	active
argh	1	primary	imperative	active,passive
argh	1	primary	imperfect	active,passive
argh	1	primary	optative	active,passive
argh	1	primary	perfect	active
argh	1	primary	periphrastic_future	active
argh	1	primary	present	active,passive
arh	1	causative	future	active,middle
arh	1	causative	imperative	active,middle,passive
arh	1	causative	imperfect	active,middle,passive
arh	1	causative	optative	active,middle,passive
arh	1	causative	periphrastic_future	active
arh	1	causative	present	active,middle,passive
arh	1	primary	benedictive	active
arh	1	primary	future	active,middle
arh	1	primary	imperative	active,middle
arh	1	primary	imperfect	active,middle
arh	1	primary	optative	active,middle
arh	1	primary	perfect	active,middle
arh	1	primary	periphrastic_future	active
arh	1	primary	present	active,middle
arth	10	causative	future	active,middle
arth	10	causative	imperative	active,middle,passive
arth	10	causative	imperfect	active,middle,passive
arth	10	causative	optative	active,middle,passive
arth	10	causative	periphrastic_future	active
arth	10	causative	present	active,middle,passive
arth	10	primary	future	active,middle
arth	10	primary	imperative	active,middle,passive
arth	10	primary	imperfect	active,middle,passive
arth	10	primary	optative	active,middle,passive
arth	10	primary	periphrastic_future	active
arth	10	primary	present	active,middle,passive
as	1	causative	future	active,middle
as	1	causative	imperative	active,middle,passive
as	1	causative	imperfect	active,middle
as	1	causative	optative	active,middle,passive
as	1	causative	periphrastic_future	active
as	1	causative	present	active,middle,passive
as	1	primary	benedictive	active
as	1	primary	future	active
as	1	primary	imperative	active,middle,passive
as	1	primary	imperfect	active,middle,passive
as	1	primary	optative	active,middle,passive
as	1	primary	perfect	active
as	1	primary	periphrastic_future	active
as	1	primary	present	active,middle,passive
as	2	primary	aorist	active
as	2	primary	imperative	active
as	2	primary	imperfect	active
as	2	primary	optative	active
as	2	primary	present	active,middle
as	4	primary	imperative	active
as	4	primary	imperfect	active
as	4	primary	optative	active
as	4	primary	present	active
asūya	11	primary	future	active,middle
asūya	11	primary	imperative	active,middle
asūya	11	primary	imperfect	active,middle
asūya	11	primary	optative	active,middle
asūya	11	primary	periphrastic_future	active
asūya	11	primary	present	active,middle
av	1	causative	future	active,middle
av	1	causative	imperative	active,middle,passive
av	1	causative	imperfect	active,middle,passive
av	1	causative	optative	active,middle,passive
av	1	causative	periphrastic_future	active
av	1	causative	present	active,middle,passive
av	1	primary	benedictive	active
av	1	primary	future	active
av	1	primary	imperative	active
av	1	primary	imperfect	active
av	1	primary	optative	active
av	1	primary	perfect	active
av	1	primary	periphrastic_future	active
av	1	primary	present	active
añc	1	causative	future	active,middle
añc	1	causative	imperative	active,middle,passive
añc	1	causative	imperfect	active,middle,passive
añc	1	causative	optative	active,middle,passive
añc	1	causative	periphrastic_future	active
añc	1	causative	present	active,middle,passive
añc	1	primary	benedictive	active
añc	1	primary	future	active,middle
añc	1	primary	imperative	active,middle,passive
añc	1	primary	imperfect	active,middle,passive
añc	1	primary	optative	active,middle,passive
añc	1	primary	perfect	active,middle
añc	1	primary	periphrastic_future	active
añc	1	primary	present	active,middle,passive
añj	7	causative	future	active,middle
añj	7	causative	imperative	active,middle,passive
añj	7	causative	imperfect	active,middle,passive
añj	7	causative	optative	active,middle,passive
añj	7	causative	periphrastic_future	active
añj	7	causative	present	active,middle,passive
añj	7	primary	benedictive	active
añj	7	primary	future	active,middle
añj	7	primary	imperative	active,middle,passive
añj	7	primary	imperfect	active,middle,passive
añj	7	primary	optative	active,middle,passive
añj	7	primary	perfect	active,middle
añj	7	primary	periphrastic_future	active
añj	7	primary	present	active,middle,passive
aś	5	primary	imperative	middle
aś	5	primary	imperfect	middle
aś	5	primary	optative	middle
aś	5	primary	present	middle
aś	9	causative	future	active,middle
aś	9	causative	imperative	active,middle,passive
aś	9	causative	imperfect	active,middle
aś	9	causative	optative	active,middle,passive
aś	9	causative	periphrastic_future	active
aś	9	causative	present	active,middle,passive
aś	9	desiderative	future	middle
aś	9	desiderative	imperative	middle,passive
aś	9	desiderative	imperfect	middle,passive
aś	9	desiderative	optative	middle,passive
aś	9	desiderative	periphrastic_future	active
aś	9	desiderative	present	middle,passive
aś	9	intensive	imperative	middle
aś	9	intensive	imperfect	middle
aś	9	intensive	optative	middle
aś	9	intensive	present	middle
aś	9	primary	benedictive	active
aś	9	primary	future	active,middle
aś	9	primary	imperative	active,passive
aś	9	primary	imperfect	active,passive
aś	9	primary	optative	active,passive
aś	9	primary	perfect	active,middle
aś	9	primary	periphrastic_future	active
aś	9	primary	present	active,passive
aśana	11	primary	future	active,middle
aśana	11	primary	imperative	active
aśana	11	primary	imperfect	active
aśana	11	primary	optative	active
aśana	11	primary	periphrastic_future	active
aśana	11	primary	present	active
aśva	11	primary	future	active,middle
aśva	11	primary	imperative	active,middle
aśva	11	primary	imperfect	active,middle
aśva	11	primary	optative	active,middle
aśva	11	primary	periphrastic_future	active
aśva	11	primary	present	active,middle
aṃśa	11	primary	future	active,middle
aṃśa	11	primary	imperative	active,middle,passive
aṃśa	11	primary	imperfect	active,middle,passive
aṃśa	11	primary	optative	active,middle,passive
aṃśa	11	primary	periphrastic_future	active
aṃśa	11	primary	present	active,middle,passive
aṅg	1	causative	future	active,middle
aṅg	1	causative	imperative	active,middle
aṅg	1	causative	imperfect	active,middle
aṅg	1	causative	optative	active,middle
aṅg	1	causative	periphrastic_future	active
aṅg	1	causative	present	active,middle
aṅg	1	primary	benedictive	active
aṅg	1	primary	future	active
aṅg	1	primary	imperative	active,passive
aṅg	1	primary	imperfect	active,passive
aṅg	1	primary	optative	active,passive
aṅg	1	primary	perfect	active
aṅg	1	primary	periphrastic_future	active
aṅg	1	primary	present	active,passive
aṅka	11	primary	future	active,middle
aṅka	11	primary	imperative	active,passive
aṅka	11	primary	imperfect	active,passive
aṅka	11	primary	optative	active,passive
aṅka	11	primary	periphrastic_future	active
aṅka	11	primary	present	active,passive
aṅkha	11	primary	future	active,middle
aṅkha	11	primary	imperative	active,passive
aṅkha	11	primary	imperfect	active,passive
aṅkha	11	primary	optative	active,passive
aṅkha	11	primary	periphrastic_future	active
aṅkha	11	primary	present	active,passive
aṭ	1	desiderative	future	active
aṭ	1	desiderative	imperative	active,passive
aṭ	1	desiderative	imperfect	active,passive
aṭ	1	desiderative	optative	active,passive
aṭ	1	desiderative	periphrastic_future	active
aṭ	1	desiderative	present	active,passive
aṭ	1	intensive	imperative	middle
aṭ	1	intensive	imperfect	middle
aṭ	1	intensive	optative	middle
aṭ	1	intensive	present	middle
aṭ	1	primary	benedictive	active
aṭ	1	primary	future	active,middle
aṭ	1	primary	imperative	active,middle,passive
aṭ	1	primary	imperfect	active,middle,passive
aṭ	1	primary	optative	active,middle,passive
aṭ	1	primary	perfect	active,middle
aṭ	1	primary	periphrastic_future	active
aṭ	1	primary	present	active,middle,passive
badhira	11	primary	future	active,middle
badhira	11	primary	imperative	active,passive
badhira	11	primary	imperfect	active,passive
badhira	11	primary	optative	active,passive
badhira	11	primary	periphrastic_future	active
badhira	11	primary	present	active,passive
bal	1	primary	benedictive	active
bal	1	primary	future	active
bal	1	primary	imperative	active,passive
bal	1	primary	imperfect	active,passive
bal	1	primary	optative	active,passive
bal	1	primary	perfect	active
bal	1	primary	periphrastic_future	active
bal	1	primary	present	active,passive
bandh	4	primary	aorist	active,middle
bandh	9	causative	future	active,middle
bandh	9	causative	imperative	active,middle,passive
bandh	9	causative	imperfect	active,middle,passive
bandh	9	causative	optative	active,middle,passive
bandh	9	causative	periphrastic_future	active
bandh	9	causative	present	active,middle,passive
bandh	9	primary	benedictive	active
bandh	9	primary	conditional	active,middle
bandh	9	primary	future	active,middle
bandh	9	primary	imperative	active,middle,passive
bandh	9	primary	imperfect	active,middle,passive
bandh	9	primary	optative	active,middle,passive
bandh	9	primary	perfect	active,middle
bandh	9	primary	periphrastic_future	active
bandh	9	primary	present	active,middle,passive
baṃh	1	causative	future	active,middle
baṃh	1	causative	imperative	active,middle,passive
baṃh	1	causative	imperfect	active,middle,passive
baṃh	1	causative	optative	active,middle,passive
baṃh	1	causative	periphrastic_future	active
baṃh	1	causative	present	active,middle,passive
baṃh	1	primary	benedictive	middle
baṃh	1	primary	future	middle
baṃh	1	primary	imperative	middle
baṃh	1	primary	imperfect	middle
baṃh	1	primary	optative	middle
baṃh	1	primary	perfect	middle
baṃh	1	primary	periphrastic_future	active
baṃh	1	primary	present	middle
baṃh	5	primary	aorist	middle
bhaj	1	primary	imperative	active,middle
bhaj	1	primary	imperfect	active,middle
bhaj	1	primary	optative	active,middle
bhaj	1	primary	present	active,middle
bhaj	4	causative	future	active,middle
bhaj	4	causative	imperative	active,middle,passive
bhaj	4	causative	imperfect	active,middle,passive
bhaj	4	causative	optative	active,middle,passive
bhaj	4	causative	periphrastic_future	active
bhaj	4	causative	present	active,middle,passive
bhaj	4	desiderative	future	middle
bhaj	4	desiderative	imperative	middle,passive
bhaj	4	desiderative	imperfect	middle,passive
bhaj	4	desiderative	optative	middle,passive
bhaj	4	desiderative	periphrastic_future	active
bhaj	4	desiderative	present	middle,passive
bhaj	4	primary	aorist	active,middle
bhaj	4	primary	benedictive	active,middle
bhaj	4	primary	future	active,middle
bhaj	4	primary	imperative	passive
bhaj	4	primary	imperfect	passive
bhaj	4	primary	optative	passive
bhaj	4	primary	perfect	active,middle
bhaj	4	primary	periphrastic_future	active
bhaj	4	primary	present	passive
bhakṣ	1	causative	future	active,middle
bhakṣ	1	causative	imperative	active,middle
bhakṣ	1	causative	imperfect	active,middle
bhakṣ	1	causative	optative	active,middle
bhakṣ	1	causative	periphrastic_future	active
bhakṣ	1	causative	present	active,middle
bhakṣ	1	primary	benedictive	active
bhakṣ	1	primary	future	active,middle
bhakṣ	1	primary	imperative	active,middle,passive
bhakṣ	1	primary	imperfect	active,middle,passive
bhakṣ	1	primary	optative	active,middle,passive
bhakṣ	1	primary	perfect	active,middle
bhakṣ	1	primary	periphrastic_future	active
bhakṣ	1	primary	present	active,middle,passive
bhand	1	primary	benedictive	active
bhand	1	primary	future	middle
bhand	1	primary	imperative	middle,passive
bhand	1	primary	imperfect	middle,passive
bhand	1	primary	optative	middle,passive
bhand	1	primary	perfect	middle
bhand	1	primary	periphrastic_future	active
bhand	1	primary	present	middle,passive
bharts	1	primary	benedictive	active
bharts	1	primary	future	active,middle
bharts	1	primary	imperative	active,passive
bharts	1	primary	imperfect	active,passive
bharts	1	primary	optative	active,passive
bharts	1	primary	perfect	active,middle
bharts	1	primary	periphrastic_future	active
bharts	1	primary	present	active,passive
bharts	10	primary	imperative	active,middle
bharts	10	primary	imperfect	active,middle
bharts	10	primary	optative	active,middle
bharts	10	primary	present	active,middle
bhas	3	primary	benedictive	active
bhas	3	primary	future	active
bhas	3	primary	imperative	active,passive
bhas	3	primary	imperfect	active,passive
bhas	3	primary	optative	active,passive
bhas	3	primary	perfect	active
bhas	3	primary	periphrastic_future	active
bhas	3	primary	present	active,passive
bhañj	4	primary	aorist	active
bhañj	7	causative	future	active,middle
bhañj	7	causative	imperative	active,middle,passive
bhañj	7	causative	imperfect	active,middle,passive
bhañj	7	causative	optative	active,middle,passive
bhañj	7	causative	periphrastic_future	active
bhañj	7	causative	present	active,middle,passive
bhañj	7	primary	benedictive	active
bhañj	7	primary	future	active
bhañj	7	primary	imperative	active,passive
bhañj	7	primary	imperfect	active,passive
bhañj	7	primary	optative	active,passive
bhañj	7	primary	perfect	active
bhañj	7	primary	periphrastic_future	active
bhañj	7	primary	present	active,passive
bhaṇ	1	primary	benedictive	active
bhaṇ	1	primary	conditional	active
bhaṇ	1	primary	future	active
bhaṇ	1	primary	imperative	active,passive
bhaṇ	1	primary	imperfect	active,passive
bhaṇ	1	primary	optative	active,passive
bhaṇ	1	primary	perfect	active
bhaṇ	1	primary	periphrastic_future	active
bhaṇ	1	primary	present	active,passive
bhaṇḍ	1	primary	benedictive	active
bhaṇḍ	1	primary	future	middle
bhaṇḍ	1	primary	imperative	middle,passive
bhaṇḍ	1	primary	imperfect	middle,passive
bhaṇḍ	1	primary	optative	middle,passive
bhaṇḍ	1	primary	perfect	middle
bhaṇḍ	1	primary	periphrastic_future	active
bhaṇḍ	1	primary	present	middle,passive
bhaṣ	1	primary	benedictive	active
bhaṣ	1	primary	future	active
bhaṣ	1	primary	imperative	active,passive
bhaṣ	1	primary	imperfect	active,passive
bhaṣ	1	primary	optative	active,passive
bhaṣ	1	primary	perfect	active
bhaṣ	1	primary	periphrastic_future	active
bhaṣ	1	primary	present	active,passive
bhid	1	primary	aorist	active,passive
bhid	1	primary	injunctive	active,passive
bhid	2	primary	aorist	active,middle
bhid	4	causative	future	active,middle
bhid	4	causative	imperative	active,middle,passive
bhid	4	causative	imperfect	active,middle,passive
bhid	4	causative	optative	active,middle,passive
bhid	4	causative	periphrastic_future	active
bhid	4	causative	present	active,middle,passive
bhid	4	desiderative	future	active,middle
bhid	4	desiderative	imperative	active,middle,passive
bhid	4	desiderative	imperfect	active,middle,passive
bhid	4	desiderative	optative	active,middle,passive
bhid	4	desiderative	periphrastic_future	active
bhid	4	desiderative	present	active,middle,passive
bhid	4	primary	aorist	active,middle
bhid	4	primary	benedictive	active
bhid	4	primary	conditional	active,middle
bhid	4	primary	future	active,middle
bhid	4	primary	imperative	passive
bhid	4	primary	imperfect	passive
bhid	4	primary	optative	passive
bhid	4	primary	perfect	active,middle
bhid	4	primary	periphrastic_future	active
bhid	4	primary	present	passive
bhid	7	primary	imperative	active,middle
bhid	7	primary	imperfect	active,middle
bhid	7	primary	optative	active,middle
bhid	7	primary	present	active,middle
bhiṣaj	11	primary	future	active,middle
bhiṣaj	11	primary	imperative	active
bhiṣaj	11	primary	imperfect	active
bhiṣaj	11	primary	optative	active
bhiṣaj	11	primary	periphrastic_future	active
bhiṣaj	11	primary	present	active
bhram	1	causative	future	active,middle
bhram	1	causative	imperative	active,middle,passive
bhram	1	causative	imperfect	active,middle,passive
bhram	1	causative	optative	active,middle,passive
bhram	1	causative	periphrastic_future	active
bhram	1	causative	present	active,middle,passive
bhram	1	intensive	imperative	active,middle
bhram	1	intensive	imperfect	active,middle
bhram	1	intensive	optative	active,middle
bhram	1	intensive	present	active,middle
bhram	1	primary	benedictive	active
bhram	1	primary	future	active
bhram	1	primary	imperative	active,passive
bhram	1	primary	imperfect	active,passive
bhram	1	primary	optative	active,passive
bhram	1	primary	perfect	active
bhram	1	primary	periphrastic_future	active
bhram	1	primary	present	active,passive
bhram	4	primary	imperative	active
bhram	4	primary	imperfect	active
bhram	4	primary	optative	active
bhram	4	primary	present	active
bhraṃś	1	causative	future	active,middle
bhraṃś	1	causative	imperative	active,middle,passive
bhraṃś	1	causative	imperfect	active,middle,passive
bhraṃś	1	causative	optative	active,middle,passive
bhraṃś	1	causative	periphrastic_future	active
bhraṃś	1	causative	present	active,middle,passive
bhraṃś	1	primary	benedictive	active
bhraṃś	1	primary	future	active,middle
bhraṃś	1	primary	imperative	middle,passive
bhraṃś	1	primary	imperfect	middle,passive
bhraṃś	1	primary	optative	middle,passive
bhraṃś	1	primary	perfect	active,middle
bhraṃś	1	primary	periphrastic_future	active
bhraṃś	1	primary	present	middle,passive
bhraṃś	4	primary	imperative	active
bhraṃś	4	primary	imperfect	active
bhraṃś	4	primary	optative	active
bhraṃś	4	primary	present	active
bhrāj	1	causative	future	active,middle
bhrāj	1	causative	imperative	active,middle
bhrāj	1	causative	imperfect	active,middle
bhrāj	1	causative	optative	active,middle
bhrāj	1	causative	periphrastic_future	active
bhrāj	1	causative	present	active,middle
bhrāj	1	primary	benedictive	active
bhrāj	1	primary	future	middle
bhrāj	1	primary	imperative	middle,passive
bhrāj	1	primary	imperfect	middle,passive
bhrāj	1	primary	optative	middle,passive
bhrāj	1	primary	perfect	middle
bhrāj	1	primary	periphrastic_future	active
bhrāj	1	primary	present	middle,passive
bhuj	5	primary	aorist	middle
bhuj	6	primary	aorist	active
bhuj	6	primary	imperative	active
bhuj	6	primary	imperfect	active
bhuj	6	primary	optative	active
bhuj	6	primary	present	active
bhuj	7	causative	future	active,middle
bhuj	7	causative	imperative	active,middle,passive
bhuj	7	causative	imperfect	active,middle,passive
bhuj	7	causative	optative	active,middle,passive
bhuj	7	causative	periphrastic_future	active
bhuj	7	causative	present	active,middle,passive
bhuj	7	desiderative	future	active
bhuj	7	desiderative	imperative	active,passive
bhuj	7	desiderative	imperfect	active,passive
bhuj	7	desiderative	optative	active,passive
bhuj	7	desiderative	periphrastic_future	active
bhuj	7	desiderative	present	active,passive
bhuj	7	primary	benedictive	active,middle
bhuj	7	primary	future	active,middle
bhuj	7	primary	imperative	active,middle,passive
bhuj	7	primary	imperfect	active,middle,passive
bhuj	7	primary	optative	active,middle,passive
bhuj	7	primary	perfect	active,middle
bhuj	7	primary	periphrastic_future	active
bhuj	7	primary	present	active,middle,passive
bhā	2	primary	benedictive	active
bhā	2	primary	future	active
bhā	2	primary	imperative	active,passive
bhā	2	primary	imperfect	active,passive
bhā	2	primary	optative	active,passive
bhā	2	primary	perfect	active
bhā	2	primary	periphrastic_future	active
bhā	2	primary	present	active,passive
bhā	6	primary	aorist	active
bhām	1	causative	future	active,middle
bhām	1	causative	imperative	active,middle
bhām	1	causative	imperfect	active,middle
bhām	1	causative	optative	active,middle
bhām	1	causative	periphrastic_future	active
bhām	1	causative	present	active,middle
bhām	1	intensive	imperative	middle
bhām	1	intensive	imperfect	middle
bhām	1	intensive	optative	middle
bhām	1	intensive	present	middle
bhām	1	primary	benedictive	active
bhām	1	primary	future	middle
bhām	1	primary	imperative	middle,passive
bhām	1	primary	imperfect	middle,passive
bhām	1	primary	optative	middle,passive
bhām	1	primary	perfect	middle
bhām	1	primary	periphrastic_future	active
bhām	1	primary	present	middle,passive
bhāryā	11	primary	future	active,middle
bhāryā	11	primary	imperative	active
bhāryā	11	primary	imperfect	active
bhāryā	11	primary	optative	active
bhāryā	11	primary	periphrastic_future	active
bhāryā	11	primary	present	active
bhās	1	causative	future	active,middle
bhās	1	causative	imperative	active,middle
bhās	1	causative	imperfect	active,middle
bhās	1	causative	optative	active,middle
bhās	1	causative	periphrastic_future	active
bhās	1	causative	present	active,middle
bhās	1	primary	benedictive	active
bhās	1	primary	future	active,middle
bhās	1	primary	imperative	active,middle,passive
bhās	1	primary	imperfect	active,middle,passive
bhās	1	primary	optative	active,middle,passive
bhās	1	primary	perfect	active,middle
bhās	1	primary	periphrastic_future	active
bhās	1	primary	present	active,middle,passive
bhāṣ	1	causative	future	active,middle
bhāṣ	1	causative	imperative	active,middle
bhāṣ	1	causative	imperfect	active,middle
bhāṣ	1	causative	optative	active,middle
bhāṣ	1	causative	periphrastic_future	active
bhāṣ	1	causative	present	active,middle
bhāṣ	1	primary	aorist	passive
bhāṣ	1	primary	benedictive	active
bhāṣ	1	primary	future	middle
bhāṣ	1	primary	imperative	middle,passive
bhāṣ	1	primary	imperfect	middle,passive
bhāṣ	1	primary	optative	middle,passive
bhāṣ	1	primary	perfect	middle
bhāṣ	1	primary	periphrastic_future	active
bhāṣ	1	primary	present	middle,passive
bhāṣ	5	primary	aorist	middle
bhī	3	causative	future	active,middle
bhī	3	causative	imperative	active,middle,passive
bhī	3	causative	imperfect	active,middle,passive
bhī	3	causative	optative	active,middle,passive
bhī	3	causative	periphrastic_future	active
bhī	3	causative	present	active,middle,passive
bhī	3	primary	benedictive	active
bhī	3	primary	conditional	active
bhī	3	primary	future	active
bhī	3	primary	imperative	active,passive
bhī	3	primary	imperfect	active,passive
bhī	3	primary	optative	active,passive
bhī	3	primary	perfect	active
bhī	3	primary	periphrastic_future	active
bhī	3	primary	present	active,passive
bhī	4	primary	injunctive	active,middle
bhū	1	causative	future	active,middle
bhū	1	causative	imperative	active,middle,passive
bhū	1	causative	imperfect	active,middle,passive
bhū	1	causative	optative	active,middle,passive
bhū	1	causative	periphrastic_future	active
bhū	1	causative	present	active,middle,passive
bhū	1	desiderative	future	active,middle
bhū	1	desiderative	imperative	active,middle,passive
bhū	1	desiderative	imperfect	active,middle,passive
bhū	1	desiderative	optative	active,middle,passive
bhū	1	desiderative	periphrastic_future	active
bhū	1	desiderative	present	active,middle,passive
bhū	1	intensive	imperative	active,middle
bhū	1	intensive	imperfect	active,middle
bhū	1	intensive	optative	active,middle
bhū	1	intensive	present	active,middle
bhū	1	primary	aorist	active,passive
bhū	1	primary	benedictive	active,middle
bhū	1	primary	future	active,middle
bhū	1	primary	imperative	active,middle,passive
bhū	1	primary	imperfect	active,middle,passive
bhū	1	primary	injunctive	active,passive
bhū	1	primary	optative	active,middle,passive
bhū	1	primary	perfect	active
bhū	1	primary	periphrastic_future	active
bhū	1	primary	present	active,middle,passive
bhū	1	primary	subjunctive	active
bhūsvarga	11	primary	future	active,middle
bhūsvarga	11	primary	imperative	middle
bhūsvarga	11	primary	imperfect	middle
bhūsvarga	11	primary	optative	middle
bhūsvarga	11	primary	periphrastic_future	active
bhūsvarga	11	primary	present	middle
bhūṣ	1	causative	future	active,middle
bhūṣ	1	causative	imperative	active,middle
bhūṣ	1	causative	imperfect	active,middle
bhūṣ	1	causative	optative	active,middle
bhūṣ	1	causative	periphrastic_future	active
bhūṣ	1	causative	present	active,middle
bhūṣ	1	primary	benedictive	active
bhūṣ	1	primary	future	active
bhūṣ	1	primary	imperative	active,passive
bhūṣ	1	primary	imperfect	active,passive
bhūṣ	1	primary	optative	active,passive
bhūṣ	1	primary	perfect	active
bhūṣ	1	primary	periphrastic_future	active
bhūṣ	1	primary	present	active,passive
bhṛ	1	primary	imperative	active,middle
bhṛ	1	primary	imperfect	active,middle
bhṛ	1	primary	optative	active,middle
bhṛ	1	primary	present	active,middle
bhṛ	3	causative	future	active,middle
bhṛ	3	causative	imperative	active,middle,passive
bhṛ	3	causative	imperfect	active,middle,passive
bhṛ	3	causative	optative	active,middle,passive
bhṛ	3	causative	periphrastic_future	active
bhṛ	3	causative	present	active,middle,passive
bhṛ	3	intensive	imperative	active
bhṛ	3	intensive	imperfect	active
bhṛ	3	intensive	optative	active
bhṛ	3	intensive	present	active
bhṛ	3	primary	aorist	active,middle
bhṛ	3	primary	benedictive	active
bhṛ	3	primary	conditional	active,middle
bhṛ	3	primary	future	active,middle
bhṛ	3	primary	imperative	active,middle,passive
bhṛ	3	primary	imperfect	active,middle,passive
bhṛ	3	primary	optative	active,middle,passive
bhṛ	3	primary	perfect	active,middle
bhṛ	3	primary	periphrastic_future	active
bhṛ	3	primary	present	active,middle,passive
bhṛjj	6	primary	benedictive	active
bhṛjj	6	primary	future	active,middle
bhṛjj	6	primary	imperative	active,middle,passive
bhṛjj	6	primary	imperfect	active,middle,passive
bhṛjj	6	primary	optative	active,middle,passive
bhṛjj	6	primary	perfect	active,middle
bhṛjj	6	primary	periphrastic_future	active
bhṛjj	6	primary	present	active,middle,passive
bhṛtya	11	primary	future	active,middle
