root	class	derivation	tense	voices
jalp	1	primary	imperfect	active,passive
jalp	1	primary	optative	active,passive
jalp	1	primary	perfect	active
jalp	1	primary	periphrastic_future	active
jalp	1	primary	present	active,passive
jalp	5	primary	aorist	active,middle
jalp	5	primary	injunctive	active,middle
jam	1	primary	benedictive	active
jam	1	primary	future	active
jam	1	primary	imperative	active,passive
jam	1	primary	imperfect	active,passive
jam	1	primary	optative	active,passive
jam	1	primary	perfect	active
jam	1	primary	periphrastic_future	active
jam	1	primary	present	active,passive
jan	1	causative	future	active,middle
jan	1	causative	imperative	active,middle
jan	1	causative	imperfect	active,middle
jan	1	causative	optative	active,middle
jan	1	causative	periphrastic_future	active
jan	1	causative	present	active,middle
jan	1	causative	subjunctive	active
jan	1	desiderative	future	middle
jan	1	desiderative	imperative	middle,passive
jan	1	desiderative	imperfect	middle,passive
jan	1	desiderative	optative	middle,passive
jan	1	desiderative	periphrastic_future	active
jan	1	desiderative	present	middle,passive
jan	1	primary	aorist	active,middle,passive
jan	1	primary	benedictive	active,middle
jan	1	primary	future	active,middle
jan	1	primary	imperative	active,middle,passive
jan	1	primary	imperfect	active,middle,passive
jan	1	primary	optative	active,middle,passive
jan	1	primary	perfect	active,middle
jan	1	primary	periphrastic_future	active
jan	1	primary	present	active,middle,passive
jan	3	primary	aorist	active,middle
jan	4	primary	imperative	middle
jan	4	primary	imperfect	middle
jan	4	primary	optative	middle
jan	4	primary	present	middle
jan	5	primary	aorist	middle
jan	5	primary	injunctive	middle
jap	1	causative	future	active,middle
jap	1	causative	imperative	active,middle,passive
jap	1	causative	imperfect	active,middle,passive
jap	1	causative	optative	active,middle,passive
jap	1	causative	periphrastic_future	active
jap	1	causative	present	active,middle,passive
jap	1	primary	benedictive	active
jap	1	primary	future	active
jap	1	primary	imperative	active,passive
jap	1	primary	imperfect	active,passive
jap	1	primary	optative	active,passive
jap	1	primary	perfect	active
jap	1	primary	periphrastic_future	active
jap	1	primary	present	active,passive
jap	5	primary	aorist	active,middle
jas	4	causative	future	active,middle
jas	4	causative	imperative	active,middle,passive
jas	4	causative	imperfect	active,middle,passive
jas	4	causative	optative	active,middle,passive
jas	4	causative	periphrastic_future	active
jas	4	causative	present	active,middle,passive
jas	4	primary	benedictive	active
jas	4	primary	future	active
jas	4	primary	imperative	active,passive
jas	4	primary	imperfect	active,passive
jas	4	primary	optative	active,passive
jas	4	primary	perfect	active
jas	4	primary	periphrastic_future	active
jas	4	primary	present	active,passive
ji	1	causative	future	active,middle
ji	1	causative	imperative	active,middle,passive
ji	1	causative	imperfect	active,middle,passive
ji	1	causative	optative	active,middle,passive
ji	1	causative	periphrastic_future	active
ji	1	causative	present	active,middle,passive
ji	1	desiderative	future	active,middle
ji	1	desiderative	imperative	active,middle,passive
ji	1	desiderative	imperfect	active,middle,passive
ji	1	desiderative	optative	active,middle,passive
ji	1	desiderative	periphrastic_future	active
ji	1	desiderative	present	active,middle,passive
ji	1	primary	benedictive	active
ji	1	primary	conditional	active,middle
ji	1	primary	future	active,middle
ji	1	primary	imperative	active,middle,passive
ji	1	primary	imperfect	active,middle,passive
ji	1	primary	optative	active,middle,passive
ji	1	primary	perfect	active,middle
ji	1	primary	periphrastic_future	active
ji	1	primary	present	active,middle,passive
ji	3	primary	aorist	active,middle
ji	4	primary	aorist	active,middle
jihma	11	primary	future	active,middle
jihma	11	primary	imperative	active,middle
jihma	11	primary	imperfect	active,middle
jihma	11	primary	optative	active,middle
jihma	11	primary	periphrastic_future	active
jihma	11	primary	present	active,middle
jinv	1	primary	benedictive	active
jinv	1	primary	future	active
jinv	1	primary	imperative	active,passive
jinv	1	primary	imperfect	active,passive
jinv	1	primary	optative	active,passive
jinv	1	primary	perfect	active
jinv	1	primary	periphrastic_future	active
jinv	1	primary	present	active,passive
juṣ	6	causative	future	active,middle
juṣ	6	causative	imperative	active,middle,passive
juṣ	6	causative	imperfect	active,middle,passive
juṣ	6	causative	optative	active,middle,passive
juṣ	6	causative	periphrastic_future	active
juṣ	6	causative	present	active,middle,passive
juṣ	6	primary	benedictive	active
juṣ	6	primary	future	middle
juṣ	6	primary	imperative	middle,passive
juṣ	6	primary	imperfect	middle,passive
juṣ	6	primary	optative	middle,passive
juṣ	6	primary	perfect	middle
juṣ	6	primary	periphrastic_future	active
juṣ	6	primary	present	middle,passive
jval	1	causative	future	active,middle
jval	1	causative	imperative	active,middle,passive
jval	1	causative	imperfect	active,middle,passive
jval	1	causative	optative	active,middle,passive
jval	1	causative	periphrastic_future	active
jval	1	causative	present	active,middle,passive
jval	1	intensive	imperative	middle
jval	1	intensive	imperfect	middle
jval	1	intensive	optative	middle
jval	1	intensive	present	middle
jval	1	primary	benedictive	active
jval	1	primary	future	active
jval	1	primary	imperative	active,passive
jval	1	primary	imperfect	active,passive
jval	1	primary	optative	active,passive
jval	1	primary	perfect	active
jval	1	primary	periphrastic_future	active
jval	1	primary	present	active,passive
jvar	1	primary	benedictive	active
jvar	1	primary	future	active
jvar	1	primary	imperative	active,passive
jvar	1	primary	imperfect	active,passive
jvar	1	primary	optative	active,passive
jvar	1	primary	perfect	active
jvar	1	primary	periphrastic_future	active
jvar	1	primary	present	active,passive
jyut	1	causative	future	active,middle
jyut	1	causative	imperative	active,middle,passive
jyut	1	causative	imperfect	active,middle,passive
jyut	1	causative	optative	active,middle,passive
jyut	1	causative	periphrastic_future	active
jyut	1	causative	present	active,middle,passive
jyut	1	primary	benedictive	active
jyut	1	primary	future	active,middle
jyut	1	primary	imperative	active,middle,passive
jyut	1	primary	imperfect	active,middle,passive
jyut	1	primary	optative	active,middle,passive
jyut	1	primary	perfect	active,middle
jyut	1	primary	periphrastic_future	active
jyut	1	primary	present	active,middle,passive
jyā	9	causative	future	active,middle
jyā	9	causative	imperative	active,middle,passive
jyā	9	causative	imperfect	active,middle,passive
jyā	9	causative	optative	active,middle,passive
jyā	9	causative	periphrastic_future	active
jyā	9	causative	present	active,middle,passive
jyā	9	primary	benedictive	active
jyā	9	primary	future	active,middle
jyā	9	primary	imperative	active,passive
jyā	9	primary	imperfect	active,passive
jyā	9	primary	optative	active,passive
jyā	9	primary	perfect	active,middle
jyā	9	primary	periphrastic_future	active
jyā	9	primary	present	active,passive
jñā	1	primary	aorist	active,passive
jñā	3	causative	aorist	active,middle
jñā	5	primary	aorist	middle
jñā	6	primary	aorist	active
jñā	9	causative	conditional	active,middle
jñā	9	causative	future	active,middle
jñā	9	causative	imperative	active,middle,passive
jñā	9	causative	imperfect	active,middle,passive
jñā	9	causative	optative	active,middle,passive
jñā	9	causative	periphrastic_future	active
jñā	9	causative	present	active,middle,passive
jñā	9	desiderative	future	active,middle
jñā	9	desiderative	imperative	active,middle,passive
jñā	9	desiderative	imperfect	active,middle,passive
jñā	9	desiderative	optative	active,middle,passive
jñā	9	desiderative	periphrastic_future	active
jñā	9	desiderative	present	active,middle,passive
jñā	9	primary	benedictive	active,middle
jñā	9	primary	conditional	active,middle
jñā	9	primary	future	active,middle
jñā	9	primary	imperative	active,middle,passive
jñā	9	primary	imperfect	active,middle,passive
jñā	9	primary	optative	active,middle,passive
jñā	9	primary	perfect	active,middle
jñā	9	primary	periphrastic_future	active
jñā	9	primary	present	active,middle,passive
jāgṛ	1	primary	aorist	passive
jāgṛ	2	causative	future	active,middle
jāgṛ	2	causative	imperative	active,middle
jāgṛ	2	causative	imperfect	active,middle
jāgṛ	2	causative	optative	active,middle
jāgṛ	2	causative	periphrastic_future	active
jāgṛ	2	causative	present	active,middle
jāgṛ	2	primary	benedictive	active
jāgṛ	2	primary	future	active
jāgṛ	2	primary	imperative	active,passive
jāgṛ	2	primary	imperfect	active,passive
jāgṛ	2	primary	optative	active,passive
jāgṛ	2	primary	perfect	active
jāgṛ	2	primary	periphrastic_future	active
jāgṛ	2	primary	present	active,passive
jāgṛ	5	primary	aorist	active
jāgṛ	5	primary	injunctive	active
jīv	1	causative	future	active,middle
jīv	1	causative	imperative	active,middle
jīv	1	causative	imperfect	active,middle
jīv	1	causative	optative	active,middle
jīv	1	causative	periphrastic_future	active
jīv	1	causative	present	active,middle
jīv	1	desiderative	future	active
jīv	1	desiderative	imperative	active,passive
jīv	1	desiderative	imperfect	active,passive
jīv	1	desiderative	optative	active,passive
jīv	1	desiderative	periphrastic_future	active
jīv	1	desiderative	present	active,passive
jīv	1	primary	benedictive	active
jīv	1	primary	conditional	active
jīv	1	primary	future	active
jīv	1	primary	imperative	active,passive
jīv	1	primary	imperfect	active,passive
jīv	1	primary	optative	active,passive
jīv	1	primary	perfect	active
jīv	1	primary	periphrastic_future	active
jīv	1	primary	present	active,passive
jū	1	causative	future	active,middle
jū	1	causative	imperative	active,middle,passive
jū	1	causative	imperfect	active,middle,passive
jū	1	causative	optative	active,middle,passive
jū	1	causative	periphrastic_future	active
jū	1	causative	present	active,middle,passive
jū	1	primary	benedictive	active
jū	1	primary	future	active,middle
jū	1	primary	imperative	active,middle,passive
jū	1	primary	imperfect	active,middle,passive
jū	1	primary	optative	active,middle,passive
jū	1	primary	perfect	active,middle
jū	1	primary	periphrastic_future	active
jū	1	primary	present	active,middle,passive
jṛmbh	1	primary	benedictive	active
jṛmbh	1	primary	future	middle
jṛmbh	1	primary	imperative	middle,passive
jṛmbh	1	primary	imperfect	middle,passive
jṛmbh	1	primary	optative	middle,passive
jṛmbh	1	primary	perfect	middle
jṛmbh	1	primary	periphrastic_future	active
jṛmbh	1	primary	present	middle,passive
jṝ	1	causative	future	active,middle
jṝ	1	causative	imperative	active,middle,passive
jṝ	1	causative	imperfect	active,middle,passive
jṝ	1	causative	optative	active,middle,passive
jṝ	1	causative	periphrastic_future	active
jṝ	1	causative	present	active,middle,passive
jṝ	1	primary	benedictive	active
jṝ	1	primary	future	active,middle
jṝ	1	primary	imperative	active,middle,passive
jṝ	1	primary	imperfect	active,middle,passive
jṝ	1	primary	optative	active,middle,passive
jṝ	1	primary	perfect	active,middle
jṝ	1	primary	periphrastic_future	active
jṝ	1	primary	present	active,middle,passive
jṝ	4	primary	imperative	active
jṝ	4	primary	imperfect	active
jṝ	4	primary	optative	active
jṝ	4	primary	present	active
kadartha	11	primary	future	active,middle
kadartha	11	primary	imperative	active,passive
kadartha	11	primary	imperfect	active,passive
kadartha	11	primary	optative	active,passive
kadartha	11	primary	periphrastic_future	active
kadartha	11	primary	present	active,passive
kal	10	causative	future	active,middle
kal	10	causative	imperative	active,middle,passive
kal	10	causative	imperfect	active,middle,passive
kal	10	causative	optative	active,middle,passive
kal	10	causative	periphrastic_future	active
kal	10	causative	present	active,middle,passive
kal	10	primary	future	active,middle
kal	10	primary	imperative	active,middle,passive
kal	10	primary	imperfect	active,middle,passive
kal	10	primary	optative	active,middle,passive
kal	10	primary	periphrastic_future	active
kal	10	primary	present	active,middle,passive
kalaha	11	primary	future	active,middle
kalaha	11	primary	imperative	middle
kalaha	11	primary	imperfect	middle
kalaha	11	primary	optative	middle
kalaha	11	primary	periphrastic_future	active
kalaha	11	primary	present	middle
kalaṅka	11	primary	future	active,middle
kalaṅka	11	primary	imperative	active,passive
kalaṅka	11	primary	imperfect	active,passive
kalaṅka	11	primary	optative	active,passive
kalaṅka	11	primary	periphrastic_future	active
kalaṅka	11	primary	present	active,passive
kaluṣa	11	primary	future	active,middle
kaluṣa	11	primary	imperative	active,middle,passive
kaluṣa	11	primary	imperfect	active,middle,passive
kaluṣa	11	primary	optative	active,middle,passive
kaluṣa	11	primary	periphrastic_future	active
kaluṣa	11	primary	present	active,middle,passive
kam	3	causative	future	active,middle
kam	3	causative	imperative	active,middle,passive
kam	3	causative	imperfect	active,middle,passive
kam	3	causative	optative	active,middle,passive
kam	3	causative	periphrastic_future	active
kam	3	causative	present	active,middle,passive
kam	3	primary	aorist	middle
kam	3	primary	benedictive	active
kam	3	primary	future	middle
kam	3	primary	perfect	middle
kam	3	primary	periphrastic_future	active
kamp	1	causative	future	active,middle
kamp	1	causative	imperative	active,middle
kamp	1	causative	imperfect	active,middle
kamp	1	causative	optative	active,middle
kamp	1	causative	periphrastic_future	active
kamp	1	causative	present	active,middle
kamp	1	primary	benedictive	active
kamp	1	primary	future	middle
kamp	1	primary	imperative	middle,passive
kamp	1	primary	imperfect	middle,passive
kamp	1	primary	optative	middle,passive
kamp	1	primary	perfect	middle
kamp	1	primary	periphrastic_future	active
kamp	1	primary	present	middle,passive
kamp	3	primary	aorist	active
kamp	5	primary	aorist	middle
kamp	5	primary	injunctive	middle
kan	5	primary	aorist	active
kan	5	primary	injunctive	active
kan	5	primary	perfect	active,middle
kanduka	11	primary	future	active,middle
kanduka	11	primary	imperative	middle
kanduka	11	primary	imperfect	middle
kanduka	11	primary	optative	middle
kanduka	11	primary	periphrastic_future	active
kanduka	11	primary	present	middle
kartṛ	11	primary	future	active,middle
kartṛ	11	primary	imperative	active
kartṛ	11	primary	imperfect	active
kartṛ	11	primary	optative	active
kartṛ	11	primary	periphrastic_future	active
kartṛ	11	primary	present	active
karuṇa	11	primary	future	active,middle
karuṇa	11	primary	imperative	middle
karuṇa	11	primary	imperfect	middle
karuṇa	11	primary	optative	middle
karuṇa	11	primary	periphrastic_future	active
karuṇa	11	primary	present	middle
karṇa	11	primary	future	active,middle
karṇa	11	primary	imperative	active,passive
karṇa	11	primary	imperfect	active,passive
karṇa	11	primary	optative	active,passive
karṇa	11	primary	periphrastic_future	active
karṇa	11	primary	present	active,passive
kas	1	causative	future	active,middle
kas	1	causative	imperative	active,middle,passive
kas	1	causative	imperfect	active,middle,passive
kas	1	causative	optative	active,middle,passive
kas	1	causative	periphrastic_future	active
kas	1	causative	present	active,middle,passive
kas	1	primary	benedictive	active
kas	1	primary	future	active
kas	1	primary	imperative	active,passive
kas	1	primary	imperfect	active,passive
kas	1	primary	optative	active,passive
kas	1	primary	perfect	active
kas	1	primary	periphrastic_future	active
kas	1	primary	present	active,passive
kath	3	primary	aorist	active,middle
kath	10	primary	future	active,middle
kath	10	primary	imperative	active,middle,passive
kath	10	primary	imperfect	active,middle,passive
kath	10	primary	optative	active,middle,passive
kath	10	primary	periphrastic_future	active
kath	10	primary	present	active,middle,passive
katth	1	primary	benedictive	active
katth	1	primary	future	middle
katth	1	primary	imperative	middle,passive
katth	1	primary	imperfect	middle,passive
katth	1	primary	optative	middle,passive
katth	1	primary	perfect	middle
katth	1	primary	periphrastic_future	active
katth	1	primary	present	middle,passive
kavala	11	primary	future	active,middle
kavala	11	primary	imperative	active,passive
kavala	11	primary	imperfect	active,passive
kavala	11	primary	optative	active,passive
kavala	11	primary	periphrastic_future	active
kavala	11	primary	present	active,passive
kavi	11	primary	future	active,middle
kavi	11	primary	imperative	active
kavi	11	primary	imperfect	active
kavi	11	primary	optative	active
kavi	11	primary	periphrastic_future	active
kavi	11	primary	present	active
kañc	1	primary	benedictive	active
kañc	1	primary	future	middle
kañc	1	primary	imperative	middle,passive
kañc	1	primary	imperfect	middle,passive
kañc	1	primary	optative	middle,passive
kañc	1	primary	perfect	middle
kañc	1	primary	periphrastic_future	active
kañc	1	primary	present	middle,passive
kaṇ	1	causative	future	active,middle
kaṇ	1	causative	imperative	active,middle,passive
kaṇ	1	causative	imperfect	active,middle,passive
kaṇ	1	causative	optative	active,middle,passive
kaṇ	1	causative	periphrastic_future	active
kaṇ	1	causative	present	active,middle,passive
kaṇ	1	primary	benedictive	active
kaṇ	1	primary	future	active,middle
kaṇ	1	primary	imperative	active,middle,passive
kaṇ	1	primary	imperfect	active,middle,passive
kaṇ	1	primary	optative	active,middle,passive
kaṇ	1	primary	perfect	active,middle
kaṇ	1	primary	periphrastic_future	active
kaṇ	1	primary	present	active,middle,passive
kaṇva	11	primary	future	active,middle
kaṇva	11	primary	imperative	middle
kaṇva	11	primary	imperfect	middle
kaṇva	11	primary	optative	middle
kaṇva	11	primary	periphrastic_future	active
kaṇva	11	primary	present	middle
kaṇḍ	10	primary	future	active,middle
kaṇḍ	10	primary	imperative	active,passive
kaṇḍ	10	primary	imperfect	active,passive
kaṇḍ	10	primary	optative	active,passive
kaṇḍ	10	primary	periphrastic_future	active
kaṇḍ	10	primary	present	active,passive
kaṇḍu	11	primary	future	active,middle
kaṇḍu	11	primary	imperative	active,middle
kaṇḍu	11	primary	imperfect	active,middle
kaṇḍu	11	primary	optative	active,middle
kaṇḍu	11	primary	periphrastic_future	active
kaṇḍu	11	primary	present	active,middle
kaṣ	1	causative	future	active,middle
kaṣ	1	causative	imperative	active,middle,passive
kaṣ	1	causative	imperfect	active,middle,passive
kaṣ	1	causative	optative	active,middle,passive
kaṣ	1	causative	periphrastic_future	active
kaṣ	1	causative	present	active,middle,passive
kaṣ	1	primary	benedictive	active
kaṣ	1	primary	future	active,middle
kaṣ	1	primary	imperative	active,middle,passive
kaṣ	1	primary	imperfect	active,middle,passive
kaṣ	1	primary	optative	active,middle,passive
kaṣ	1	primary	perfect	active,middle
kaṣ	1	primary	periphrastic_future	active
kaṣ	1	primary	present	active,middle,passive
kaṣṭa	11	primary	future	active,middle
kaṣṭa	11	primary	imperative	middle
kaṣṭa	11	primary	imperfect	middle
kaṣṭa	11	primary	optative	middle
kaṣṭa	11	primary	periphrastic_future	active
kaṣṭa	11	primary	present	middle
kaṭhora	11	primary	future	active,middle
kaṭhora	11	primary	imperative	active,passive
kaṭhora	11	primary	imperfect	active,passive
kaṭhora	11	primary	optative	active,passive
kaṭhora	11	primary	periphrastic_future	active
kaṭhora	11	primary	present	active,passive
kelā	11	primary	future	active,middle
kelā	11	primary	imperative	active
kelā	11	primary	imperfect	active
kelā	11	primary	optative	active
kelā	11	primary	periphrastic_future	active
kelā	11	primary	present	active
khan	1	primary	imperative	active,middle
khan	1	primary	imperfect	active,middle
khan	1	primary	optative	active,middle
khan	1	primary	present	active,middle
khan	4	causative	future	active,middle
khan	4	causative	imperative	active,middle,passive
khan	4	causative	imperfect	active,middle,passive
khan	4	causative	optative	active,middle,passive
khan	4	causative	periphrastic_future	active
khan	4	causative	present	active,middle,passive
khan	4	primary	aorist	active,middle
khan	4	primary	benedictive	active
khan	4	primary	future	active,middle
khan	4	primary	imperative	passive
khan	4	primary	imperfect	passive
khan	4	primary	optative	passive
khan	4	primary	perfect	active,middle
khan	4	primary	periphrastic_future	active
khan	4	primary	present	passive
khan	5	primary	aorist	active,middle
khan	5	primary	injunctive	active,middle
khañj	1	primary	benedictive	active
khañj	1	primary	future	active
khañj	1	primary	imperative	active,passive
khañj	1	primary	imperfect	active,passive
khañj	1	primary	optative	active,passive
khañj	1	primary	perfect	active
khañj	1	primary	periphrastic_future	active
khañj	1	primary	present	active,passive
khaḍa	11	primary	future	active,middle
khaḍa	11	primary	imperative	active,passive
khaḍa	11	primary	imperfect	active,passive
khaḍa	11	primary	optative	active,passive
khaḍa	11	primary	periphrastic_future	active
khaḍa	11	primary	present	active,passive
khaṇḍ	1	primary	benedictive	active
khaṇḍ	1	primary	future	active,middle
khaṇḍ	1	primary	imperative	active,middle,passive
khaṇḍ	1	primary	imperfect	active,middle,passive
khaṇḍ	1	primary	optative	active,middle,passive
khaṇḍ	1	primary	perfect	active,middle
khaṇḍ	1	primary	periphrastic_future	active
khaṇḍ	1	primary	present	active,middle,passive
khaṇḍ	10	primary	imperative	active,middle
khaṇḍ	10	primary	imperfect	active,middle
khaṇḍ	10	primary	optative	active,middle
khaṇḍ	10	primary	present	active,middle
khel	1	causative	future	active,middle
khel	1	causative	imperative	active,middle
khel	1	causative	imperfect	active,middle
khel	1	causative	optative	active,middle
khel	1	causative	periphrastic_future	active
khel	1	causative	present	active,middle
khel	1	primary	benedictive	active
khel	1	primary	future	active
khel	1	primary	imperative	active,passive
khel	1	primary	imperfect	active,passive
khel	1	primary	optative	active,passive
khel	1	primary	perfect	active
khel	1	primary	periphrastic_future	active
khel	1	primary	present	active,passive
khela	11	primary	future	active,middle
khela	11	primary	imperative	active
khela	11	primary	imperfect	active
khela	11	primary	optative	active
khela	11	primary	periphrastic_future	active
khela	11	primary	present	active
khid	6	causative	future	active,middle
khid	6	causative	imperative	active,middle,passive
khid	6	causative	imperfect	active,middle,passive
khid	6	causative	optative	active,middle,passive
khid	6	causative	periphrastic_future	active
khid	6	causative	present	active,middle,passive
khid	6	primary	benedictive	active
khid	6	primary	future	active
khid	6	primary	imperative	active,passive
khid	6	primary	imperfect	active,passive
khid	6	primary	optative	active,passive
khid	6	primary	perfect	active
khid	6	primary	periphrastic_future	active
khid	6	primary	present	active,passive
khyā	2	causative	future	active,middle
khyā	2	causative	imperative	active,middle,passive
khyā	2	causative	imperfect	active,middle,passive
khyā	2	causative	optative	active,middle,passive
khyā	2	causative	periphrastic_future	active
khyā	2	causative	present	active,middle,passive
khyā	2	desiderative	future	active
khyā	2	desiderative	imperative	active,passive
khyā	2	desiderative	imperfect	active,passive
khyā	2	desiderative	optative	active,passive
khyā	2	desiderative	periphrastic_future	active
khyā	2	desiderative	present	active,passive
khyā	2	primary	aorist	active
khyā	2	primary	benedictive	active
khyā	2	primary	future	active,middle
khyā	2	primary	imperative	active,passive
khyā	2	primary	imperfect	active,passive
khyā	2	primary	optative	active,passive
khyā	2	primary	perfect	active
khyā	2	primary	periphrastic_future	active
khyā	2	primary	present	active,passive
khād	1	primary	benedictive	active
khād	1	primary	future	active,middle
khād	1	primary	imperative	active,middle,passive
khād	1	primary	imperfect	active,middle,passive
khād	1	primary	optative	active,middle,passive
khād	1	primary	perfect	active,middle
khād	1	primary	periphrastic_future	active
khād	1	primary	present	active,middle,passive
klam	4	causative	future	active,middle
klam	4	causative	imperative	active,middle,passive
klam	4	causative	imperfect	active,middle,passive
klam	4	causative	optative	active,middle,passive
klam	4	causative	periphrastic_future	active
klam	4	causative	present	active,middle,passive
klam	4	primary	benedictive	active
klam	4	primary	future	active
klam	4	primary	imperative	active,passive
klam	4	primary	imperfect	active,passive
klam	4	primary	optative	active,passive
klam	4	primary	perfect	active
klam	4	primary	periphrastic_future	active
klam	4	primary	present	active,passive
klav	1	primary	benedictive	active
klav	1	primary	future	middle
klav	1	primary	imperative	middle,passive
klav	1	primary	imperfect	middle,passive
klav	1	primary	optative	middle,passive
klav	1	primary	perfect	middle
klav	1	primary	periphrastic_future	active
klav	1	primary	present	middle,passive
klid	3	primary	aorist	active
klid	4	causative	future	active,middle
klid	4	causative	imperative	active,middle,passive
klid	4	causative	imperfect	active,middle,passive
klid	4	causative	optative	active,middle,passive
klid	4	causative	periphrastic_future	active
klid	4	causative	present	active,middle,passive
klid	4	primary	benedictive	active
klid	4	primary	future	active
klid	4	primary	imperative	active,passive
klid	4	primary	imperfect	active,passive
klid	4	primary	optative	active,passive
klid	4	primary	perfect	active
klid	4	primary	periphrastic_future	active
klid	4	primary	present	active,passive
kliś	4	primary	imperative	active
kliś	4	primary	imperfect	active
kliś	4	primary	optative	active
kliś	4	primary	present	active
kliś	5	primary	aorist	active,middle
kliś	7	causative	future	active,middle
kliś	7	causative	imperative	active,middle,passive
kliś	7	causative	imperfect	active,middle,passive
kliś	7	causative	optative	active,middle,passive
kliś	7	causative	periphrastic_future	active
kliś	7	causative	present	active,middle,passive
kliś	7	primary	aorist	active
kliś	7	primary	benedictive	active
kliś	7	primary	future	active
kliś	7	primary	imperative	passive
kliś	7	primary	imperfect	passive
kliś	7	primary	optative	passive
kliś	7	primary	perfect	active
kliś	7	primary	periphrastic_future	active
kliś	7	primary	present	passive
kliś	9	primary	imperative	active
kliś	9	primary	imperfect	active
kliś	9	primary	optative	active
kliś	9	primary	present	active
klība	1	primary	benedictive	active
klība	1	primary	future	active,middle
klība	1	primary	imperative	middle,passive
klība	1	primary	imperfect	middle,passive
klība	1	primary	optative	middle,passive
klība	1	primary	perfect	active,middle
klība	1	primary	periphrastic_future	active
klība	1	primary	present	middle,passive
klība	11	primary	imperative	middle
klība	11	primary	imperfect	middle
klība	11	primary	optative	middle
klība	11	primary	present	middle
knū	1	causative	future	active,middle
knū	1	causative	imperative	active,middle,passive
knū	1	causative	imperfect	active,middle,passive
knū	1	causative	optative	active,middle,passive
knū	1	causative	periphrastic_future	active
knū	1	causative	present	active,middle,passive
knū	1	primary	benedictive	active
knū	1	primary	future	active,middle
knū	1	primary	imperative	middle
knū	1	primary	imperfect	middle
knū	1	primary	optative	middle
knū	1	primary	perfect	middle
knū	1	primary	periphrastic_future	active
knū	1	primary	present	middle
kram	1	causative	future	active,middle
kram	1	causative	imperative	active,middle,passive
kram	1	causative	imperfect	active,middle,passive
kram	1	causative	optative	active,middle,passive
kram	1	causative	periphrastic_future	active
kram	1	causative	present	active,middle,passive
kram	1	intensive	imperative	active,middle
kram	1	intensive	imperfect	active,middle
kram	1	intensive	optative	active,middle
kram	1	intensive	present	active,middle
kram	1	primary	aorist	active,passive
kram	1	primary	benedictive	active
kram	1	primary	future	active,middle
kram	1	primary	imperative	active,middle,passive
kram	1	primary	imperfect	active,middle,passive
kram	1	primary	optative	active,middle,passive
kram	1	primary	perfect	active,middle
kram	1	primary	periphrastic_future	active
kram	1	primary	present	active,middle,passive
kram	5	primary	aorist	active,middle
kram	5	primary	injunctive	active,middle
krand	1	primary	benedictive	active
krand	1	primary	future	active
krand	1	primary	imperative	active,passive
krand	1	primary	imperfect	active,passive
krand	1	primary	optative	active,passive
krand	1	primary	perfect	active
krand	1	primary	periphrastic_future	active
krand	1	primary	present	active,passive
krand	5	primary	aorist	active,middle
krand	5	primary	injunctive	active,middle
krudh	4	causative	future	active,middle
krudh	4	causative	imperative	active,middle,passive
krudh	4	causative	imperfect	active,middle,passive
krudh	4	causative	optative	active,middle,passive
krudh	4	causative	periphrastic_future	active
krudh	4	causative	present	active,middle,passive
krudh	4	primary	benedictive	active
krudh	4	primary	future	active,middle
krudh	4	primary	imperative	active,passive
krudh	4	primary	imperfect	active,passive
krudh	4	primary	optative	active,passive
krudh	4	primary	perfect	active,middle
krudh	4	primary	periphrastic_future	active
krudh	4	primary	present	active,passive
kruñc	1	primary	benedictive	active
kruñc	1	primary	future	active
kruñc	1	primary	imperative	active,passive
kruñc	1	primary	imperfect	active,passive
kruñc	1	primary	optative	active,passive
kruñc	1	primary	perfect	active
kruñc	1	primary	periphrastic_future	active
kruñc	1	primary	present	active,passive
kruś	1	primary	imperative	active
kruś	1	primary	imperfect	active
kruś	1	primary	optative	active
kruś	1	primary	present	active
kruś	7	primary	aorist	active
kruś	7	primary	benedictive	active
kruś	7	primary	future	active
kruś	7	primary	imperative	passive
kruś	7	primary	imperfect	passive
kruś	7	primary	optative	passive
kruś	7	primary	perfect	active
kruś	7	primary	periphrastic_future	active
kruś	7	primary	present	passive
krī	9	causative	future	active,middle
krī	9	causative	imperative	active,middle,passive
krī	9	causative	imperfect	active,middle,passive
krī	9	causative	optative	active,middle,passive
krī	9	causative	periphrastic_future	active
krī	9	causative	present	active,middle,passive
krī	9	desiderative	future	middle
krī	9	desiderative	imperative	middle,passive
krī	9	desiderative	imperfect	middle,passive
krī	9	desiderative	optative	middle,passive
krī	9	desiderative	periphrastic_future	active
krī	9	desiderative	present	middle,passive
krī	9	primary	benedictive	active
krī	9	primary	future	active,middle
krī	9	primary	imperative	active,middle,passive
krī	9	primary	imperfect	active,middle,passive
krī	9	primary	optative	active,middle,passive
krī	9	primary	perfect	active,middle
krī	9	primary	periphrastic_future	active
krī	9	primary	present	active,middle,passive
krīḍ	1	causative	future	active,middle
krīḍ	1	causative	imperative	active,middle,passive
krīḍ	1	causative	imperfect	active,middle,passive
krīḍ	1	causative	optative	active,middle,passive
krīḍ	1	causative	periphrastic_future	active
krīḍ	1	causative	present	active,middle,passive
krīḍ	1	primary	benedictive	active
krīḍ	1	primary	future	active,middle
krīḍ	1	primary	imperative	active,middle,passive
krīḍ	1	primary	imperfect	active,middle,passive
krīḍ	1	primary	optative	active,middle,passive
