form,root,class,person,number,mode,voice,modification,form_IAST,root_IAST
madayAmahe,mad#1,,1,p,pres,atma,caus,madayāmahe,mad#1
madayAmahE,mad#1,,1,p,impv,atma,caus,madayāmahai,mad#1
madayAmi,mad#1,,1,s,pres,para,caus,madayāmi,mad#1
madayAva,mad#1,,1,d,impv,para,caus,madayāva,mad#1
madayAvas,mad#1,,1,d,pres,para,caus,madayāvas,mad#1
madayAvahe,mad#1,,1,d,pres,atma,caus,madayāvahe,mad#1
madayAvahE,mad#1,,1,d,impv,atma,caus,madayāvahai,mad#1
madayitA,mad#1,,3,s,pfut,para,caus,madayitā,mad#1
madayitAras,mad#1,,3,p,pfut,para,caus,madayitāras,mad#1
madayitArO,mad#1,,3,d,pfut,para,caus,madayitārau,mad#1
madayitAsi,mad#1,,2,s,pfut,para,caus,madayitāsi,mad#1
madayitAsTa,mad#1,,2,p,pfut,para,caus,madayitāstha,mad#1
madayitAsTas,mad#1,,2,d,pfut,para,caus,madayitāsthas,mad#1
madayitAsmas,mad#1,,1,p,pfut,para,caus,madayitāsmas,mad#1
madayitAsmi,mad#1,,1,s,pfut,para,caus,madayitāsmi,mad#1
madayitAsvas,mad#1,,1,d,pfut,para,caus,madayitāsvas,mad#1
madayizyatas,mad#1,,3,d,sfut,para,caus,madayiṣyatas,mad#1
madayizyati,mad#1,,3,s,sfut,para,caus,madayiṣyati,mad#1
madayizyate,mad#1,,3,s,sfut,atma,caus,madayiṣyate,mad#1
madayizyaTa,mad#1,,2,p,sfut,para,caus,madayiṣyatha,mad#1
madayizyaTas,mad#1,,2,d,sfut,para,caus,madayiṣyathas,mad#1
madayizyaDve,mad#1,,2,p,sfut,atma,caus,madayiṣyadhve,mad#1
madayizyanti,mad#1,,3,p,sfut,para,caus,madayiṣyanti,mad#1
madayizyante,mad#1,,3,p,sfut,atma,caus,madayiṣyante,mad#1
madayizyasi,mad#1,,2,s,sfut,para,caus,madayiṣyasi,mad#1
madayizyase,mad#1,,2,s,sfut,atma,caus,madayiṣyase,mad#1
madayizyAmas,mad#1,,1,p,sfut,para,caus,madayiṣyāmas,mad#1
madayizyAmahe,mad#1,,1,p,sfut,atma,caus,madayiṣyāmahe,mad#1
madayizyAmi,mad#1,,1,s,sfut,para,caus,madayiṣyāmi,mad#1
madayizyAvas,mad#1,,1,d,sfut,para,caus,madayiṣyāvas,mad#1
madayizyAvahe,mad#1,,1,d,sfut,atma,caus,madayiṣyāvahe,mad#1
madayizye,mad#1,,1,s,sfut,atma,caus,madayiṣye,mad#1
madayizyete,mad#1,,3,d,sfut,atma,caus,madayiṣyete,mad#1
madayizyeTe,mad#1,,2,d,sfut,atma,caus,madayiṣyethe,mad#1
madaye,mad#1,,1,s,pres,atma,caus,madaye,mad#1
madayet,mad#1,,3,s,opt,para,caus,madayet,mad#1
madayeta,mad#1,,3,s,opt,atma,caus,madayeta,mad#1
madayetam,mad#1,,2,d,opt,para,caus,madayetam,mad#1
madayetAm,mad#1,,3,d,impv,atma,caus,madayetām,mad#1
madayete,mad#1,,3,d,pres,atma,caus,madayete,mad#1
madayeTAm,mad#1,,2,d,impv,atma,caus,madayethām,mad#1
madayeTAs,mad#1,,2,s,opt,atma,caus,madayethās,mad#1
madayeTe,mad#1,,2,d,pres,atma,caus,madayethe,mad#1
madayeDvam,mad#1,,2,p,opt,atma,caus,madayedhvam,mad#1
madayema,mad#1,,1,p,opt,para,caus,madayema,mad#1
madayemahi,mad#1,,1,p,opt,atma,caus,madayemahi,mad#1
madayeya,mad#1,,1,s,opt,atma,caus,madayeya,mad#1
madayeyam,mad#1,,1,s,opt,para,caus,madayeyam,mad#1
madayeyAtAm,mad#1,,3,d,opt,atma,caus,madayeyātām,mad#1
madayeyATAm,mad#1,,2,d,opt,atma,caus,madayeyāthām,mad#1
madayeyur,mad#1,,3,p,opt,para,caus,madayeyur,mad#1
madayeran,mad#1,,3,p,opt,atma,caus,madayeran,mad#1
madayeva,mad#1,,1,d,opt,para,caus,madayeva,mad#1
madayevahi,mad#1,,1,d,opt,atma,caus,madayevahi,mad#1
madayes,mad#1,,2,s,opt,para,caus,madayes,mad#1
madayE,mad#1,,1,s,impv,atma,caus,madayai,mad#1
maditA,mad#1,,3,s,pfut,para,,maditā,mad#1
maditAras,mad#1,,3,p,pfut,para,,maditāras,mad#1
maditArO,mad#1,,3,d,pfut,para,,maditārau,mad#1
maditAsi,mad#1,,2,s,pfut,para,,maditāsi,mad#1
maditAsTa,mad#1,,2,p,pfut,para,,maditāstha,mad#1
maditAsTas,mad#1,,2,d,pfut,para,,maditāsthas,mad#1
maditAsmas,mad#1,,1,p,pfut,para,,maditāsmas,mad#1
maditAsmi,mad#1,,1,s,pfut,para,,maditāsmi,mad#1
maditAsvas,mad#1,,1,d,pfut,para,,maditāsvas,mad#1
madizyatas,mad#1,,3,d,sfut,para,,madiṣyatas,mad#1
madizyati,mad#1,,3,s,sfut,para,,madiṣyati,mad#1
madizyaTa,mad#1,,2,p,sfut,para,,madiṣyatha,mad#1
madizyaTas,mad#1,,2,d,sfut,para,,madiṣyathas,mad#1
madizyanti,mad#1,,3,p,sfut,para,,madiṣyanti,mad#1
madizyasi,mad#1,,2,s,sfut,para,,madiṣyasi,mad#1
madizyAmas,mad#1,,1,p,sfut,para,,madiṣyāmas,mad#1
madizyAmi,mad#1,,1,s,sfut,para,,madiṣyāmi,mad#1
madizyAvas,mad#1,,1,d,sfut,para,,madiṣyāvas,mad#1
madyatAm,mad#1,,3,s,impv,pass,,madyatām,mad#1
madyate,mad#1,,3,s,pres,pass,,madyate,mad#1
madyaDvam,mad#1,,2,p,impv,pass,,madyadhvam,mad#1
madyaDve,mad#1,,2,p,pres,pass,,madyadhve,mad#1
madyantAm,mad#1,,3,p,impv,pass,,madyantām,mad#1
madyante,mad#1,,3,p,pres,pass,,madyante,mad#1
madyase,mad#1,,2,s,pres,pass,,madyase,mad#1
madyasva,mad#1,,2,s,impv,pass,,madyasva,mad#1
madyAmahe,mad#1,,1,p,pres,pass,,madyāmahe,mad#1
madyAmahE,mad#1,,1,p,impv,pass,,madyāmahai,mad#1
madyAvahe,mad#1,,1,d,pres,pass,,madyāvahe,mad#1
madyAvahE,mad#1,,1,d,impv,pass,,madyāvahai,mad#1
madye,mad#1,,1,s,pres,pass,,madye,mad#1
madyeta,mad#1,,3,s,opt,pass,,madyeta,mad#1
madyetAm,mad#1,,3,d,impv,pass,,madyetām,mad#1
madyete,mad#1,,3,d,pres,pass,,madyete,mad#1
madyeTAm,mad#1,,2,d,impv,pass,,madyethām,mad#1
madyeTAs,mad#1,,2,s,opt,pass,,madyethās,mad#1
madyeTe,mad#1,,2,d,pres,pass,,madyethe,mad#1
madyeDvam,mad#1,,2,p,opt,pass,,madyedhvam,mad#1
madyemahi,mad#1,,1,p,opt,pass,,madyemahi,mad#1
madyeya,mad#1,,1,s,opt,pass,,madyeya,mad#1
madyeyAtAm,mad#1,,3,d,opt,pass,,madyeyātām,mad#1
madyeyATAm,mad#1,,2,d,opt,pass,,madyeyāthām,mad#1
madyeran,mad#1,,3,p,opt,pass,,madyeran,mad#1
madyevahi,mad#1,,1,d,opt,pass,,madyevahi,mad#1
madyE,mad#1,,1,s,impv,pass,,madyai,mad#1
maDusya,maDu,denom,2,s,impv,para,,madhusya,madhu
maDusyata,maDu,denom,2,p,impv,para,,madhusyata,madhu
maDusyatam,maDu,denom,2,d,impv,para,,madhusyatam,madhu
maDusyatas,maDu,denom,3,d,pres,para,,madhusyatas,madhu
maDusyatAm,maDu,denom,3,d,impv,para,,madhusyatām,madhu
maDusyati,maDu,denom,3,s,pres,para,,madhusyati,madhu
maDusyatu,maDu,denom,3,s,impv,para,,madhusyatu,madhu
maDusyaTa,maDu,denom,2,p,pres,para,,madhusyatha,madhu
maDusyaTas,maDu,denom,2,d,pres,para,,madhusyathas,madhu
maDusyanti,maDu,denom,3,p,pres,para,,madhusyanti,madhu
maDusyantu,maDu,denom,3,p,impv,para,,madhusyantu,madhu
maDusyasi,maDu,denom,2,s,pres,para,,madhusyasi,madhu
maDusyAni,maDu,denom,1,s,impv,para,,madhusyāni,madhu
maDusyAma,maDu,denom,1,p,impv,para,,madhusyāma,madhu
maDusyAmas,maDu,denom,1,p,pres,para,,madhusyāmas,madhu
maDusyAmi,maDu,denom,1,s,pres,para,,madhusyāmi,madhu
maDusyAva,maDu,denom,1,d,impv,para,,madhusyāva,madhu
maDusyAvas,maDu,denom,1,d,pres,para,,madhusyāvas,madhu
maDusyitA,maDu,,3,s,pfut,para,,madhusyitā,madhu
maDusyitAras,maDu,,3,p,pfut,para,,madhusyitāras,madhu
maDusyitArO,maDu,,3,d,pfut,para,,madhusyitārau,madhu
maDusyitAsi,maDu,,2,s,pfut,para,,madhusyitāsi,madhu
maDusyitAsTa,maDu,,2,p,pfut,para,,madhusyitāstha,madhu
maDusyitAsTas,maDu,,2,d,pfut,para,,madhusyitāsthas,madhu
maDusyitAsmas,maDu,,1,p,pfut,para,,madhusyitāsmas,madhu
maDusyitAsmi,maDu,,1,s,pfut,para,,madhusyitāsmi,madhu
maDusyitAsvas,maDu,,1,d,pfut,para,,madhusyitāsvas,madhu
maDusyizyatas,maDu,,3,d,sfut,para,,madhusyiṣyatas,madhu
maDusyizyati,maDu,,3,s,sfut,para,,madhusyiṣyati,madhu
maDusyizyate,maDu,,3,s,sfut,atma,,madhusyiṣyate,madhu
maDusyizyaTa,maDu,,2,p,sfut,para,,madhusyiṣyatha,madhu
maDusyizyaTas,maDu,,2,d,sfut,para,,madhusyiṣyathas,madhu
maDusyizyaDve,maDu,,2,p,sfut,atma,,madhusyiṣyadhve,madhu
maDusyizyanti,maDu,,3,p,sfut,para,,madhusyiṣyanti,madhu
maDusyizyante,maDu,,3,p,sfut,atma,,madhusyiṣyante,madhu
maDusyizyasi,maDu,,2,s,sfut,para,,madhusyiṣyasi,madhu
maDusyizyase,maDu,,2,s,sfut,atma,,madhusyiṣyase,madhu
maDusyizyAmas,maDu,,1,p,sfut,para,,madhusyiṣyāmas,madhu
maDusyizyAmahe,maDu,,1,p,sfut,atma,,madhusyiṣyāmahe,madhu
maDusyizyAmi,maDu,,1,s,sfut,para,,madhusyiṣyāmi,madhu
maDusyizyAvas,maDu,,1,d,sfut,para,,madhusyiṣyāvas,madhu
maDusyizyAvahe,maDu,,1,d,sfut,atma,,madhusyiṣyāvahe,madhu
maDusyizye,maDu,,1,s,sfut,atma,,madhusyiṣye,madhu
maDusyizyete,maDu,,3,d,sfut,atma,,madhusyiṣyete,madhu
maDusyizyeTe,maDu,,2,d,sfut,atma,,madhusyiṣyethe,madhu
maDusyet,maDu,denom,3,s,opt,para,,madhusyet,madhu
maDusyeta,maDu,denom,2,p,opt,para,,madhusyeta,madhu
maDusyetam,maDu,denom,2,d,opt,para,,madhusyetam,madhu
maDusyetAm,maDu,denom,3,d,opt,para,,madhusyetām,madhu
maDusyema,maDu,denom,1,p,opt,para,,madhusyema,madhu
maDusyeyam,maDu,denom,1,s,opt,para,,madhusyeyam,madhu
maDusyeyur,maDu,denom,3,p,opt,para,,madhusyeyur,madhu
maDusyeva,maDu,denom,1,d,opt,para,,madhusyeva,madhu
maDusyes,maDu,denom,2,s,opt,para,,madhusyes,madhu
maDvasya,maDu,denom,2,s,impv,para,,madhvasya,madhu
maDvasyata,maDu,denom,2,p,impv,para,,madhvasyata,madhu
maDvasyatam,maDu,denom,2,d,impv,para,,madhvasyatam,madhu
maDvasyatas,maDu,denom,3,d,pres,para,,madhvasyatas,madhu
maDvasyatAm,maDu,denom,3,d,impv,para,,madhvasyatām,madhu
maDvasyati,maDu,denom,3,s,pres,para,,madhvasyati,madhu
maDvasyatu,maDu,denom,3,s,impv,para,,madhvasyatu,madhu
maDvasyaTa,maDu,denom,2,p,pres,para,,madhvasyatha,madhu
maDvasyaTas,maDu,denom,2,d,pres,para,,madhvasyathas,madhu
maDvasyanti,maDu,denom,3,p,pres,para,,madhvasyanti,madhu
maDvasyantu,maDu,denom,3,p,impv,para,,madhvasyantu,madhu
maDvasyasi,maDu,denom,2,s,pres,para,,madhvasyasi,madhu
maDvasyAni,maDu,denom,1,s,impv,para,,madhvasyāni,madhu
maDvasyAma,maDu,denom,1,p,impv,para,,madhvasyāma,madhu
maDvasyAmas,maDu,denom,1,p,pres,para,,madhvasyāmas,madhu
maDvasyAmi,maDu,denom,1,s,pres,para,,madhvasyāmi,madhu
maDvasyAva,maDu,denom,1,d,impv,para,,madhvasyāva,madhu
maDvasyAvas,maDu,denom,1,d,pres,para,,madhvasyāvas,madhu
maDvasyitA,maDu,,3,s,pfut,para,,madhvasyitā,madhu
maDvasyitAras,maDu,,3,p,pfut,para,,madhvasyitāras,madhu
maDvasyitArO,maDu,,3,d,pfut,para,,madhvasyitārau,madhu
maDvasyitAsi,maDu,,2,s,pfut,para,,madhvasyitāsi,madhu
maDvasyitAsTa,maDu,,2,p,pfut,para,,madhvasyitāstha,madhu
maDvasyitAsTas,maDu,,2,d,pfut,para,,madhvasyitāsthas,madhu
maDvasyitAsmas,maDu,,1,p,pfut,para,,madhvasyitāsmas,madhu
maDvasyitAsmi,maDu,,1,s,pfut,para,,madhvasyitāsmi,madhu
maDvasyitAsvas,maDu,,1,d,pfut,para,,madhvasyitāsvas,madhu
maDvasyizyatas,maDu,,3,d,sfut,para,,madhvasyiṣyatas,madhu
maDvasyizyati,maDu,,3,s,sfut,para,,madhvasyiṣyati,madhu
maDvasyizyate,maDu,,3,s,sfut,atma,,madhvasyiṣyate,madhu
maDvasyizyaTa,maDu,,2,p,sfut,para,,madhvasyiṣyatha,madhu
maDvasyizyaTas,maDu,,2,d,sfut,para,,madhvasyiṣyathas,madhu
maDvasyizyaDve,maDu,,2,p,sfut,atma,,madhvasyiṣyadhve,madhu
maDvasyizyanti,maDu,,3,p,sfut,para,,madhvasyiṣyanti,madhu
maDvasyizyante,maDu,,3,p,sfut,atma,,madhvasyiṣyante,madhu
maDvasyizyasi,maDu,,2,s,sfut,para,,madhvasyiṣyasi,madhu
maDvasyizyase,maDu,,2,s,sfut,atma,,madhvasyiṣyase,madhu
maDvasyizyAmas,maDu,,1,p,sfut,para,,madhvasyiṣyāmas,madhu
maDvasyizyAmahe,maDu,,1,p,sfut,atma,,madhvasyiṣyāmahe,madhu
maDvasyizyAmi,maDu,,1,s,sfut,para,,madhvasyiṣyāmi,madhu
maDvasyizyAvas,maDu,,1,d,sfut,para,,madhvasyiṣyāvas,madhu
maDvasyizyAvahe,maDu,,1,d,sfut,atma,,madhvasyiṣyāvahe,madhu
maDvasyizye,maDu,,1,s,sfut,atma,,madhvasyiṣye,madhu
maDvasyizyete,maDu,,3,d,sfut,atma,,madhvasyiṣyete,madhu
maDvasyizyeTe,maDu,,2,d,sfut,atma,,madhvasyiṣyethe,madhu
maDvasyet,maDu,denom,3,s,opt,para,,madhvasyet,madhu
maDvasyeta,maDu,denom,2,p,opt,para,,madhvasyeta,madhu
maDvasyetam,maDu,denom,2,d,opt,para,,madhvasyetam,madhu
maDvasyetAm,maDu,denom,3,d,opt,para,,madhvasyetām,madhu
maDvasyema,maDu,denom,1,p,opt,para,,madhvasyema,madhu
maDvasyeyam,maDu,denom,1,s,opt,para,,madhvasyeyam,madhu
maDvasyeyur,maDu,denom,3,p,opt,para,,madhvasyeyur,madhu
maDvasyeva,maDu,denom,1,d,opt,para,,madhvasyeva,madhu
maDvasyes,maDu,denom,2,s,opt,para,,madhvasyes,madhu
mana,mnA,1,2,s,impv,para,,mana,mnā
manata,mnA,1,2,p,impv,para,,manata,mnā
manatam,mnA,1,2,d,impv,para,,manatam,mnā
manatas,mnA,1,3,d,pres,para,,manatas,mnā
manatAm,mnA,1,3,d,impv,para,,manatām,mnā
manati,mnA,1,3,s,pres,para,,manati,mnā
manatu,mnA,1,3,s,impv,para,,manatu,mnā
manaTa,mnA,1,2,p,pres,para,,manatha,mnā
manaTas,mnA,1,2,d,pres,para,,manathas,mnā
mananti,mnA,1,3,p,pres,para,,mananti,mnā
manantu,mnA,1,3,p,impv,para,,manantu,mnā
manavAmahE,man,8,1,p,impv,atma,,manavāmahai,man
manavAvahE,man,8,1,d,impv,atma,,manavāvahai,man
manavE,man,8,1,s,impv,atma,,manavai,man
manasi,mnA,1,2,s,pres,para,,manasi,mnā
manAni,mnA,1,1,s,impv,para,,manāni,mnā
manAma,mnA,1,1,p,impv,para,,manāma,mnā
manAmas,mnA,1,1,p,pres,para,,manāmas,mnā
manAmi,mnA,1,1,s,pres,para,,manāmi,mnā
manAva,mnA,1,1,d,impv,para,,manāva,mnā
manAvas,mnA,1,1,d,pres,para,,manāvas,mnā
manitA,man,,3,s,pfut,para,,manitā,man
manitAras,man,,3,p,pfut,para,,manitāras,man
manitArO,man,,3,d,pfut,para,,manitārau,man
manitAsi,man,,2,s,pfut,para,,manitāsi,man
manitAsTa,man,,2,p,pfut,para,,manitāstha,man
manitAsTas,man,,2,d,pfut,para,,manitāsthas,man
manitAsmas,man,,1,p,pfut,para,,manitāsmas,man
manitAsmi,man,,1,s,pfut,para,,manitāsmi,man
manitAsvas,man,,1,d,pfut,para,,manitāsvas,man
manizyatas,man,,3,d,sfut,para,,maniṣyatas,man
manizyati,man,,3,s,sfut,para,,maniṣyati,man
manizyate,man,,3,s,sfut,atma,,maniṣyate,man
manizyaTa,man,,2,p,sfut,para,,maniṣyatha,man
manizyaTas,man,,2,d,sfut,para,,maniṣyathas,man
manizyaDve,man,,2,p,sfut,atma,,maniṣyadhve,man
manizyanti,man,,3,p,sfut,para,,maniṣyanti,man
manizyante,man,,3,p,sfut,atma,,maniṣyante,man
manizyasi,man,,2,s,sfut,para,,maniṣyasi,man
manizyase,man,,2,s,sfut,atma,,maniṣyase,man
manizyAmas,man,,1,p,sfut,para,,maniṣyāmas,man
manizyAmahe,man,,1,p,sfut,atma,,maniṣyāmahe,man
manizyAmi,man,,1,s,sfut,para,,maniṣyāmi,man
manizyAvas,man,,1,d,sfut,para,,maniṣyāvas,man
manizyAvahe,man,,1,d,sfut,atma,,maniṣyāvahe,man
manizye,man,,1,s,sfut,atma,,maniṣye,man
manizyete,man,,3,d,sfut,atma,,maniṣyete,man
manizyeTe,man,,2,d,sfut,atma,,maniṣyethe,man
manutAm,man,8,3,s,impv,atma,,manutām,man
manute,man,8,3,s,pres,atma,,manute,man
manuDvam,man,8,2,p,impv,atma,,manudhvam,man
manuDve,man,8,2,p,pres,atma,,manudhve,man
manumahe,man,8,1,p,pres,atma,,manumahe,man
manuvahe,man,8,1,d,pres,atma,,manuvahe,man
manuze,man,8,2,s,pres,atma,,manuṣe,man
manuzva,man,8,2,s,impv,atma,,manuṣva,man
manet,mnA,1,3,s,opt,para,,manet,mnā
maneta,mnA,1,2,p,opt,para,,maneta,mnā
manetam,mnA,1,2,d,opt,para,,manetam,mnā
manetAm,mnA,1,3,d,opt,para,,manetām,mnā
manema,mnA,1,1,p,opt,para,,manema,mnā
maneyam,mnA,1,1,s,opt,para,,maneyam,mnā
maneyur,mnA,1,3,p,opt,para,,maneyur,mnā
maneva,mnA,1,1,d,opt,para,,maneva,mnā
manes,mnA,1,2,s,opt,para,,manes,mnā
mantA,man,,3,s,pfut,para,,mantā,man
mantAras,man,,3,p,pfut,para,,mantāras,man
mantArO,man,,3,d,pfut,para,,mantārau,man
mantAsi,man,,2,s,pfut,para,,mantāsi,man
mantAsTa,man,,2,p,pfut,para,,mantāstha,man
mantAsTas,man,,2,d,pfut,para,,mantāsthas,man
mantAsmas,man,,1,p,pfut,para,,mantāsmas,man
mantAsmi,man,,1,s,pfut,para,,mantāsmi,man
mantAsvas,man,,1,d,pfut,para,,mantāsvas,man
mantUya,mantu,denom,2,s,impv,para,,mantūya,mantu
mantUyata,mantu,denom,2,p,impv,para,,mantūyata,mantu
mantUyatam,mantu,denom,2,d,impv,para,,mantūyatam,mantu
mantUyatas,mantu,denom,3,d,pres,para,,mantūyatas,mantu
mantUyatAm,mantu,denom,3,d,impv,para,,mantūyatām,mantu
mantUyati,mantu,denom,3,s,pres,para,,mantūyati,mantu
mantUyatu,mantu,denom,3,s,impv,para,,mantūyatu,mantu
mantUyaTa,mantu,denom,2,p,pres,para,,mantūyatha,mantu
mantUyaTas,mantu,denom,2,d,pres,para,,mantūyathas,mantu
mantUyanti,mantu,denom,3,p,pres,para,,mantūyanti,mantu
mantUyantu,mantu,denom,3,p,impv,para,,mantūyantu,mantu
mantUyasi,mantu,denom,2,s,pres,para,,mantūyasi,mantu
mantUyAni,mantu,denom,1,s,impv,para,,mantūyāni,mantu
mantUyAma,mantu,denom,1,p,impv,para,,mantūyāma,mantu
mantUyAmas,mantu,denom,1,p,pres,para,,mantūyāmas,mantu
mantUyAmi,mantu,denom,1,s,pres,para,,mantūyāmi,mantu
mantUyAva,mantu,denom,1,d,impv,para,,mantūyāva,mantu
mantUyAvas,mantu,denom,1,d,pres,para,,mantūyāvas,mantu
mantUyitA,mantu,,3,s,pfut,para,,mantūyitā,mantu
mantUyitAras,mantu,,3,p,pfut,para,,mantūyitāras,mantu
mantUyitArO,mantu,,3,d,pfut,para,,mantūyitārau,mantu
mantUyitAsi,mantu,,2,s,pfut,para,,mantūyitāsi,mantu
mantUyitAsTa,mantu,,2,p,pfut,para,,mantūyitāstha,mantu
mantUyitAsTas,mantu,,2,d,pfut,para,,mantūyitāsthas,mantu
mantUyitAsmas,mantu,,1,p,pfut,para,,mantūyitāsmas,mantu
mantUyitAsmi,mantu,,1,s,pfut,para,,mantūyitāsmi,mantu
mantUyitAsvas,mantu,,1,d,pfut,para,,mantūyitāsvas,mantu
mantUyizyatas,mantu,,3,d,sfut,para,,mantūyiṣyatas,mantu
mantUyizyati,mantu,,3,s,sfut,para,,mantūyiṣyati,mantu
mantUyizyate,mantu,,3,s,sfut,atma,,mantūyiṣyate,mantu
mantUyizyaTa,mantu,,2,p,sfut,para,,mantūyiṣyatha,mantu
mantUyizyaTas,mantu,,2,d,sfut,para,,mantūyiṣyathas,mantu
mantUyizyaDve,mantu,,2,p,sfut,atma,,mantūyiṣyadhve,mantu
mantUyizyanti,mantu,,3,p,sfut,para,,mantūyiṣyanti,mantu
mantUyizyante,mantu,,3,p,sfut,atma,,mantūyiṣyante,mantu
mantUyizyasi,mantu,,2,s,sfut,para,,mantūyiṣyasi,mantu
mantUyizyase,mantu,,2,s,sfut,atma,,mantūyiṣyase,mantu
mantUyizyAmas,mantu,,1,p,sfut,para,,mantūyiṣyāmas,mantu
mantUyizyAmahe,mantu,,1,p,sfut,atma,,mantūyiṣyāmahe,mantu
mantUyizyAmi,mantu,,1,s,sfut,para,,mantūyiṣyāmi,mantu
mantUyizyAvas,mantu,,1,d,sfut,para,,mantūyiṣyāvas,mantu
mantUyizyAvahe,mantu,,1,d,sfut,atma,,mantūyiṣyāvahe,mantu
mantUyizye,mantu,,1,s,sfut,atma,,mantūyiṣye,mantu
mantUyizyete,mantu,,3,d,sfut,atma,,mantūyiṣyete,mantu
mantUyizyeTe,mantu,,2,d,sfut,atma,,mantūyiṣyethe,mantu
mantUyet,mantu,denom,3,s,opt,para,,mantūyet,mantu
mantUyeta,mantu,denom,2,p,opt,para,,mantūyeta,mantu
mantUyetam,mantu,denom,2,d,opt,para,,mantūyetam,mantu
mantUyetAm,mantu,denom,3,d,opt,para,,mantūyetām,mantu
mantUyema,mantu,denom,1,p,opt,para,,mantūyema,mantu
mantUyeyam,mantu,denom,1,s,opt,para,,mantūyeyam,mantu
mantUyeyur,mantu,denom,3,p,opt,para,,mantūyeyur,mantu
mantUyeva,mantu,denom,1,d,opt,para,,mantūyeva,mantu
mantUyes,mantu,denom,2,s,opt,para,,mantūyes,mantu
mantraya,mantra,denom,2,s,impv,para,,mantraya,mantra
mantrayata,mantra,denom,2,p,impv,para,,mantrayata,mantra
mantrayatam,mantra,denom,2,d,impv,para,,mantrayatam,mantra
mantrayatas,mantra,denom,3,d,pres,para,,mantrayatas,mantra
mantrayatAm,mantra,denom,3,s,impv,atma,,mantrayatām,mantra
mantrayati,mantra,denom,3,s,pres,para,,mantrayati,mantra
mantrayatu,mantra,denom,3,s,impv,para,,mantrayatu,mantra
mantrayate,mantra,denom,3,s,pres,atma,,mantrayate,mantra
mantrayaTa,mantra,denom,2,p,pres,para,,mantrayatha,mantra
mantrayaTas,mantra,denom,2,d,pres,para,,mantrayathas,mantra
mantrayaDvam,mantra,denom,2,p,impv,atma,,mantrayadhvam,mantra
mantrayaDve,mantra,denom,2,p,pres,atma,,mantrayadhve,mantra
mantrayantAm,mantra,denom,3,p,impv,atma,,mantrayantām,mantra
mantrayanti,mantra,denom,3,p,pres,para,,mantrayanti,mantra
mantrayantu,mantra,denom,3,p,impv,para,,mantrayantu,mantra
mantrayante,mantra,denom,3,p,pres,atma,,mantrayante,mantra
mantrayasi,mantra,denom,2,s,pres,para,,mantrayasi,mantra
mantrayase,mantra,denom,2,s,pres,atma,,mantrayase,mantra
mantrayasva,mantra,denom,2,s,impv,atma,,mantrayasva,mantra
mantrayARi,mantra,denom,1,s,impv,para,,mantrayāṇi,mantra
mantrayAma,mantra,denom,1,p,impv,para,,mantrayāma,mantra
mantrayAmas,mantra,denom,1,p,pres,para,,mantrayāmas,mantra
mantrayAmahe,mantra,denom,1,p,pres,atma,,mantrayāmahe,mantra
mantrayAmahE,mantra,denom,1,p,impv,atma,,mantrayāmahai,mantra
mantrayAmi,mantra,denom,1,s,pres,para,,mantrayāmi,mantra
mantrayAva,mantra,denom,1,d,impv,para,,mantrayāva,mantra
mantrayAvas,mantra,denom,1,d,pres,para,,mantrayāvas,mantra
mantrayAvahe,mantra,denom,1,d,pres,atma,,mantrayāvahe,mantra
mantrayAvahE,mantra,denom,1,d,impv,atma,,mantrayāvahai,mantra
mantrayitA,mantra,,3,s,pfut,para,,mantrayitā,mantra
mantrayitAras,mantra,,3,p,pfut,para,,mantrayitāras,mantra
mantrayitArO,mantra,,3,d,pfut,para,,mantrayitārau,mantra
mantrayitAsi,mantra,,2,s,pfut,para,,mantrayitāsi,mantra
mantrayitAsTa,mantra,,2,p,pfut,para,,mantrayitāstha,mantra
mantrayitAsTas,mantra,,2,d,pfut,para,,mantrayitāsthas,mantra
mantrayitAsmas,mantra,,1,p,pfut,para,,mantrayitāsmas,mantra
mantrayitAsmi,mantra,,1,s,pfut,para,,mantrayitāsmi,mantra
mantrayitAsvas,mantra,,1,d,pfut,para,,mantrayitāsvas,mantra
mantrayizyatas,mantra,,3,d,sfut,para,,mantrayiṣyatas,mantra
mantrayizyati,mantra,,3,s,sfut,para,,mantrayiṣyati,mantra
mantrayizyate,mantra,,3,s,sfut,atma,,mantrayiṣyate,mantra
mantrayizyaTa,mantra,,2,p,sfut,para,,mantrayiṣyatha,mantra
mantrayizyaTas,mantra,,2,d,sfut,para,,mantrayiṣyathas,mantra
mantrayizyaDve,mantra,,2,p,sfut,atma,,mantrayiṣyadhve,mantra
mantrayizyanti,mantra,,3,p,sfut,para,,mantrayiṣyanti,mantra
mantrayizyante,mantra,,3,p,sfut,atma,,mantrayiṣyante,mantra
mantrayizyasi,mantra,,2,s,sfut,para,,mantrayiṣyasi,mantra
mantrayizyase,mantra,,2,s,sfut,atma,,mantrayiṣyase,mantra
mantrayizyAmas,mantra,,1,p,sfut,para,,mantrayiṣyāmas,mantra
mantrayizyAmahe,mantra,,1,p,sfut,atma,,mantrayiṣyāmahe,mantra
mantrayizyAmi,mantra,,1,s,sfut,para,,mantrayiṣyāmi,mantra
mantrayizyAvas,mantra,,1,d,sfut,para,,mantrayiṣyāvas,mantra
mantrayizyAvahe,mantra,,1,d,sfut,atma,,mantrayiṣyāvahe,mantra
mantrayizye,mantra,,1,s,sfut,atma,,mantrayiṣye,mantra
