form_slp1,form_iast,stem_slp1,stem_iast,tense,voice,person,number,class,derivation
akarizyat,akariṣyat,kf,kṛ,conditional,active,3,sg,,primary
akarizyata,akariṣyata,kf,kṛ,conditional,middle,3,sg,,primary
akarizyatam,akariṣyatam,kf,kṛ,conditional,active,2,du,,primary
akarizyatAm,akariṣyatām,kf,kṛ,conditional,active,3,du,,primary
akarizyaTAs,akariṣyathās,kf,kṛ,conditional,middle,2,sg,,primary
akarizyaDvam,akariṣyadhvam,kf,kṛ,conditional,middle,2,pl,,primary
akarizyan,akariṣyan,kf,kṛ,conditional,active,3,pl,,primary
akarizyanta,akariṣyanta,kf,kṛ,conditional,middle,3,pl,,primary
akarizyam,akariṣyam,kf,kṛ,conditional,active,1,sg,,primary
akarizyas,akariṣyas,kf,kṛ,conditional,active,2,sg,,primary
akarizyAma,akariṣyāma,kf,kṛ,conditional,active,1,pl,,primary
akarizyAmahi,akariṣyāmahi,kf,kṛ,conditional,middle,1,pl,,primary
akarizyAva,akariṣyāva,kf,kṛ,conditional,active,1,du,,primary
akarizyAvahi,akariṣyāvahi,kf,kṛ,conditional,middle,1,du,,primary
akarizye,akariṣye,kf,kṛ,conditional,middle,1,sg,,primary
akarizyetAm,akariṣyetām,kf,kṛ,conditional,middle,3,du,,primary
akarizyeTAm,akariṣyethām,kf,kṛ,conditional,middle,2,du,,primary
akaruRAyata,akaruṇāyata,karuRa,karuṇa,imperfect,middle,3,sg,11,primary
akaruRAyaTAs,akaruṇāyathās,karuRa,karuṇa,imperfect,middle,2,sg,11,primary
akaruRAyaDvam,akaruṇāyadhvam,karuRa,karuṇa,imperfect,middle,2,pl,11,primary
akaruRAyanta,akaruṇāyanta,karuRa,karuṇa,imperfect,middle,3,pl,11,primary
akaruRAyAmahi,akaruṇāyāmahi,karuRa,karuṇa,imperfect,middle,1,pl,11,primary
akaruRAyAvahi,akaruṇāyāvahi,karuRa,karuṇa,imperfect,middle,1,du,11,primary
akaruRAye,akaruṇāye,karuRa,karuṇa,imperfect,middle,1,sg,11,primary
akaruRAyetAm,akaruṇāyetām,karuRa,karuṇa,imperfect,middle,3,du,11,primary
akaruRAyeTAm,akaruṇāyethām,karuRa,karuṇa,imperfect,middle,2,du,11,primary
akarot,akarot,kf,kṛ,imperfect,active,3,sg,8,primary
akaros,akaros,kf,kṛ,imperfect,active,2,sg,8,primary
akarRayat,akarṇayat,karRa,karṇa,imperfect,active,3,sg,11,primary
akarRayata,akarṇayata,karRa,karṇa,imperfect,active,2,pl,11,primary
akarRayatam,akarṇayatam,karRa,karṇa,imperfect,active,2,du,11,primary
akarRayatAm,akarṇayatām,karRa,karṇa,imperfect,active,3,du,11,primary
akarRayan,akarṇayan,karRa,karṇa,imperfect,active,3,pl,11,primary
akarRayam,akarṇayam,karRa,karṇa,imperfect,active,1,sg,11,primary
akarRayas,akarṇayas,karRa,karṇa,imperfect,active,2,sg,11,primary
akarRayAma,akarṇayāma,karRa,karṇa,imperfect,active,1,pl,11,primary
akarRayAva,akarṇayāva,karRa,karṇa,imperfect,active,1,du,11,primary
akarRyata,akarṇyata,karRa,karṇa,imperfect,passive,3,sg,,primary
akarRyaTAs,akarṇyathās,karRa,karṇa,imperfect,passive,2,sg,,primary
akarRyaDvam,akarṇyadhvam,karRa,karṇa,imperfect,passive,2,pl,,primary
akarRyanta,akarṇyanta,karRa,karṇa,imperfect,passive,3,pl,,primary
akarRyAmahi,akarṇyāmahi,karRa,karṇa,imperfect,passive,1,pl,,primary
akarRyAvahi,akarṇyāvahi,karRa,karṇa,imperfect,passive,1,du,,primary
akarRye,akarṇye,karRa,karṇa,imperfect,passive,1,sg,,primary
akarRyetAm,akarṇyetām,karRa,karṇa,imperfect,passive,3,du,,primary
akarRyeTAm,akarṇyethām,karRa,karṇa,imperfect,passive,2,du,,primary
akarti,akarti,kft,kṛt,aorist,passive,3,sg,1,primary
akartiDvam,akartidhvam,kft,kṛt,aorist,middle,2,pl,5,primary
akartizata,akartiṣata,kft,kṛt,aorist,middle,3,pl,5,primary
akartizam,akartiṣam,kft,kṛt,aorist,active,1,sg,5,primary
akartizAtAm,akartiṣātām,kft,kṛt,aorist,middle,3,du,5,primary
akartizATAm,akartiṣāthām,kft,kṛt,aorist,middle,2,du,5,primary
akartizi,akartiṣi,kft,kṛt,aorist,middle,1,sg,5,primary
akartizus,akartiṣus,kft,kṛt,aorist,active,3,pl,5,primary
akartizwa,akartiṣṭa,kft,kṛt,aorist,middle,3,sg,5,primary
akartizwam,akartiṣṭam,kft,kṛt,aorist,active,2,du,5,primary
akartizwAm,akartiṣṭām,kft,kṛt,aorist,active,3,du,5,primary
akartizWAs,akartiṣṭhās,kft,kṛt,aorist,middle,2,sg,5,primary
akartizma,akartiṣma,kft,kṛt,aorist,active,1,pl,5,primary
akartizmahi,akartiṣmahi,kft,kṛt,aorist,middle,1,pl,5,primary
akartizva,akartiṣva,kft,kṛt,aorist,active,1,du,5,primary
akartizvahi,akartiṣvahi,kft,kṛt,aorist,middle,1,du,5,primary
akartIt,akartīt,kft,kṛt,aorist,active,3,sg,5,primary
akartIs,akartīs,kft,kṛt,aorist,active,2,sg,5,primary
akartrIyat,akartrīyat,kartf,kartṛ,imperfect,active,3,sg,11,primary
akartrIyata,akartrīyata,kartf,kartṛ,imperfect,active,2,pl,11,primary
akartrIyatam,akartrīyatam,kartf,kartṛ,imperfect,active,2,du,11,primary
akartrIyatAm,akartrīyatām,kartf,kartṛ,imperfect,active,3,du,11,primary
akartrIyan,akartrīyan,kartf,kartṛ,imperfect,active,3,pl,11,primary
akartrIyam,akartrīyam,kartf,kartṛ,imperfect,active,1,sg,11,primary
akartrIyas,akartrīyas,kartf,kartṛ,imperfect,active,2,sg,11,primary
akartrIyAma,akartrīyāma,kartf,kartṛ,imperfect,active,1,pl,11,primary
akartrIyAva,akartrīyāva,kartf,kartṛ,imperfect,active,1,du,11,primary
akarSayat,akarśayat,kfS,kṛś,imperfect,active,3,sg,,causative
akarSayata,akarśayata,kfS,kṛś,imperfect,middle,3,sg,,causative
akarSayatam,akarśayatam,kfS,kṛś,imperfect,active,2,du,,causative
akarSayatAm,akarśayatām,kfS,kṛś,imperfect,active,3,du,,causative
akarSayaTAs,akarśayathās,kfS,kṛś,imperfect,middle,2,sg,,causative
akarSayaDvam,akarśayadhvam,kfS,kṛś,imperfect,middle,2,pl,,causative
akarSayan,akarśayan,kfS,kṛś,imperfect,active,3,pl,,causative
akarSayanta,akarśayanta,kfS,kṛś,imperfect,middle,3,pl,,causative
akarSayam,akarśayam,kfS,kṛś,imperfect,active,1,sg,,causative
akarSayas,akarśayas,kfS,kṛś,imperfect,active,2,sg,,causative
akarSayAma,akarśayāma,kfS,kṛś,imperfect,active,1,pl,,causative
akarSayAmahi,akarśayāmahi,kfS,kṛś,imperfect,middle,1,pl,,causative
akarSayAva,akarśayāva,kfS,kṛś,imperfect,active,1,du,,causative
akarSayAvahi,akarśayāvahi,kfS,kṛś,imperfect,middle,1,du,,causative
akarSaye,akarśaye,kfS,kṛś,imperfect,middle,1,sg,,causative
akarSayetAm,akarśayetām,kfS,kṛś,imperfect,middle,3,du,,causative
akarSayeTAm,akarśayethām,kfS,kṛś,imperfect,middle,2,du,,causative
akarSyata,akarśyata,kfS,kṛś,imperfect,passive,3,sg,,causative
akarSyaTAs,akarśyathās,kfS,kṛś,imperfect,passive,2,sg,,causative
akarSyaDvam,akarśyadhvam,kfS,kṛś,imperfect,passive,2,pl,,causative
akarSyanta,akarśyanta,kfS,kṛś,imperfect,passive,3,pl,,causative
akarSyAmahi,akarśyāmahi,kfS,kṛś,imperfect,passive,1,pl,,causative
akarSyAvahi,akarśyāvahi,kfS,kṛś,imperfect,passive,1,du,,causative
akarSye,akarśye,kfS,kṛś,imperfect,passive,1,sg,,causative
akarSyetAm,akarśyetām,kfS,kṛś,imperfect,passive,3,du,,causative
akarSyeTAm,akarśyethām,kfS,kṛś,imperfect,passive,2,du,,causative
akarzat,akarṣat,kfz,kṛṣ,imperfect,active,3,sg,1,primary
akarzata,akarṣata,kfz,kṛṣ,imperfect,middle,3,sg,1,primary
akarzatam,akarṣatam,kfz,kṛṣ,imperfect,active,2,du,1,primary
akarzatAm,akarṣatām,kfz,kṛṣ,imperfect,active,3,du,1,primary
akarzaTAs,akarṣathās,kfz,kṛṣ,imperfect,middle,2,sg,1,primary
akarzaDvam,akarṣadhvam,kfz,kṛṣ,imperfect,middle,2,pl,1,primary
akarzan,akarṣan,kfz,kṛṣ,imperfect,active,3,pl,1,primary
akarzanta,akarṣanta,kfz,kṛṣ,imperfect,middle,3,pl,1,primary
akarzam,akarṣam,kfz,kṛṣ,imperfect,active,1,sg,1,primary
akarzayat,akarṣayat,kfz,kṛṣ,imperfect,active,3,sg,,causative
akarzayata,akarṣayata,kfz,kṛṣ,imperfect,middle,3,sg,,causative
akarzayatam,akarṣayatam,kfz,kṛṣ,imperfect,active,2,du,,causative
akarzayatAm,akarṣayatām,kfz,kṛṣ,imperfect,active,3,du,,causative
akarzayaTAs,akarṣayathās,kfz,kṛṣ,imperfect,middle,2,sg,,causative
akarzayaDvam,akarṣayadhvam,kfz,kṛṣ,imperfect,middle,2,pl,,causative
akarzayan,akarṣayan,kfz,kṛṣ,imperfect,active,3,pl,,causative
akarzayanta,akarṣayanta,kfz,kṛṣ,imperfect,middle,3,pl,,causative
akarzayam,akarṣayam,kfz,kṛṣ,imperfect,active,1,sg,,causative
akarzayas,akarṣayas,kfz,kṛṣ,imperfect,active,2,sg,,causative
akarzayAma,akarṣayāma,kfz,kṛṣ,imperfect,active,1,pl,,causative
akarzayAmahi,akarṣayāmahi,kfz,kṛṣ,imperfect,middle,1,pl,,causative
akarzayAva,akarṣayāva,kfz,kṛṣ,imperfect,active,1,du,,causative
akarzayAvahi,akarṣayāvahi,kfz,kṛṣ,imperfect,middle,1,du,,causative
akarzaye,akarṣaye,kfz,kṛṣ,imperfect,middle,1,sg,,causative
akarzayetAm,akarṣayetām,kfz,kṛṣ,imperfect,middle,3,du,,causative
akarzayeTAm,akarṣayethām,kfz,kṛṣ,imperfect,middle,2,du,,causative
akarzas,akarṣas,kfz,kṛṣ,imperfect,active,2,sg,1,primary
akarzAma,akarṣāma,kfz,kṛṣ,imperfect,active,1,pl,1,primary
akarzAmahi,akarṣāmahi,kfz,kṛṣ,imperfect,middle,1,pl,1,primary
akarzAva,akarṣāva,kfz,kṛṣ,imperfect,active,1,du,1,primary
akarzAvahi,akarṣāvahi,kfz,kṛṣ,imperfect,middle,1,du,1,primary
akarze,akarṣe,kfz,kṛṣ,imperfect,middle,1,sg,1,primary
akarzetAm,akarṣetām,kfz,kṛṣ,imperfect,middle,3,du,1,primary
akarzeTAm,akarṣethām,kfz,kṛṣ,imperfect,middle,2,du,1,primary
akarzyata,akarṣyata,kfz,kṛṣ,imperfect,passive,3,sg,,causative
akarzyaTAs,akarṣyathās,kfz,kṛṣ,imperfect,passive,2,sg,,causative
akarzyaDvam,akarṣyadhvam,kfz,kṛṣ,imperfect,passive,2,pl,,causative
akarzyanta,akarṣyanta,kfz,kṛṣ,imperfect,passive,3,pl,,causative
akarzyAmahi,akarṣyāmahi,kfz,kṛṣ,imperfect,passive,1,pl,,causative
akarzyAvahi,akarṣyāvahi,kfz,kṛṣ,imperfect,passive,1,du,,causative
akarzye,akarṣye,kfz,kṛṣ,imperfect,passive,1,sg,,causative
akarzyetAm,akarṣyetām,kfz,kṛṣ,imperfect,passive,3,du,,causative
akarzyeTAm,akarṣyethām,kfz,kṛṣ,imperfect,passive,2,du,,causative
akalaNkayat,akalaṅkayat,kalaNka,kalaṅka,imperfect,active,3,sg,11,primary
akalaNkayata,akalaṅkayata,kalaNka,kalaṅka,imperfect,active,2,pl,11,primary
akalaNkayatam,akalaṅkayatam,kalaNka,kalaṅka,imperfect,active,2,du,11,primary
akalaNkayatAm,akalaṅkayatām,kalaNka,kalaṅka,imperfect,active,3,du,11,primary
akalaNkayan,akalaṅkayan,kalaNka,kalaṅka,imperfect,active,3,pl,11,primary
akalaNkayam,akalaṅkayam,kalaNka,kalaṅka,imperfect,active,1,sg,11,primary
akalaNkayas,akalaṅkayas,kalaNka,kalaṅka,imperfect,active,2,sg,11,primary
akalaNkayAma,akalaṅkayāma,kalaNka,kalaṅka,imperfect,active,1,pl,11,primary
akalaNkayAva,akalaṅkayāva,kalaNka,kalaṅka,imperfect,active,1,du,11,primary
akalaNkyata,akalaṅkyata,kalaNka,kalaṅka,imperfect,passive,3,sg,,primary
akalaNkyaTAs,akalaṅkyathās,kalaNka,kalaṅka,imperfect,passive,2,sg,,primary
akalaNkyaDvam,akalaṅkyadhvam,kalaNka,kalaṅka,imperfect,passive,2,pl,,primary
akalaNkyanta,akalaṅkyanta,kalaNka,kalaṅka,imperfect,passive,3,pl,,primary
akalaNkyAmahi,akalaṅkyāmahi,kalaNka,kalaṅka,imperfect,passive,1,pl,,primary
akalaNkyAvahi,akalaṅkyāvahi,kalaNka,kalaṅka,imperfect,passive,1,du,,primary
akalaNkye,akalaṅkye,kalaNka,kalaṅka,imperfect,passive,1,sg,,primary
akalaNkyetAm,akalaṅkyetām,kalaNka,kalaṅka,imperfect,passive,3,du,,primary
akalaNkyeTAm,akalaṅkyethām,kalaNka,kalaṅka,imperfect,passive,2,du,,primary
akalayat,akalayat,kal,kal,imperfect,active,3,sg,10,primary
akalayata,akalayata,kal,kal,imperfect,middle,3,sg,10,primary
akalayatam,akalayatam,kal,kal,imperfect,active,2,du,10,primary
akalayatAm,akalayatām,kal,kal,imperfect,active,3,du,10,primary
akalayaTAs,akalayathās,kal,kal,imperfect,middle,2,sg,10,primary
akalayaDvam,akalayadhvam,kal,kal,imperfect,middle,2,pl,10,primary
akalayan,akalayan,kal,kal,imperfect,active,3,pl,10,primary
akalayanta,akalayanta,kal,kal,imperfect,middle,3,pl,10,primary
akalayam,akalayam,kal,kal,imperfect,active,1,sg,10,primary
akalayas,akalayas,kal,kal,imperfect,active,2,sg,10,primary
akalayAma,akalayāma,kal,kal,imperfect,active,1,pl,10,primary
akalayAmahi,akalayāmahi,kal,kal,imperfect,middle,1,pl,10,primary
akalayAva,akalayāva,kal,kal,imperfect,active,1,du,10,primary
akalayAvahi,akalayāvahi,kal,kal,imperfect,middle,1,du,10,primary
akalaye,akalaye,kal,kal,imperfect,middle,1,sg,10,primary
akalayetAm,akalayetām,kal,kal,imperfect,middle,3,du,10,primary
akalayeTAm,akalayethām,kal,kal,imperfect,middle,2,du,10,primary
akalahAyata,akalahāyata,kalaha,kalaha,imperfect,middle,3,sg,11,primary
akalahAyaTAs,akalahāyathās,kalaha,kalaha,imperfect,middle,2,sg,11,primary
akalahAyaDvam,akalahāyadhvam,kalaha,kalaha,imperfect,middle,2,pl,11,primary
akalahAyanta,akalahāyanta,kalaha,kalaha,imperfect,middle,3,pl,11,primary
akalahAyAmahi,akalahāyāmahi,kalaha,kalaha,imperfect,middle,1,pl,11,primary
akalahAyAvahi,akalahāyāvahi,kalaha,kalaha,imperfect,middle,1,du,11,primary
akalahAye,akalahāye,kalaha,kalaha,imperfect,middle,1,sg,11,primary
akalahAyetAm,akalahāyetām,kalaha,kalaha,imperfect,middle,3,du,11,primary
akalahAyeTAm,akalahāyethām,kalaha,kalaha,imperfect,middle,2,du,11,primary
akaluzayat,akaluṣayat,kaluza,kaluṣa,imperfect,active,3,sg,11,primary
akaluzayata,akaluṣayata,kaluza,kaluṣa,imperfect,active,2,pl,11,primary
akaluzayatam,akaluṣayatam,kaluza,kaluṣa,imperfect,active,2,du,11,primary
akaluzayatAm,akaluṣayatām,kaluza,kaluṣa,imperfect,active,3,du,11,primary
akaluzayan,akaluṣayan,kaluza,kaluṣa,imperfect,active,3,pl,11,primary
akaluzayam,akaluṣayam,kaluza,kaluṣa,imperfect,active,1,sg,11,primary
akaluzayas,akaluṣayas,kaluza,kaluṣa,imperfect,active,2,sg,11,primary
akaluzayAma,akaluṣayāma,kaluza,kaluṣa,imperfect,active,1,pl,11,primary
akaluzayAva,akaluṣayāva,kaluza,kaluṣa,imperfect,active,1,du,11,primary
akaluzAyata,akaluṣāyata,kaluza,kaluṣa,imperfect,middle,3,sg,11,primary
akaluzAyaTAs,akaluṣāyathās,kaluza,kaluṣa,imperfect,middle,2,sg,11,primary
akaluzAyaDvam,akaluṣāyadhvam,kaluza,kaluṣa,imperfect,middle,2,pl,11,primary
akaluzAyanta,akaluṣāyanta,kaluza,kaluṣa,imperfect,middle,3,pl,11,primary
akaluzAyAmahi,akaluṣāyāmahi,kaluza,kaluṣa,imperfect,middle,1,pl,11,primary
akaluzAyAvahi,akaluṣāyāvahi,kaluza,kaluṣa,imperfect,middle,1,du,11,primary
akaluzAye,akaluṣāye,kaluza,kaluṣa,imperfect,middle,1,sg,11,primary
akaluzAyetAm,akaluṣāyetām,kaluza,kaluṣa,imperfect,middle,3,du,11,primary
akaluzAyeTAm,akaluṣāyethām,kaluza,kaluṣa,imperfect,middle,2,du,11,primary
akaluzyata,akaluṣyata,kaluza,kaluṣa,imperfect,passive,3,sg,,primary
akaluzyaTAs,akaluṣyathās,kaluza,kaluṣa,imperfect,passive,2,sg,,primary
akaluzyaDvam,akaluṣyadhvam,kaluza,kaluṣa,imperfect,passive,2,pl,,primary
akaluzyanta,akaluṣyanta,kaluza,kaluṣa,imperfect,passive,3,pl,,primary
akaluzyAmahi,akaluṣyāmahi,kaluza,kaluṣa,imperfect,passive,1,pl,,primary
akaluzyAvahi,akaluṣyāvahi,kaluza,kaluṣa,imperfect,passive,1,du,,primary
akaluzye,akaluṣye,kaluza,kaluṣa,imperfect,passive,1,sg,,primary
akaluzyetAm,akaluṣyetām,kaluza,kaluṣa,imperfect,passive,3,du,,primary
akaluzyeTAm,akaluṣyethām,kaluza,kaluṣa,imperfect,passive,2,du,,primary
akalpata,akalpata,kxp,kḷp,imperfect,middle,3,sg,1,primary
akalpaTAs,akalpathās,kxp,kḷp,imperfect,middle,2,sg,1,primary
akalpaDvam,akalpadhvam,kxp,kḷp,imperfect,middle,2,pl,1,primary
akalpanta,akalpanta,kxp,kḷp,imperfect,middle,3,pl,1,primary
akalpayat,akalpayat,kxp,kḷp,imperfect,active,3,sg,,causative
akalpayata,akalpayata,kxp,kḷp,imperfect,middle,3,sg,,causative
akalpayatam,akalpayatam,kxp,kḷp,imperfect,active,2,du,,causative
akalpayatAm,akalpayatām,kxp,kḷp,imperfect,active,3,du,,causative
akalpayaTAs,akalpayathās,kxp,kḷp,imperfect,middle,2,sg,,causative
akalpayaDvam,akalpayadhvam,kxp,kḷp,imperfect,middle,2,pl,,causative
akalpayan,akalpayan,kxp,kḷp,imperfect,active,3,pl,,causative
akalpayanta,akalpayanta,kxp,kḷp,imperfect,middle,3,pl,,causative
akalpayam,akalpayam,kxp,kḷp,imperfect,active,1,sg,,causative
akalpayas,akalpayas,kxp,kḷp,imperfect,active,2,sg,,causative
akalpayAma,akalpayāma,kxp,kḷp,imperfect,active,1,pl,,causative
akalpayAmahi,akalpayāmahi,kxp,kḷp,imperfect,middle,1,pl,,causative
akalpayAva,akalpayāva,kxp,kḷp,imperfect,active,1,du,,causative
akalpayAvahi,akalpayāvahi,kxp,kḷp,imperfect,middle,1,du,,causative
akalpaye,akalpaye,kxp,kḷp,imperfect,middle,1,sg,,causative
akalpayetAm,akalpayetām,kxp,kḷp,imperfect,middle,3,du,,causative
akalpayeTAm,akalpayethām,kxp,kḷp,imperfect,middle,2,du,,causative
akalpAmahi,akalpāmahi,kxp,kḷp,imperfect,middle,1,pl,1,primary
akalpAvahi,akalpāvahi,kxp,kḷp,imperfect,middle,1,du,1,primary
akalpe,akalpe,kxp,kḷp,imperfect,middle,1,sg,1,primary
akalpetAm,akalpetām,kxp,kḷp,imperfect,middle,3,du,1,primary
akalpeTAm,akalpethām,kxp,kḷp,imperfect,middle,2,du,1,primary
akalpyata,akalpyata,kxp,kḷp,imperfect,passive,3,sg,,causative
akalpyaTAs,akalpyathās,kxp,kḷp,imperfect,passive,2,sg,,causative
akalpyaDvam,akalpyadhvam,kxp,kḷp,imperfect,passive,2,pl,,causative
akalpyanta,akalpyanta,kxp,kḷp,imperfect,passive,3,pl,,causative
akalpyAmahi,akalpyāmahi,kxp,kḷp,imperfect,passive,1,pl,,causative
akalpyAvahi,akalpyāvahi,kxp,kḷp,imperfect,passive,1,du,,causative
akalpye,akalpye,kxp,kḷp,imperfect,passive,1,sg,,causative
akalpyetAm,akalpyetām,kxp,kḷp,imperfect,passive,3,du,,causative
akalpyeTAm,akalpyethām,kxp,kḷp,imperfect,passive,2,du,,causative
akalyata,akalyata,kal,kal,imperfect,passive,3,sg,,primary
akalyaTAs,akalyathās,kal,kal,imperfect,passive,2,sg,,primary
akalyaDvam,akalyadhvam,kal,kal,imperfect,passive,2,pl,,primary
akalyanta,akalyanta,kal,kal,imperfect,passive,3,pl,,primary
akalyAmahi,akalyāmahi,kal,kal,imperfect,passive,1,pl,,primary
akalyAvahi,akalyāvahi,kal,kal,imperfect,passive,1,du,,primary
akalye,akalye,kal,kal,imperfect,passive,1,sg,,primary
akalyetAm,akalyetām,kal,kal,imperfect,passive,3,du,,primary
akalyeTAm,akalyethām,kal,kal,imperfect,passive,2,du,,primary
akavalayat,akavalayat,kavala,kavala,imperfect,active,3,sg,11,primary
akavalayata,akavalayata,kavala,kavala,imperfect,active,2,pl,11,primary
akavalayatam,akavalayatam,kavala,kavala,imperfect,active,2,du,11,primary
akavalayatAm,akavalayatām,kavala,kavala,imperfect,active,3,du,11,primary
akavalayan,akavalayan,kavala,kavala,imperfect,active,3,pl,11,primary
akavalayam,akavalayam,kavala,kavala,imperfect,active,1,sg,11,primary
akavalayas,akavalayas,kavala,kavala,imperfect,active,2,sg,11,primary
akavalayAma,akavalayāma,kavala,kavala,imperfect,active,1,pl,11,primary
akavalayAva,akavalayāva,kavala,kavala,imperfect,active,1,du,11,primary
akavalyata,akavalyata,kavala,kavala,imperfect,passive,3,sg,,primary
akavalyaTAs,akavalyathās,kavala,kavala,imperfect,passive,2,sg,,primary
akavalyaDvam,akavalyadhvam,kavala,kavala,imperfect,passive,2,pl,,primary
akavalyanta,akavalyanta,kavala,kavala,imperfect,passive,3,pl,,primary
akavalyAmahi,akavalyāmahi,kavala,kavala,imperfect,passive,1,pl,,primary
akavalyAvahi,akavalyāvahi,kavala,kavala,imperfect,passive,1,du,,primary
akavalye,akavalye,kavala,kavala,imperfect,passive,1,sg,,primary
akavalyetAm,akavalyetām,kavala,kavala,imperfect,passive,3,du,,primary
akavalyeTAm,akavalyethām,kavala,kavala,imperfect,passive,2,du,,primary
akavIyat,akavīyat,kavi,kavi,imperfect,active,3,sg,11,primary
akavIyata,akavīyata,kavi,kavi,imperfect,active,2,pl,11,primary
akavIyatam,akavīyatam,kavi,kavi,imperfect,active,2,du,11,primary
akavIyatAm,akavīyatām,kavi,kavi,imperfect,active,3,du,11,primary
akavIyan,akavīyan,kavi,kavi,imperfect,active,3,pl,11,primary
akavIyam,akavīyam,kavi,kavi,imperfect,active,1,sg,11,primary
akavIyas,akavīyas,kavi,kavi,imperfect,active,2,sg,11,primary
akavIyAma,akavīyāma,kavi,kavi,imperfect,active,1,pl,11,primary
akavIyAva,akavīyāva,kavi,kavi,imperfect,active,1,du,11,primary
akazat,akaṣat,kaz,kaṣ,imperfect,active,3,sg,1,primary
akazata,akaṣata,kaz,kaṣ,imperfect,middle,3,sg,1,primary
akazatam,akaṣatam,kaz,kaṣ,imperfect,active,2,du,1,primary
akazatAm,akaṣatām,kaz,kaṣ,imperfect,active,3,du,1,primary
akazaTAs,akaṣathās,kaz,kaṣ,imperfect,middle,2,sg,1,primary
akazaDvam,akaṣadhvam,kaz,kaṣ,imperfect,middle,2,pl,1,primary
akazan,akaṣan,kaz,kaṣ,imperfect,active,3,pl,1,primary
akazanta,akaṣanta,kaz,kaṣ,imperfect,middle,3,pl,1,primary
akazam,akaṣam,kaz,kaṣ,imperfect,active,1,sg,1,primary
akazas,akaṣas,kaz,kaṣ,imperfect,active,2,sg,1,primary
akazAma,akaṣāma,kaz,kaṣ,imperfect,active,1,pl,1,primary
akazAmahi,akaṣāmahi,kaz,kaṣ,imperfect,middle,1,pl,1,primary
akazAva,akaṣāva,kaz,kaṣ,imperfect,active,1,du,1,primary
akazAvahi,akaṣāvahi,kaz,kaṣ,imperfect,middle,1,du,1,primary
akaze,akaṣe,kaz,kaṣ,imperfect,middle,1,sg,1,primary
akazetAm,akaṣetām,kaz,kaṣ,imperfect,middle,3,du,1,primary
akazeTAm,akaṣethām,kaz,kaṣ,imperfect,middle,2,du,1,primary
akazwAyata,akaṣṭāyata,kazwa,kaṣṭa,imperfect,middle,3,sg,11,primary
akazwAyaTAs,akaṣṭāyathās,kazwa,kaṣṭa,imperfect,middle,2,sg,11,primary
akazwAyaDvam,akaṣṭāyadhvam,kazwa,kaṣṭa,imperfect,middle,2,pl,11,primary
akazwAyanta,akaṣṭāyanta,kazwa,kaṣṭa,imperfect,middle,3,pl,11,primary
akazwAyAmahi,akaṣṭāyāmahi,kazwa,kaṣṭa,imperfect,middle,1,pl,11,primary
akazwAyAvahi,akaṣṭāyāvahi,kazwa,kaṣṭa,imperfect,middle,1,du,11,primary
akazwAye,akaṣṭāye,kazwa,kaṣṭa,imperfect,middle,1,sg,11,primary
akazwAyetAm,akaṣṭāyetām,kazwa,kaṣṭa,imperfect,middle,3,du,11,primary
akazwAyeTAm,akaṣṭāyethām,kazwa,kaṣṭa,imperfect,middle,2,du,11,primary
akazyata,akaṣyata,kaz,kaṣ,imperfect,passive,3,sg,,primary
akazyaTAs,akaṣyathās,kaz,kaṣ,imperfect,passive,2,sg,,primary
akazyaDvam,akaṣyadhvam,kaz,kaṣ,imperfect,passive,2,pl,,primary
akazyanta,akaṣyanta,kaz,kaṣ,imperfect,passive,3,pl,,primary
akazyAmahi,akaṣyāmahi,kaz,kaṣ,imperfect,passive,1,pl,,primary
akazyAvahi,akaṣyāvahi,kaz,kaṣ,imperfect,passive,1,du,,primary
akazye,akaṣye,kaz,kaṣ,imperfect,passive,1,sg,,primary
akazyetAm,akaṣyetām,kaz,kaṣ,imperfect,passive,3,du,,primary
akazyeTAm,akaṣyethām,kaz,kaṣ,imperfect,passive,2,du,,primary
akasat,akasat,kas,kas,imperfect,active,3,sg,1,primary
akasata,akasata,kas,kas,imperfect,active,2,pl,1,primary
akasatam,akasatam,kas,kas,imperfect,active,2,du,1,primary
akasatAm,akasatām,kas,kas,imperfect,active,3,du,1,primary
akasan,akasan,kas,kas,imperfect,active,3,pl,1,primary
akasam,akasam,kas,kas,imperfect,active,1,sg,1,primary
