form,root,pos,modification,form_IAST,root_IAST
darSayitvA,dfS#1,gerund,caus,darśayitvā,dṛś#1
dalitvA,dal,gerund,,dalitvā,dal
dasitvA,das,gerund,,dasitvā,das
dastvA,das,gerund,,dastvā,das
dAntvA,dam#1,gerund,,dāntvā,dam#1
dApayitvA,dA#1,gerund,caus,dāpayitvā,dā#1
dArayitvA,dF,gerund,caus,dārayitvā,dṝ
dAvayitvA,du,gerund,caus,dāvayitvā,du
dASayitvA,dAS#1,gerund,caus,dāśayitvā,dāś#1
dAzwvA,dAS#1,gerund,,dāṣṭvā,dāś#1
dAsayitvA,das,gerund,caus,dāsayitvā,das
dAhayitvA,dah#1,gerund,caus,dāhayitvā,dah#1
digDvA,dih,gerund,,digdhvā,dih
ditvA,dA#2,gerund,,ditvā,dā#2
ditsitvA,dA#1,gerund,desid,ditsitvā,dā#1
didikzitvA,diS#1,gerund,desid,didikṣitvā,diś#1
didfkzitvA,dfS#1,gerund,desid,didṛkṣitvā,dṛś#1
diDizitvA,DA#1,gerund,desid,didhiṣitvā,dhā#1
diDyAsitvA,DyA,gerund,desid,didhyāsitvā,dhyā
dizwvA,diS#1,gerund,,diṣṭvā,diś#1
dIkzayitvA,dIkz,gerund,caus,dīkṣayitvā,dīkṣ
dIkzitvA,dIkz,gerund,,dīkṣitvā,dīkṣ
dItvA,dA#3,gerund,,dītvā,dā#3
dIpayitvA,dIp,gerund,caus,dīpayitvā,dīp
dIptvA,dIp,gerund,,dīptvā,dīp
dIrtvA,dF,gerund,,dīrtvā,dṝ
dIvitvA,dIv#1,gerund,,dīvitvā,dīv#1
duHKyitvA,duHKa,gerund,,duḥkhyitvā,duḥkha
dugDvA,duh#1,gerund,,dugdhvā,duh#1
dutvA,du,gerund,,dutvā,du
dudUzitvA,du,gerund,desid,dudūṣitvā,du
dudrUzitvA,dru#1,gerund,desid,dudrūṣitvā,dru#1
duDukzitvA,duh#1,gerund,desid,dudhukṣitvā,duh#1
durdinAyitvA,durdina,gerund,,durdināyitvā,durdina
duzwvA,duz,gerund,,duṣṭvā,duṣ
dUzayitvA,duz,gerund,caus,dūṣayitvā,duṣ
dfQvA,dfh,gerund,,dṛḍhvā,dṛh
dfptvA,dfp,gerund,,dṛptvā,dṛp
dfbDvA,dfB,gerund,,dṛbdhvā,dṛbh
dfzwvA,dfS#1,gerund,,dṛṣṭvā,dṛś#1
devayitvA,deva,gerund,,devayitvā,deva
devayitvA,dev,gerund,caus,devayitvā,dev
devayitvA,dIv#1,gerund,caus,devayitvā,dīv#1
devtvA,dev,gerund,,devtvā,dev
deSayitvA,diS#1,gerund,caus,deśayitvā,diś#1
dehayitvA,dih,gerund,caus,dehayitvā,dih
dolayitvA,dola,gerund,,dolayitvā,dola
dohayitvA,duh#1,gerund,caus,dohayitvā,duh#1
dyutitvA,dyut#1,gerund,,dyutitvā,dyut#1
dyuttvA,dyut#1,gerund,,dyuttvā,dyut#1
dyUtvA,dIv#1,gerund,,dyūtvā,dīv#1
dyotayitvA,dyut#1,gerund,caus,dyotayitvā,dyut#1
dyotitvA,dyut#1,gerund,,dyotitvā,dyut#1
drAtvA,drA#1,gerund,,drātvā,drā#1
drAtvA,drA#2,gerund,,drātvā,drā#2
drApayitvA,drA#1,gerund,caus,drāpayitvā,drā#1
drArayitvA,druh#1,gerund,caus,drārayitvā,druh#1
drAvayitvA,dru#1,gerund,caus,drāvayitvā,dru#1
drugDvA,druh#1,gerund,,drugdhvā,druh#1
drutvA,dru#1,gerund,,drutvā,dru#1
druhitvA,druh#1,gerund,,druhitvā,druh#1
drUQvA,druh#1,gerund,,drūḍhvā,druh#1
drohitvA,druh#1,gerund,,drohitvā,druh#1
dvizwvA,dviz#1,gerund,,dviṣṭvā,dviṣ#1
DanAyitvA,Dana,gerund,,dhanāyitvā,dhana
DanIyitvA,Dana,gerund,,dhanīyitvā,dhana
DarzayitvA,Dfz,gerund,caus,dharṣayitvā,dhṛṣ
DarzitvA,Dfz,gerund,,dharṣitvā,dhṛṣ
DApayitvA,DA#1,gerund,caus,dhāpayitvā,dhā#1
DArayitvA,Df,gerund,caus,dhārayitvā,dhṛ
DAvitvA,DAv#1,gerund,,dhāvitvā,dhāv#1
DAvtvA,DAv#1,gerund,,dhāvtvā,dhāv#1
DitvA,DA#1,gerund,,dhitvā,dhā#1
DitsitvA,DA#1,gerund,desid,dhitsitvā,dhā#1
DItvA,DI#1,gerund,,dhītvā,dhī#1
DItvA,DA#2,gerund,,dhītvā,dhā#2
DIrayitvA,DIra#1,gerund,,dhīrayitvā,dhīra#1
DukzayitvA,Dukz,gerund,caus,dhukṣayitvā,dhukṣ
DukzitvA,Dukz,gerund,,dhukṣitvā,dhukṣ
DutvA,DU#1,gerund,,dhutvā,dhū#1
DUtvA,DU#1,gerund,,dhūtvā,dhū#1
DUmAyitvA,DUma,gerund,,dhūmāyitvā,dhūma
DUrtvA,Dvf,gerund,,dhūrtvā,dhvṛ
DftvA,Df,gerund,,dhṛtvā,dhṛ
DOtvA,DAv#2,gerund,,dhautvā,dhāv#2
DmAtvA,Dam,gerund,,dhmātvā,dham
DyAtvA,DyA,gerund,,dhyātvā,dhyā
DrutvA,Dru,gerund,,dhrutvā,dhru
DvaMsayitvA,DvaMs,gerund,caus,dhvaṃsayitvā,dhvaṃs
DvaMsitvA,DvaMs,gerund,,dhvaṃsitvā,dhvaṃs
DvanayitvA,Dvan,gerund,caus,dhvanayitvā,dhvan
DvanitvA,Dvan,gerund,,dhvanitvā,dhvan
DvastvA,DvaMs,gerund,,dhvastvā,dhvaṃs
DvANkzitvA,DvANkz,gerund,,dhvāṅkṣitvā,dhvāṅkṣ
DvArayitvA,Dvf,gerund,caus,dhvārayitvā,dhvṛ
natvA,nam,gerund,,natvā,nam
nadayitvA,nad,gerund,caus,nadayitvā,nad
naditvA,nad,gerund,,naditvā,nad
nadDvA,nah,gerund,,naddhvā,nah
nandayitvA,nand,gerund,caus,nandayitvā,nand
nanditvA,nand,gerund,,nanditvā,nand
namasyitvA,namas,gerund,,namasyitvā,namas
nartayitvA,nft,gerund,caus,nartayitvā,nṛt
narditvA,nard,gerund,,narditvā,nard
naSitvA,naS#1,gerund,,naśitvā,naś#1
nazwvA,naS#1,gerund,,naṣṭvā,naś#1
nAtTvA,nAT,gerund,,nātthvā,nāth
nAdayitvA,nad,gerund,caus,nādayitvā,nad
nAmayitvA,nam,gerund,caus,nāmayitvā,nam
nAyayitvA,nI#1,gerund,caus,nāyayitvā,nī#1
nAvyitvA,nO#1,gerund,,nāvyitvā,nau#1
nASayitvA,naS#1,gerund,caus,nāśayitvā,naś#1
nikazAyitvA,nikaza,gerund,,nikaṣāyitvā,nikaṣa
niktvA,nij,gerund,,niktvā,nij
ninadizitvA,nad,gerund,desid,ninadiṣitvā,nad
ninartizitvA,nft,gerund,desid,ninartiṣitvā,nṛt
ninIzitvA,nI#1,gerund,desid,ninīṣitvā,nī#1
ninftsitvA,nft,gerund,desid,ninṛtsitvā,nṛt
ninditvA,nind,gerund,,ninditvā,nind
nItvA,nI#1,gerund,,nītvā,nī#1
nIhArAyitvA,nIhAra,gerund,,nīhārāyitvā,nīhāra
nuttvA,nud,gerund,,nuttvā,nud
nutvA,nu#1,gerund,,nutvā,nu#1
nfttvA,nft,gerund,,nṛttvā,nṛt
nejayitvA,nij,gerund,caus,nejayitvā,nij
nenikzitvA,nij,gerund,desid,nenikṣitvā,nij
nodayitvA,nud,gerund,caus,nodayitvā,nud
paktvA,pac,gerund,,paktvā,pac
pawapawAyitvA,pawapawA,gerund,,paṭapaṭāyitvā,paṭapaṭā
pawwvA,paw,gerund,,paṭṭvā,paṭ
paWitvA,paW,gerund,,paṭhitvā,paṭh
paRayitvA,paR,gerund,caus,paṇayitvā,paṇ
paRitvA,paR,gerund,,paṇitvā,paṇ
patitvA,pat#1,gerund,,patitvā,pat#1
pattvA,pat#2,gerund,,pattvā,pat#2
pattvA,pad#1,gerund,,pattvā,pad#1
patTvA,paT,gerund,,patthvā,path
payasyitvA,payas,gerund,,payasyitvā,payas
payAyitvA,payas,gerund,,payāyitvā,payas
parzitvA,pfz,gerund,,parṣitvā,pṛṣ
palAyitvA,palAy,gerund,,palāyitvā,palāy
pavitrayitvA,pavitra,gerund,,pavitrayitvā,pavitra
pAcayitvA,pac,gerund,caus,pācayitvā,pac
pAwayitvA,paw,gerund,caus,pāṭayitvā,paṭ
pAWayitvA,paW,gerund,caus,pāṭhayitvā,paṭh
pAtayitvA,pat#1,gerund,caus,pātayitvā,pat#1
pATayitvA,paT,gerund,caus,pāthayitvā,path
pAdayitvA,pad#1,gerund,caus,pādayitvā,pad#1
pAyayitvA,pA#1,gerund,caus,pāyayitvā,pā#1
pArayitvA,pf#1,gerund,caus,pārayitvā,pṛ#1
pArayitvA,pF,gerund,caus,pārayitvā,pṝ
pAlayitvA,pA#2,gerund,caus,pālayitvā,pā#2
pASayitvA,pASa,gerund,,pāśayitvā,pāśa
piYjitvA,piYj,gerund,,piñjitvā,piñj
piRqayitvA,piRqa,gerund,,piṇḍayitvā,piṇḍa
pipakzitvA,pac,gerund,desid,pipakṣitvā,pac
pipaWizitvA,paW,gerund,desid,pipaṭhiṣitvā,paṭh
pipatizitvA,pat#1,gerund,desid,pipatiṣitvā,pat#1
pipAsitvA,pA#1,gerund,desid,pipāsitvā,pā#1
pipAsitvA,pA#2,gerund,desid,pipāsitvā,pā#2
piprIzitvA,prI,gerund,desid,piprīṣitvā,prī
pizwvA,piz,gerund,,piṣṭvā,piṣ
pizwvA,piS#1,gerund,,piṣṭvā,piś#1
pIqayitvA,pIq,gerund,,pīḍayitvā,pīḍ
pItvA,pA#1,gerund,,pītvā,pā#1
pItvA,pA#2,gerund,,pītvā,pā#2
pItvA,pi#2,gerund,,pītvā,pi#2
pIyUzavarzAyitvA,pIyUzavarza,gerund,,pīyūṣavarṣāyitvā,pīyūṣavarṣa
putTvA,puT,gerund,,putthvā,puth
putrakAmyitvA,putrakAma,gerund,,putrakāmyitvā,putrakāma
putriyitvA,putra,gerund,,putriyitvā,putra
putrIyitvA,putra,gerund,,putrīyitvā,putra
pupUrzitvA,pF,gerund,desid,pupūrṣitvā,pṝ
pulakayitvA,pulaka,gerund,,pulakayitvā,pulaka
puzkarAyitvA,puzkara,gerund,,puṣkarāyitvā,puṣkara
puzwvA,puz#1,gerund,,puṣṭvā,puṣ#1
puzpAyitvA,puzpa,gerund,,puṣpāyitvā,puṣpa
puzpyitvA,puzpa,gerund,,puṣpyitvā,puṣpa
pUjayitvA,pUj,gerund,,pūjayitvā,pūj
pUtvA,pUy,gerund,,pūtvā,pūy
pUtvA,pU#1,gerund,,pūtvā,pū#1
pUrayitvA,pF,gerund,caus,pūrayitvā,pṝ
pUrtvA,pF,gerund,,pūrtvā,pṝ
pUlatvA,pUla,gerund,,pūlatvā,pūla
pUlayitvA,pUla,gerund,,pūlayitvā,pūla
pfktvA,pfc,gerund,,pṛktvā,pṛc
pfTayitvA,pfT,gerund,,pṛthayitvā,pṛth
pfzwvA,pfz,gerund,,pṛṣṭvā,pṛṣ
pfzwvA,praS,gerund,,pṛṣṭvā,praś
poTayitvA,puT,gerund,caus,pothayitvā,puth
pozayitvA,puz#1,gerund,caus,poṣayitvā,puṣ#1
pyAtvA,pyA,gerund,,pyātvā,pyā
pracCayitvA,praS,gerund,caus,pracchayitvā,praś
pratikUlayitvA,pratikUla,gerund,,pratikūlayitvā,pratikūla
praTayitvA,praT,gerund,caus,prathayitvā,prath
praTitvA,praT,gerund,,prathitvā,prath
prasAdayitvA,prasAda,gerund,,prasādayitvā,prasāda
prAvayitvA,pru,gerund,caus,prāvayitvā,pru
prAsAdIyitvA,prAsAda,gerund,,prāsādīyitvā,prāsāda
pritvA,pf#1,gerund,,pritvā,pṛ#1
priyAyitvA,priya,gerund,,priyāyitvā,priya
prIRayitvA,prI,gerund,caus,prīṇayitvā,prī
prItvA,prI,gerund,,prītvā,prī
prUtvA,pru,gerund,,prūtvā,pru
plAvayitvA,plu,gerund,caus,plāvayitvā,plu
plutvA,plu,gerund,,plutvā,plu
pluzwvA,pluz,gerund,,pluṣṭvā,pluṣ
PalitvA,Pal,gerund,,phalitvā,phal
PullitvA,Pull,gerund,,phullitvā,phull
PenAyitvA,Pena,gerund,,phenāyitvā,phena
baMhayitvA,baMh,gerund,caus,baṃhayitvā,baṃh
banDayitvA,banD,gerund,caus,bandhayitvā,bandh
banDitvA,banD,gerund,,bandhitvā,bandh
barhitvA,bfh#2,gerund,,barhitvā,bṛh#2
bahitvA,baMh,gerund,,bahitvā,baṃh
bADayitvA,bAD,gerund,caus,bādhayitvā,bādh
bADitvA,bAD,gerund,,bādhitvā,bādh
bAzpAyitvA,bAzpa,gerund,,bāṣpāyitvā,bāṣpa
bIBatsitvA,bAD,gerund,desid,bībhatsitvā,bādh
budDvA,buD#1,gerund,,buddhvā,budh#1
buBukzitvA,Buj#2,gerund,desid,bubhukṣitvā,bhuj#2
buButsitvA,buD#1,gerund,desid,bubhutsitvā,budh#1
buBUzitvA,BU#1,gerund,desid,bubhūṣitvā,bhū#1
buBodizitvA,buD#1,gerund,desid,bubhodiṣitvā,budh#1
buBoDizitvA,buD#1,gerund,desid,bubhodhiṣitvā,budh#1
bfMhayitvA,bfh#1,gerund,caus,bṛṃhayitvā,bṛh#1
bfQvA,bfh#1,gerund,,bṛḍhvā,bṛh#1
bfQvA,bfh#2,gerund,,bṛḍhvā,bṛh#2
boDayitvA,buD#1,gerund,caus,bodhayitvā,budh#1
BaktvA,Baj,gerund,,bhaktvā,bhaj
BaktvA,BaYj,gerund,,bhaktvā,bhañj
BakzayitvA,Bakz,gerund,caus,bhakṣayitvā,bhakṣ
BakzitvA,Bakz,gerund,,bhakṣitvā,bhakṣ
BaYjayitvA,BaYj,gerund,caus,bhañjayitvā,bhañj
BaRitvA,BaR,gerund,,bhaṇitvā,bhaṇ
BaRqitvA,BaRq,gerund,,bhaṇḍitvā,bhaṇḍ
BanditvA,Band,gerund,,bhanditvā,bhand
BartsayitvA,Barts,gerund,,bhartsayitvā,bharts
BazwvA,Baz,gerund,,bhaṣṭvā,bhaṣ
BasitvA,Bas,gerund,,bhasitvā,bhas
BAtvA,BA#1,gerund,,bhātvā,bhā#1
BAyayitvA,BI#1,gerund,caus,bhāyayitvā,bhī#1
BArayitvA,Bf,gerund,caus,bhārayitvā,bhṛ
BAvayitvA,BU#1,gerund,caus,bhāvayitvā,bhū#1
BAzitvA,BAz,gerund,,bhāṣitvā,bhāṣ
BAsayitvA,BAs#1,gerund,caus,bhāsayitvā,bhās#1
BAsitvA,BAs#1,gerund,,bhāsitvā,bhās#1
BikzitvA,Baj,gerund,desid,bhikṣitvā,bhaj
BittvA,Bid#1,gerund,,bhittvā,bhid#1
BizajyitvA,Bizaj,gerund,,bhiṣajyitvā,bhiṣaj
BItvA,BI#1,gerund,,bhītvā,bhī#1
BIzayitvA,BI#1,gerund,caus,bhīṣayitvā,bhī#1
BuktvA,Buj#1,gerund,,bhuktvā,bhuj#1
BuktvA,Buj#2,gerund,,bhuktvā,bhuj#2
BuYjApayitvA,Buj#2,gerund,caus,bhuñjāpayitvā,bhuj#2
BUtvA,BU#1,gerund,,bhūtvā,bhū#1
BUzayitvA,BUz,gerund,caus,bhūṣayitvā,bhūṣ
BUzitvA,BUz,gerund,,bhūṣitvā,bhūṣ
BftvA,Bf,gerund,,bhṛtvā,bhṛ
BfSAyitvA,BfSa,gerund,,bhṛśāyitvā,bhṛśa
BfzwvA,Bfjj,gerund,,bhṛṣṭvā,bhṛjj
BedayitvA,Bid#1,gerund,caus,bhedayitvā,bhid#1
BojayitvA,Buj#2,gerund,caus,bhojayitvā,bhuj#2
BraMSayitvA,BraMS,gerund,caus,bhraṃśayitvā,bhraṃś
BraMSitvA,BraMS,gerund,,bhraṃśitvā,bhraṃś
BramitvA,Bram,gerund,,bhramitvā,bhram
BrazwvA,BraMS,gerund,,bhraṣṭvā,bhraṃś
BrAjayitvA,BrAj,gerund,caus,bhrājayitvā,bhrāj
BrAjitvA,BrAj,gerund,,bhrājitvā,bhrāj
BrAntvA,Bram,gerund,,bhrāntvā,bhram
BrAmayitvA,Bram,gerund,caus,bhrāmayitvā,bhram
maMhayitvA,maMh,gerund,caus,maṃhayitvā,maṃh
maktvA,majj,gerund,,maktvā,majj
majjayitvA,majj,gerund,caus,majjayitvā,majj
maRqayitvA,maRq,gerund,caus,maṇḍayitvā,maṇḍ
maRqitvA,maRq,gerund,,maṇḍitvā,maṇḍ
mattvA,mad#1,gerund,,mattvā,mad#1
matvA,man,gerund,,matvā,man
maTitvA,manT,gerund,,mathitvā,manth
madayitvA,mad#1,gerund,caus,madayitvā,mad#1
maDusyitvA,maDu,gerund,,madhusyitvā,madhu
maDvasyitvA,maDu,gerund,,madhvasyitvā,madhu
mantUyitvA,mantu,gerund,,mantūyitvā,mantu
mantrayitvA,mantra,gerund,,mantrayitvā,mantra
mandayitvA,mand#1,gerund,caus,mandayitvā,mand#1
manditvA,mand#1,gerund,,manditvā,mand#1
mardayitvA,mfd#1,gerund,caus,mardayitvā,mṛd#1
marDitvA,mfD,gerund,,mardhitvā,mṛdh
marSayitvA,mfS,gerund,caus,marśayitvā,mṛś
marzayitvA,mfz,gerund,caus,marṣayitvā,mṛṣ
malinayitvA,malina,gerund,,malinayitvā,malina
mahayitvA,mah,gerund,caus,mahayitvā,mah
mahitvA,mah,gerund,,mahitvā,mah
mahitvA,maMh,gerund,,mahitvā,maṃh
mahIyitvA,mahI#2,gerund,,mahīyitvā,mahī#2
mAMsIyitvA,mAMsa,gerund,,māṃsīyitvā,māṃsa
mAtvA,man,gerund,,mātvā,man
mAdayitvA,mad#1,gerund,caus,mādayitvā,mad#1
mAnayitvA,man,gerund,caus,mānayitvā,man
mApayitvA,mA#1,gerund,caus,māpayitvā,mā#1
mArayitvA,mf,gerund,caus,mārayitvā,mṛ
mArgayitvA,mArg,gerund,,mārgayitvā,mārg
mArjayitvA,mfj,gerund,caus,mārjayitvā,mṛj
mArjitvA,mfj,gerund,,mārjitvā,mṛj
mAlayitvA,mAlA,gerund,,mālayitvā,mālā
mAlyaguRAyitvA,mAlyaguRa,gerund,,mālyaguṇāyitvā,mālyaguṇa
mitTvA,miT,gerund,,mitthvā,mith
mitvA,mi,gerund,,mitvā,mi
mitvA,mA#1,gerund,,mitvā,mā#1
militvA,mil,gerund,,militvā,mil
miSrayitvA,miSra,gerund,,miśrayitvā,miśra
mizitvA,miz,gerund,,miṣitvā,miṣ
mizwvA,miz,gerund,,miṣṭvā,miṣ
mIQvA,mih,gerund,,mīḍhvā,mih
mItvA,mI,gerund,,mītvā,mī
mItvA,mA#3,gerund,,mītvā,mā#3
mItvA,mA#4,gerund,,mītvā,mā#4
mImAMsitvA,man,gerund,desid,mīmāṃsitvā,man
mIlayitvA,mIl,gerund,caus,mīlayitvā,mīl
mIlitvA,mIl,gerund,,mīlitvā,mīl
mukulayitvA,mukula,gerund,,mukulayitvā,mukula
muktvA,muc#1,gerund,,muktvā,muc#1
muKarayitvA,muKara,gerund,,mukharayitvā,mukhara
mugDvA,muh,gerund,,mugdhvā,muh
muRqayitvA,muRqa,gerund,,muṇḍayitvā,muṇḍa
muditvA,mud#1,gerund,,muditvā,mud#1
mudrayitvA,mudrA,gerund,,mudrayitvā,mudrā
mumukzitvA,muc#1,gerund,desid,mumukṣitvā,muc#1
mumUrzitvA,mf,gerund,desid,mumūrṣitvā,mṛ
muzitvA,muz#1,gerund,,muṣitvā,muṣ#1
muhitvA,muh,gerund,,muhitvā,muh
mUQvA,muh,gerund,,mūḍhvā,muh
mUtrayitvA,mUtra,gerund,,mūtrayitvā,mūtra
mUrcCitvA,mUrcC,gerund,,mūrcchitvā,mūrcch
mUrCayitvA,mUrC,gerund,caus,mūrchayitvā,mūrch
mUrCitvA,mUrC,gerund,,mūrchitvā,mūrch
mfgayitvA,mfga,gerund,,mṛgayitvā,mṛga
mfwwvA,mfq,gerund,,mṛṭṭvā,mṛḍ
mfqayitvA,mfq,gerund,,mṛḍayitvā,mṛḍ
mfttvA,mfd#1,gerund,,mṛttvā,mṛd#1
mftvA,mf,gerund,,mṛtvā,mṛ
mfdDvA,mfD,gerund,,mṛddhvā,mṛdh
mfzAyitvA,mfzA,gerund,,mṛṣāyitvā,mṛṣā
mfzwvA,mfz,gerund,,mṛṣṭvā,mṛṣ
mfzwvA,mfj,gerund,,mṛṣṭvā,mṛj
mfzwvA,mfS,gerund,,mṛṣṭvā,mṛś
meGAyitvA,meGa,gerund,,meghāyitvā,megha
meDayitvA,meDA,gerund,,medhayitvā,medhā
melApayitvA,mil,gerund,caus,melāpayitvā,mil
melitvA,mil,gerund,,melitvā,mil
mezitvA,miz,gerund,,meṣitvā,miṣ
mokzayitvA,mokz,gerund,,mokṣayitvā,mokṣ
mokzitvA,mokz,gerund,,mokṣitvā,mokṣ
mocayitvA,muc#1,gerund,caus,mocayitvā,muc#1
modayitvA,mud#1,gerund,caus,modayitvā,mud#1
moditvA,mud#1,gerund,,moditvā,mud#1
mozitvA,muz#1,gerund,,moṣitvā,muṣ#1
mohayitvA,muh,gerund,caus,mohayitvā,muh
mohitvA,muh,gerund,,mohitvā,muh
mnAtvA,mnA,gerund,,mnātvā,mnā
mreqayitvA,mreq,gerund,caus,mreḍayitvā,mreḍ
mlAtvA,mlA,gerund,,mlātvā,mlā
mlizwvA,mlecC,gerund,,mliṣṭvā,mlecch
mlecCitvA,mlecC,gerund,,mlecchitvā,mlecch
mlezwvA,mlecC,gerund,,mleṣṭvā,mlecch
yatitvA,yat#1,gerund,,yatitvā,yat#1
yattvA,yat#1,gerund,,yattvā,yat#1
yatvA,yam,gerund,,yatvā,yam
yantrayitvA,yantra,gerund,,yantrayitvā,yantra
yabDvA,yaB,gerund,,yabdhvā,yabh
yamayitvA,yam,gerund,caus,yamayitvā,yam
yasitvA,yas,gerund,,yasitvā,yas
yastvA,yas,gerund,,yastvā,yas
yAcitvA,yAc,gerund,,yācitvā,yāc
yAjayitvA,yaj#1,gerund,caus,yājayitvā,yaj#1
yAtayitvA,yat#1,gerund,caus,yātayitvā,yat#1
yAtvA,yA#1,gerund,,yātvā,yā#1
yApayitvA,yA#1,gerund,caus,yāpayitvā,yā#1
yAvayitvA,yu#2,gerund,caus,yāvayitvā,yu#2
yiyakzitvA,yaj#1,gerund,desid,yiyakṣitvā,yaj#1
yiyatizitvA,yat#1,gerund,desid,yiyatiṣitvā,yat#1
yiyAsitvA,yA#1,gerund,desid,yiyāsitvā,yā#1
yuktvA,yuj#1,gerund,,yuktvā,yuj#1
yutvA,yu#1,gerund,,yutvā,yu#1
yutvA,yu#2,gerund,,yutvā,yu#2
yudDvA,yuD#1,gerund,,yuddhvā,yudh#1
yuyukzitvA,yuj#1,gerund,desid,yuyukṣitvā,yuj#1
yuyutsitvA,yuD#1,gerund,desid,yuyutsitvā,yudh#1
yojayitvA,yuj#1,gerund,caus,yojayitvā,yuj#1
raMhitvA,raMh,gerund,,raṃhitvā,raṃh
raktvA,raYj,gerund,,raktvā,rañj
rakzayitvA,rakz,gerund,caus,rakṣayitvā,rakṣ
rakzitvA,rakz,gerund,,rakṣitvā,rakṣ
racayitvA,rac,gerund,,racayitvā,rac
raYjayitvA,raYj,gerund,caus,rañjayitvā,rañj
raYjitvA,raYj,gerund,,rañjitvā,rañj
raRitvA,raR,gerund,,raṇitvā,raṇ
rattvA,rad,gerund,,rattvā,rad
ratvA,ram,gerund,,ratvā,ram
raTakAmyitvA,raTakAma,gerund,,rathakāmyitvā,rathakāma
radDvA,raD,gerund,,raddhvā,radh
raDitvA,raD,gerund,,radhitvā,radh
ranDayitvA,raD,gerund,caus,randhayitvā,radh
rabDvA,raB,gerund,,rabdhvā,rabh
ramayitvA,ram,gerund,caus,ramayitvā,ram
ramitvA,ram,gerund,,ramitvā,ram
rasayitvA,rasa,gerund,,rasayitvā,rasa
rahayitvA,rah,gerund,,rahayitvā,rah
rAjayitvA,rAj#1,gerund,caus,rājayitvā,rāj#1
rAjitvA,rAj#1,gerund,,rājitvā,rāj#1
rAjIyitvA,rAjan,gerund,,rājīyitvā,rājan
rAtvA,rA#1,gerund,,rātvā,rā#1
rAdDvA,rAD,gerund,,rāddhvā,rādh
rADayitvA,rAD,gerund,caus,rādhayitvā,rādh
rAmayitvA,ram,gerund,caus,rāmayitvā,ram
riktvA,ric,gerund,,riktvā,ric
ripsitvA,raB,gerund,desid,ripsitvā,rabh
riraMsitvA,ram,gerund,desid,riraṃsitvā,ram
rirakzizitvA,rakz,gerund,desid,rirakṣiṣitvā,rakṣ
rirADayizitvA,rAD,gerund,desid,rirādhayiṣitvā,rādh
rizitvA,riz,gerund,,riṣitvā,riṣ
rizwvA,riz,gerund,,riṣṭvā,riṣ
rItvA,ri,gerund,,rītvā,ri
ruktvA,ruj#1,gerund,,ruktvā,ruj#1
rucitvA,ruc#1,gerund,,rucitvā,ruc#1
rutvA,ru,gerund,,rutvā,ru
ruditvA,rud#1,gerund,,ruditvā,rud#1
rudDvA,ruD#1,gerund,,ruddhvā,rudh#1
rudDvA,ruD#2,gerund,,ruddhvā,rudh#2
rurukzitvA,ruh#1,gerund,desid,rurukṣitvā,ruh#1
ruzitvA,ruz#1,gerund,,ruṣitvā,ruṣ#1
ruzwvA,ruz#1,gerund,,ruṣṭvā,ruṣ#1
rUkzayitvA,rUkza,gerund,,rūkṣayitvā,rūkṣa
rUQvA,ruh#1,gerund,,rūḍhvā,ruh#1
rUpayitvA,rUp,gerund,,rūpayitvā,rūp
recayitvA,ric,gerund,caus,recayitvā,ric
rezayitvA,riz,gerund,caus,reṣayitvā,riṣ
rezitvA,riz,gerund,,reṣitvā,riṣ
rocayitvA,ruc#1,gerund,caus,rocayitvā,ruc#1
rocitvA,ruc#1,gerund,,rocitvā,ruc#1
rodayitvA,rud#1,gerund,caus,rodayitvā,rud#1
roditvA,rud#1,gerund,,roditvā,rud#1
roDayitvA,ruD#2,gerund,caus,rodhayitvā,rudh#2
ropayitvA,ruh#1,gerund,caus,ropayitvā,ruh#1
romanTAyitvA,romanTa,gerund,,romanthāyitvā,romantha
rozayitvA,ruz#1,gerund,caus,roṣayitvā,ruṣ#1
rozitvA,ruz#1,gerund,,roṣitvā,ruṣ#1
rohayitvA,ruh#1,gerund,caus,rohayitvā,ruh#1
laktvA,lag,gerund,,laktvā,lag
lakzayitvA,lakz,gerund,,lakṣayitvā,lakṣ
lagitvA,lag,gerund,,lagitvā,lag
laGayitvA,laGa,gerund,,laghayitvā,lagha
laNgitvA,laNg,gerund,,laṅgitvā,laṅg
laNGayitvA,laNG,gerund,caus,laṅghayitvā,laṅgh
laNGitvA,laNG,gerund,,laṅghitvā,laṅgh
lajjayitvA,lajj,gerund,caus,lajjayitvā,lajj
lajjitvA,lajj,gerund,,lajjitvā,lajj
lapitvA,lap,gerund,,lapitvā,lap
labDvA,laB,gerund,,labdhvā,labh
lambitvA,lamb,gerund,,lambitvā,lamb
lamBayitvA,laB,gerund,caus,lambhayitvā,labh
lalitvA,lal,gerund,,lalitvā,lal
lavaRasyitvA,lavaRa,gerund,,lavaṇasyitvā,lavaṇa
lazitvA,laz,gerund,,laṣitvā,laṣ
lasitvA,las,gerund,,lasitvā,las
lAYCitvA,lAYC,gerund,,lāñchitvā,lāñch
lApayitvA,lap,gerund,caus,lāpayitvā,lap
lAlayitvA,lal,gerund,caus,lālayitvā,lal
lAlAyitvA,lAlA,gerund,,lālāyitvā,lālā
lAzayitvA,laz,gerund,caus,lāṣayitvā,laṣ
lAsayitvA,las,gerund,caus,lāsayitvā,las
liKitvA,liK,gerund,,likhitvā,likh
liptvA,lip,gerund,,liptvā,lip
