Root,Class,Derivation,Tense,Voice,Person,Number,Expected (INRIA),Actual (FST)
vid,2 (primary),primary,perfect,active,3,sg,viveda OR veda,veda
vid,2 (primary),primary,perfect,active,3,pl,viduḥ OR vividuḥ,viduḥ
vid,2 (primary),primary,periphrastic_future,active,1,sg,vettāsmi OR veditāsmi,vettāsmi
vid,2 (primary),primary,periphrastic_future,active,1,du,vettāsvaḥ OR veditāsvaḥ,vettāsvaḥ
vid,2 (primary),primary,periphrastic_future,active,1,pl,vettāsmaḥ OR veditāsmaḥ,vettāsmaḥ
vid,2 (primary),primary,periphrastic_future,active,2,sg,vettāsi OR veditāsi,vettāsi
vid,2 (primary),primary,periphrastic_future,active,2,du,vettāsthaḥ OR veditāsthaḥ,vettāsthaḥ
vid,2 (primary),primary,periphrastic_future,active,2,pl,vettāstha OR veditāstha,vettāstha
vid,2 (primary),primary,periphrastic_future,active,3,sg,vettā OR veditā,vettā
vid,2 (primary),primary,periphrastic_future,active,3,du,vettārau OR veditārau,vettārau
vid,2 (primary),primary,periphrastic_future,active,3,pl,vettāraḥ OR veditāraḥ,vettāraḥ
vid,2 (primary),primary,aorist,active,1,sg,avidam OR avediṣam,avediṣam
vid,2 (primary),primary,aorist,active,1,du,avidāva OR avediṣva,avediṣva
vid,2 (primary),primary,aorist,active,1,pl,avidāma OR avediṣma,avediṣma
vid,2 (primary),primary,aorist,active,2,sg,avidaḥ OR avedīḥ,avedīḥ
vid,2 (primary),primary,aorist,active,2,du,avidatam OR avediṣṭam,avediṣṭam
vid,2 (primary),primary,aorist,active,3,sg,avidat OR avedīt,avedīt
vid,2 (primary),primary,aorist,active,3,du,avidatām OR avediṣṭām,avediṣṭām
vid,2 (desiderative),desiderative,present,active,1,sg,vivitsāmi OR vividiṣāmi,vivitsāmi
vid,2 (desiderative),desiderative,present,active,1,du,vivitsāvaḥ OR vividiṣāvaḥ,vivitsāvaḥ
vid,2 (desiderative),desiderative,present,active,1,pl,vivitsāmaḥ OR vividiṣāmaḥ,vivitsāmaḥ
vid,2 (desiderative),desiderative,present,active,2,sg,vivitsasi OR vividiṣasi,vivitsasi
vid,2 (desiderative),desiderative,present,active,2,du,vivitsathaḥ OR vividiṣathaḥ,vivitsathaḥ
vid,2 (desiderative),desiderative,present,active,2,pl,vivitsatha OR vividiṣatha,vivitsatha
vid,2 (desiderative),desiderative,present,active,3,sg,vivitsati OR vividiṣati,vivitsati
vid,2 (desiderative),desiderative,present,active,3,du,vivitsataḥ OR vividiṣataḥ,vivitsataḥ
vid,2 (desiderative),desiderative,present,active,3,pl,vivitsanti OR vividiṣanti,vivitsanti
vid,2 (desiderative),desiderative,present,passive,1,sg,vivitsye OR vividiṣye,vivitsye
vid,2 (desiderative),desiderative,present,passive,1,du,vivitsyāvahe OR vividiṣyāvahe,vivitsyāvahe
vid,2 (desiderative),desiderative,present,passive,1,pl,vivitsyāmahe OR vividiṣyāmahe,vivitsyāmahe
vid,2 (desiderative),desiderative,present,passive,2,sg,vivitsyase OR vividiṣyase,vivitsyase
vid,2 (desiderative),desiderative,present,passive,2,du,vivitsyethe OR vividiṣyethe,vivitsyethe
vid,2 (desiderative),desiderative,present,passive,2,pl,vivitsyadhve OR vividiṣyadhve,vivitsyadhve
vid,2 (desiderative),desiderative,present,passive,3,sg,vivitsyate OR vividiṣyate,vivitsyate
vid,2 (desiderative),desiderative,present,passive,3,du,vivitsyete OR vividiṣyete,vivitsyete
vid,2 (desiderative),desiderative,present,passive,3,pl,vivitsyante OR vividiṣyante,vivitsyante
vid,2 (desiderative),desiderative,imperfect,active,1,sg,avivitsam OR avividiṣam,avivitsam
vid,2 (desiderative),desiderative,imperfect,active,1,du,avivitsāva OR avividiṣāva,avivitsāva
vid,2 (desiderative),desiderative,imperfect,active,1,pl,avivitsāma OR avividiṣāma,avivitsāma
vid,2 (desiderative),desiderative,imperfect,active,2,sg,avivitsaḥ OR avividiṣaḥ,avivitsaḥ
vid,2 (desiderative),desiderative,imperfect,active,2,du,avivitsatam OR avividiṣatam,avivitsatam
vid,2 (desiderative),desiderative,imperfect,active,2,pl,avivitsata OR avividiṣata,avivitsata
vid,2 (desiderative),desiderative,imperfect,active,3,sg,avivitsat OR avividiṣat,avivitsat
vid,2 (desiderative),desiderative,imperfect,active,3,du,avivitsatām OR avividiṣatām,avivitsatām
vid,2 (desiderative),desiderative,imperfect,active,3,pl,avivitsan OR avividiṣan,avivitsan
vid,2 (desiderative),desiderative,imperfect,passive,1,sg,avivitsye OR avividiṣye,avivitsye
vid,2 (desiderative),desiderative,imperfect,passive,1,du,avivitsyāvahi OR avividiṣyāvahi,avivitsyāvahi
vid,2 (desiderative),desiderative,imperfect,passive,1,pl,avivitsyāmahi OR avividiṣyāmahi,avivitsyāmahi
vid,2 (desiderative),desiderative,imperfect,passive,2,sg,avivitsyathāḥ OR avividiṣyathāḥ,avivitsyathāḥ
vid,2 (desiderative),desiderative,imperfect,passive,2,du,avivitsyethām OR avividiṣyethām,avivitsyethām
vid,2 (desiderative),desiderative,imperfect,passive,2,pl,avivitsyadhvam OR avividiṣyadhvam,avivitsyadhvam
vid,2 (desiderative),desiderative,imperfect,passive,3,sg,avivitsyata OR avividiṣyata,avivitsyata
vid,2 (desiderative),desiderative,imperfect,passive,3,du,avivitsyetām OR avividiṣyetām,avivitsyetām
vid,2 (desiderative),desiderative,imperfect,passive,3,pl,avivitsyanta OR avividiṣyanta,avivitsyanta
vid,2 (desiderative),desiderative,imperative,active,1,sg,vivitsāni OR vividiṣāṇi,vivitsāni
vid,2 (desiderative),desiderative,imperative,active,1,du,vivitsāva OR vividiṣāva,vivitsāva
vid,2 (desiderative),desiderative,imperative,active,1,pl,vivitsāma OR vividiṣāma,vivitsāma
vid,2 (desiderative),desiderative,imperative,active,2,sg,vivitsa OR vividiṣa,vivitsa OR vivitsatāt
vid,2 (desiderative),desiderative,imperative,active,2,du,vivitsatam OR vividiṣatam,vivitsatam
vid,2 (desiderative),desiderative,imperative,active,2,pl,vivitsata OR vividiṣata,vivitsata
vid,2 (desiderative),desiderative,imperative,active,3,sg,vivitsatu OR vividiṣatu,vivitsatu OR vivitsatāt
vid,2 (desiderative),desiderative,imperative,active,3,du,vivitsatām OR vividiṣatām,vivitsatām
vid,2 (desiderative),desiderative,imperative,active,3,pl,vivitsantu OR vividiṣantu,vivitsantu
vid,2 (desiderative),desiderative,imperative,passive,1,sg,vivitsyai OR vividiṣyai,vivitsyai
vid,2 (desiderative),desiderative,imperative,passive,1,du,vivitsyāvahai OR vividiṣyāvahai,vivitsyāvahai
vid,2 (desiderative),desiderative,imperative,passive,1,pl,vivitsyāmahai OR vividiṣyāmahai,vivitsyāmahai
vid,2 (desiderative),desiderative,imperative,passive,2,sg,vivitsyasva OR vividiṣyasva,vivitsyasva
vid,2 (desiderative),desiderative,imperative,passive,2,du,vivitsyethām OR vividiṣyethām,vivitsyethām
vid,2 (desiderative),desiderative,imperative,passive,2,pl,vivitsyadhvam OR vividiṣyadhvam,vivitsyadhvam
vid,2 (desiderative),desiderative,imperative,passive,3,sg,vivitsyatām OR vividiṣyatām,vivitsyatām
vid,2 (desiderative),desiderative,imperative,passive,3,du,vivitsyetām OR vividiṣyetām,vivitsyetām
vid,2 (desiderative),desiderative,imperative,passive,3,pl,vivitsyantām OR vividiṣyantām,vivitsyantām
vid,2 (desiderative),desiderative,optative,active,1,sg,vivitseyam OR vividiṣeyam,vivitseyam
vid,2 (desiderative),desiderative,optative,active,1,du,vivitseva OR vividiṣeva,vivitseva
vid,2 (desiderative),desiderative,optative,active,1,pl,vivitsema OR vividiṣema,vivitsema
vid,2 (desiderative),desiderative,optative,active,2,sg,vivitseḥ OR vividiṣeḥ,vivitseḥ
vid,2 (desiderative),desiderative,optative,active,2,du,vivitsetam OR vividiṣetam,vivitsetam
vid,2 (desiderative),desiderative,optative,active,2,pl,vivitseta OR vividiṣeta,vivitseta
vid,2 (desiderative),desiderative,optative,active,3,sg,vivitset OR vividiṣet,vivitset
vid,2 (desiderative),desiderative,optative,active,3,du,vivitsetām OR vividiṣetām,vivitsetām
vid,2 (desiderative),desiderative,optative,active,3,pl,vivitseyuḥ OR vividiṣeyuḥ,vivitseyuḥ
vid,2 (desiderative),desiderative,optative,passive,1,sg,vivitsyeya OR vividiṣyeya,vivitsyeya
vid,2 (desiderative),desiderative,optative,passive,1,du,vivitsyevahi OR vividiṣyevahi,vivitsyevahi
vid,2 (desiderative),desiderative,optative,passive,1,pl,vivitsyemahi OR vividiṣyemahi,vivitsyemahi
vid,2 (desiderative),desiderative,optative,passive,2,sg,vivitsyethāḥ OR vividiṣyethāḥ,vivitsyethāḥ
vid,2 (desiderative),desiderative,optative,passive,2,du,vivitsyeyāthām OR vividiṣyeyāthām,vivitsyeyāthām
vid,2 (desiderative),desiderative,optative,passive,2,pl,vivitsyedhvam OR vividiṣyedhvam,vivitsyedhvam
vid,2 (desiderative),desiderative,optative,passive,3,sg,vivitsyeta OR vividiṣyeta,vivitsyeta
vid,2 (desiderative),desiderative,optative,passive,3,du,vivitsyeyātām OR vividiṣyeyātām,vivitsyeyātām
vid,2 (desiderative),desiderative,optative,passive,3,pl,vivitsyeran OR vividiṣyeran,vivitsyeran
vid,2 (desiderative),desiderative,future,active,1,sg,vivitsyāmi OR vividiṣyāmi,vivitsyāmi
vid,2 (desiderative),desiderative,future,active,1,du,vivitsyāvaḥ OR vividiṣyāvaḥ,vivitsyāvaḥ
vid,2 (desiderative),desiderative,future,active,1,pl,vivitsyāmaḥ OR vividiṣyāmaḥ,vivitsyāmaḥ
vid,2 (desiderative),desiderative,future,active,2,sg,vivitsyasi OR vividiṣyasi,vivitsyasi
vid,2 (desiderative),desiderative,future,active,2,du,vivitsyathaḥ OR vividiṣyathaḥ,vivitsyathaḥ
vid,2 (desiderative),desiderative,future,active,2,pl,vivitsyatha OR vividiṣyatha,vivitsyatha
vid,2 (desiderative),desiderative,future,active,3,sg,vivitsyati OR vividiṣyati,vivitsyati
vid,2 (desiderative),desiderative,future,active,3,du,vivitsyataḥ OR vividiṣyataḥ,vivitsyataḥ
vid,2 (desiderative),desiderative,future,active,3,pl,vivitsyanti OR vividiṣyanti,vivitsyanti
vid,2 (desiderative),desiderative,perfect,active,1,du,vivivitsiva OR vivividiṣiva,vivivitsiva
vid,2 (desiderative),desiderative,perfect,active,1,pl,vivivitsima OR vivividiṣima,vivivitsima
vid,2 (desiderative),desiderative,perfect,active,2,sg,vivivitsitha OR vivividiṣitha,vivivitsitha
vid,2 (desiderative),desiderative,perfect,active,2,du,vivivitsathuḥ OR vivividiṣathuḥ,vivivitsathuḥ
vid,2 (desiderative),desiderative,perfect,active,2,pl,vivivitsa OR vivividiṣa,vivivitsa
vid,2 (desiderative),desiderative,perfect,active,3,du,vivivitsatuḥ OR vivividiṣatuḥ,vivivitsatuḥ
vid,2 (desiderative),desiderative,perfect,active,3,pl,vivivitsuḥ OR vivividiṣuḥ,vivivitsuḥ
vid,2 (desiderative),desiderative,periphrastic_future,active,1,sg,vivitsitāsmi OR vividiṣitāsmi,vivitsitāsmi
vid,2 (desiderative),desiderative,periphrastic_future,active,1,du,vivitsitāsvaḥ OR vividiṣitāsvaḥ,vivitsitāsvaḥ
vid,2 (desiderative),desiderative,periphrastic_future,active,1,pl,vivitsitāsmaḥ OR vividiṣitāsmaḥ,vivitsitāsmaḥ
vid,2 (desiderative),desiderative,periphrastic_future,active,2,sg,vivitsitāsi OR vividiṣitāsi,vivitsitāsi
vid,2 (desiderative),desiderative,periphrastic_future,active,2,du,vivitsitāsthaḥ OR vividiṣitāsthaḥ,vivitsitāsthaḥ
vid,2 (desiderative),desiderative,periphrastic_future,active,2,pl,vivitsitāstha OR vividiṣitāstha,vivitsitāstha
vid,2 (desiderative),desiderative,periphrastic_future,active,3,sg,vivitsitā OR vividiṣitā,vivitsitā
vid,2 (desiderative),desiderative,periphrastic_future,active,3,du,vivitsitārau OR vividiṣitārau,vivitsitārau
vid,2 (desiderative),desiderative,periphrastic_future,active,3,pl,vivitsitāraḥ OR vividiṣitāraḥ,vivitsitāraḥ
vid,2 (intensive),intensive,present,active,1,sg,vevidīmi OR vevedmi,vevedmi OR vevidīmi
vid,2 (intensive),intensive,present,active,2,sg,vevidīṣi OR vevetsi,vevetsi OR vevidīṣi
vid,2 (intensive),intensive,present,active,3,sg,vevidīti OR vevetti,vevetti OR vevidīti
vid,2 (intensive),intensive,imperfect,active,2,sg,avevidīt OR avevidīḥ,avevetḥ OR avevidīḥ
vid,2 (intensive),intensive,imperative,active,3,sg,vevettu OR vevedītu,vevettu OR vevettāt OR vevidītu OR vevidītāt
ruh,1 (causative),causative,present,active,1,sg,ropayāmi OR rohayāmi,ropayāmi
ruh,1 (causative),causative,present,active,1,du,ropayāvaḥ OR rohayāvaḥ,ropayāvaḥ
ruh,1 (causative),causative,present,active,1,pl,ropayāmaḥ OR rohayāmaḥ,ropayāmaḥ
ruh,1 (causative),causative,present,active,2,sg,ropayasi OR rohayasi,ropayasi
ruh,1 (causative),causative,present,active,2,du,ropayathaḥ OR rohayathaḥ,ropayathaḥ
ruh,1 (causative),causative,present,active,2,pl,ropayatha OR rohayatha,ropayatha
ruh,1 (causative),causative,present,active,3,sg,ropayati OR rohayati,ropayati
ruh,1 (causative),causative,present,active,3,du,ropayataḥ OR rohayataḥ,ropayataḥ
ruh,1 (causative),causative,present,active,3,pl,ropayanti OR rohayanti,ropayanti
ruh,1 (causative),causative,present,middle,1,sg,ropaye OR rohaye,ropaye
ruh,1 (causative),causative,present,middle,1,du,ropayāvahe OR rohayāvahe,ropayāvahe
ruh,1 (causative),causative,present,middle,1,pl,ropayāmahe OR rohayāmahe,ropayāmahe
ruh,1 (causative),causative,present,middle,2,sg,ropayase OR rohayase,ropayase
ruh,1 (causative),causative,present,middle,2,du,ropayethe OR rohayethe,ropayethe
ruh,1 (causative),causative,present,middle,2,pl,ropayadhve OR rohayadhve,ropayadhve
ruh,1 (causative),causative,present,middle,3,sg,ropayate OR rohayate,ropayate
ruh,1 (causative),causative,present,middle,3,du,ropayete OR rohayete,ropayete
ruh,1 (causative),causative,present,middle,3,pl,ropayante OR rohayante,ropayante
ruh,1 (causative),causative,present,passive,1,sg,ropye OR rohye,ropye
ruh,1 (causative),causative,present,passive,1,du,ropyāvahe OR rohyāvahe,ropyāvahe
ruh,1 (causative),causative,present,passive,1,pl,ropyāmahe OR rohyāmahe,ropyāmahe
ruh,1 (causative),causative,present,passive,2,sg,ropyase OR rohyase,ropyase
ruh,1 (causative),causative,present,passive,2,du,ropyethe OR rohyethe,ropyethe
ruh,1 (causative),causative,present,passive,2,pl,ropyadhve OR rohyadhve,ropyadhve
ruh,1 (causative),causative,present,passive,3,sg,ropyate OR rohyate,ropyate
ruh,1 (causative),causative,present,passive,3,du,ropyete OR rohyete,ropyete
ruh,1 (causative),causative,present,passive,3,pl,ropyante OR rohyante,ropyante
ruh,1 (causative),causative,imperfect,active,1,sg,aropayam OR arohayam,aropayam
ruh,1 (causative),causative,imperfect,active,1,du,aropayāva OR arohayāva,aropayāva
ruh,1 (causative),causative,imperfect,active,1,pl,aropayāma OR arohayāma,aropayāma
ruh,1 (causative),causative,imperfect,active,2,sg,aropayaḥ OR arohayaḥ,aropayaḥ
ruh,1 (causative),causative,imperfect,active,2,du,aropayatam OR arohayatam,aropayatam
ruh,1 (causative),causative,imperfect,active,3,sg,aropayat OR arohayat,aropayat
ruh,1 (causative),causative,imperfect,active,3,du,aropayatām OR arohayatām,aropayatām
ruh,1 (causative),causative,imperfect,active,3,pl,aropayan OR arohayan,aropayan
ruh,1 (causative),causative,imperfect,middle,1,sg,aropaye OR arohaye,aropaye
ruh,1 (causative),causative,imperfect,middle,1,du,aropayāvahi OR arohayāvahi,aropayāvahi
ruh,1 (causative),causative,imperfect,middle,1,pl,aropayāmahi OR arohayāmahi,aropayāmahi
ruh,1 (causative),causative,imperfect,middle,2,sg,aropayathāḥ OR arohayathāḥ,aropayathāḥ
ruh,1 (causative),causative,imperfect,middle,2,du,aropayethām OR arohayethām,aropayethām
ruh,1 (causative),causative,imperfect,middle,2,pl,aropayadhvam OR arohayadhvam,aropayadhvam
ruh,1 (causative),causative,imperfect,middle,3,sg,aropayata OR arohayata,aropayata
ruh,1 (causative),causative,imperfect,middle,3,du,aropayetām OR arohayetām,aropayetām
ruh,1 (causative),causative,imperfect,middle,3,pl,aropayanta OR arohayanta,aropayanta
ruh,1 (causative),causative,imperfect,passive,1,sg,aropye OR arohye,aropye
ruh,1 (causative),causative,imperfect,passive,1,du,aropyāvahi OR arohyāvahi,aropyāvahi
ruh,1 (causative),causative,imperfect,passive,1,pl,aropyāmahi OR arohyāmahi,aropyāmahi
ruh,1 (causative),causative,imperfect,passive,2,sg,aropyathāḥ OR arohyathāḥ,aropyathāḥ
ruh,1 (causative),causative,imperfect,passive,2,du,aropyethām OR arohyethām,aropyethām
ruh,1 (causative),causative,imperfect,passive,2,pl,aropyadhvam OR arohyadhvam,aropyadhvam
ruh,1 (causative),causative,imperfect,passive,3,sg,aropyata OR arohyata,aropyata
ruh,1 (causative),causative,imperfect,passive,3,du,aropyetām OR arohyetām,aropyetām
ruh,1 (causative),causative,imperfect,passive,3,pl,aropyanta OR arohyanta,aropyanta
ruh,1 (causative),causative,imperative,active,1,sg,ropayāṇi OR rohayāṇi,ropayāṇi
ruh,1 (causative),causative,imperative,active,1,du,ropayāva OR rohayāva,ropayāva
ruh,1 (causative),causative,imperative,active,1,pl,ropayāma OR rohayāma,ropayāma
ruh,1 (causative),causative,imperative,active,2,sg,ropaya OR rohaya,ropaya OR ropayatāt
ruh,1 (causative),causative,imperative,active,2,du,ropayatam OR rohayatam,ropayatam
ruh,1 (causative),causative,imperative,active,2,pl,ropayata OR rohayata,ropayata
ruh,1 (causative),causative,imperative,active,3,sg,ropayatu OR rohayatu,ropayatu OR ropayatāt
ruh,1 (causative),causative,imperative,active,3,pl,ropayantu OR rohayantu,ropayantu
ruh,1 (causative),causative,imperative,middle,1,sg,ropayai OR rohayai,ropayai
ruh,1 (causative),causative,imperative,middle,1,du,ropayāvahai OR rohayāvahai,ropayāvahai
ruh,1 (causative),causative,imperative,middle,1,pl,ropayāmahai OR rohayāmahai,ropayāmahai
ruh,1 (causative),causative,imperative,middle,2,sg,ropayasva OR rohayasva,ropayasva
ruh,1 (causative),causative,imperative,middle,2,du,ropayethām OR rohayethām,ropayethām
ruh,1 (causative),causative,imperative,middle,2,pl,ropayadhvam OR rohayadhvam,ropayadhvam
ruh,1 (causative),causative,imperative,middle,3,sg,ropayatām OR rohayatām,ropayatām
ruh,1 (causative),causative,imperative,middle,3,du,ropayetām OR rohayetām,ropayetām
ruh,1 (causative),causative,imperative,middle,3,pl,ropayantām OR rohayantām,ropayantām
ruh,1 (causative),causative,imperative,passive,1,sg,ropyai OR rohyai,ropyai
ruh,1 (causative),causative,imperative,passive,1,du,ropyāvahai OR rohyāvahai,ropyāvahai
ruh,1 (causative),causative,imperative,passive,1,pl,ropyāmahai OR rohyāmahai,ropyāmahai
ruh,1 (causative),causative,imperative,passive,2,sg,ropyasva OR rohyasva,ropyasva
ruh,1 (causative),causative,imperative,passive,2,du,ropyethām OR rohyethām,ropyethām
ruh,1 (causative),causative,imperative,passive,2,pl,ropyadhvam OR rohyadhvam,ropyadhvam
ruh,1 (causative),causative,imperative,passive,3,sg,ropyatām OR rohyatām,ropyatām
ruh,1 (causative),causative,imperative,passive,3,du,ropyetām OR rohyetām,ropyetām
ruh,1 (causative),causative,imperative,passive,3,pl,ropyantām OR rohyantām,ropyantām
ruh,1 (causative),causative,optative,active,1,sg,ropayeyam OR rohayeyam,ropayeyam
ruh,1 (causative),causative,optative,active,1,du,ropayeva OR rohayeva,ropayeva
ruh,1 (causative),causative,optative,active,1,pl,ropayema OR rohayema,ropayema
ruh,1 (causative),causative,optative,active,2,sg,ropayeḥ OR rohayeḥ,ropayeḥ
ruh,1 (causative),causative,optative,active,2,du,ropayetam OR rohayetam,ropayetam
ruh,1 (causative),causative,optative,active,3,sg,ropayet OR rohayet,ropayet
ruh,1 (causative),causative,optative,active,3,pl,ropayeyuḥ OR rohayeyuḥ,ropayeyuḥ
ruh,1 (causative),causative,optative,middle,1,sg,ropayeya OR rohayeya,ropayeya
ruh,1 (causative),causative,optative,middle,1,du,ropayevahi OR rohayevahi,ropayevahi
ruh,1 (causative),causative,optative,middle,1,pl,ropayemahi OR rohayemahi,ropayemahi
ruh,1 (causative),causative,optative,middle,2,sg,ropayethāḥ OR rohayethāḥ,ropayethāḥ
ruh,1 (causative),causative,optative,middle,2,du,ropayeyāthām OR rohayeyāthām,ropayeyāthām
ruh,1 (causative),causative,optative,middle,2,pl,ropayedhvam OR rohayedhvam,ropayedhvam
ruh,1 (causative),causative,optative,middle,3,sg,ropayeta OR rohayeta,ropayeta
ruh,1 (causative),causative,optative,middle,3,du,ropayeyātām OR rohayeyātām,ropayeyātām
ruh,1 (causative),causative,optative,middle,3,pl,ropayeran OR rohayeran,ropayeran
ruh,1 (causative),causative,optative,passive,1,sg,ropyeya OR rohyeya,ropyeya
ruh,1 (causative),causative,optative,passive,1,du,ropyevahi OR rohyevahi,ropyevahi
ruh,1 (causative),causative,optative,passive,1,pl,ropyemahi OR rohyemahi,ropyemahi
ruh,1 (causative),causative,optative,passive,2,sg,ropyethāḥ OR rohyethāḥ,ropyethāḥ
ruh,1 (causative),causative,optative,passive,2,du,ropyeyāthām OR rohyeyāthām,ropyeyāthām
ruh,1 (causative),causative,optative,passive,2,pl,ropyedhvam OR rohyedhvam,ropyedhvam
ruh,1 (causative),causative,optative,passive,3,sg,ropyeta OR rohyeta,ropyeta
ruh,1 (causative),causative,optative,passive,3,du,ropyeyātām OR rohyeyātām,ropyeyātām
ruh,1 (causative),causative,optative,passive,3,pl,ropyeran OR rohyeran,ropyeran
ruh,1 (causative),causative,future,active,1,sg,ropayiṣyāmi OR rohayiṣyāmi,ropayiṣyāmi
ruh,1 (causative),causative,future,active,1,du,ropayiṣyāvaḥ OR rohayiṣyāvaḥ,ropayiṣyāvaḥ
ruh,1 (causative),causative,future,active,1,pl,ropayiṣyāmaḥ OR rohayiṣyāmaḥ,ropayiṣyāmaḥ
ruh,1 (causative),causative,future,active,2,sg,ropayiṣyasi OR rohayiṣyasi,ropayiṣyasi
ruh,1 (causative),causative,future,active,2,du,ropayiṣyathaḥ OR rohayiṣyathaḥ,ropayiṣyathaḥ
ruh,1 (causative),causative,future,active,2,pl,ropayiṣyatha OR rohayiṣyatha,ropayiṣyatha
ruh,1 (causative),causative,future,active,3,sg,ropayiṣyati OR rohayiṣyati,ropayiṣyati
ruh,1 (causative),causative,future,active,3,du,ropayiṣyataḥ OR rohayiṣyataḥ,ropayiṣyataḥ
ruh,1 (causative),causative,future,active,3,pl,ropayiṣyanti OR rohayiṣyanti,ropayiṣyanti
ruh,1 (causative),causative,future,middle,1,sg,ropayiṣye OR rohayiṣye,ropayiṣye
ruh,1 (causative),causative,future,middle,1,du,ropayiṣyāvahe OR rohayiṣyāvahe,ropayiṣyāvahe
ruh,1 (causative),causative,future,middle,1,pl,ropayiṣyāmahe OR rohayiṣyāmahe,ropayiṣyāmahe
ruh,1 (causative),causative,future,middle,2,sg,ropayiṣyase OR rohayiṣyase,ropayiṣyase
ruh,1 (causative),causative,future,middle,2,du,ropayiṣyethe OR rohayiṣyethe,ropayiṣyethe
ruh,1 (causative),causative,future,middle,2,pl,ropayiṣyadhve OR rohayiṣyadhve,ropayiṣyadhve
ruh,1 (causative),causative,future,middle,3,sg,ropayiṣyate OR rohayiṣyate,ropayiṣyate
ruh,1 (causative),causative,future,middle,3,du,ropayiṣyete OR rohayiṣyete,ropayiṣyete
ruh,1 (causative),causative,future,middle,3,pl,ropayiṣyante OR rohayiṣyante,ropayiṣyante
ruh,1 (causative),causative,periphrastic_future,active,1,sg,ropayitāsmi OR rohayitāsmi,ropayitāsmi
ruh,1 (causative),causative,periphrastic_future,active,1,du,ropayitāsvaḥ OR rohayitāsvaḥ,ropayitāsvaḥ
ruh,1 (causative),causative,periphrastic_future,active,1,pl,ropayitāsmaḥ OR rohayitāsmaḥ,ropayitāsmaḥ
ruh,1 (causative),causative,periphrastic_future,active,2,sg,ropayitāsi OR rohayitāsi,ropayitāsi
ruh,1 (causative),causative,periphrastic_future,active,2,du,ropayitāsthaḥ OR rohayitāsthaḥ,ropayitāsthaḥ
ruh,1 (causative),causative,periphrastic_future,active,2,pl,ropayitāstha OR rohayitāstha,ropayitāstha
ruh,1 (causative),causative,periphrastic_future,active,3,sg,ropayitā OR rohayitā,ropayitā
ruh,1 (causative),causative,periphrastic_future,active,3,du,ropayitārau OR rohayitārau,ropayitārau
ruh,1 (causative),causative,periphrastic_future,active,3,pl,ropayitāraḥ OR rohayitāraḥ,ropayitāraḥ
viś,6 (primary),primary,aorist,active,1,sg,avikṣam OR avīviśam,avikṣam
viś,6 (primary),primary,aorist,active,1,du,avikṣāva OR avīviśāva,avikṣāva
viś,6 (primary),primary,aorist,active,1,pl,avikṣāma OR avīviśāma,avikṣāma
viś,6 (primary),primary,aorist,active,2,sg,avikṣaḥ OR avīviśaḥ,avikṣaḥ
viś,6 (primary),primary,aorist,active,2,du,avikṣatam OR avīviśatam,avikṣatam
viś,6 (primary),primary,aorist,active,3,sg,avikṣat OR avīviśat,avikṣat
viś,6 (primary),primary,aorist,active,3,du,avikṣatām OR avīviśatām,avikṣatām
viś,6 (primary),primary,aorist,active,3,pl,avikṣan OR avīviśan,avikṣan
viś,6 (primary),primary,aorist,middle,1,sg,avikṣi OR avīviśe,avikṣi
viś,6 (primary),primary,aorist,middle,1,du,avikṣāvahi OR avīviśāvahi,avikṣāvahi
viś,6 (primary),primary,aorist,middle,1,pl,avikṣāmahi OR avīviśāmahi,avikṣāmahi
viś,6 (primary),primary,aorist,middle,2,sg,avikṣathāḥ OR avīviśathāḥ,avikṣathāḥ
viś,6 (primary),primary,aorist,middle,2,du,avikṣāthām OR avīviśethām,avikṣāthām
viś,6 (primary),primary,aorist,middle,2,pl,avikṣadhvam OR avīviśadhvam,avikṣadhvam
viś,6 (primary),primary,aorist,middle,3,sg,avikṣata OR avīviśata,avikṣata
viś,6 (primary),primary,aorist,middle,3,du,avikṣātām OR avīviśetām,avikṣātām
viś,6 (primary),primary,aorist,middle,3,pl,avikṣanta OR avīviśanta,avikṣanta
stu,2 (primary),primary,present,active,1,sg,stavīmi OR staumi,staumi OR stomi
stu,2 (primary),primary,future,active,1,sg,staviṣyāmi OR stoṣyāmi,stoṣyāmi
stu,2 (primary),primary,future,active,1,du,staviṣyāvaḥ OR stoṣyāvaḥ,stoṣyāvaḥ
stu,2 (primary),primary,future,active,1,pl,staviṣyāmaḥ OR stoṣyāmaḥ,stoṣyāmaḥ
stu,2 (primary),primary,future,active,2,sg,staviṣyasi OR stoṣyasi,stoṣyasi
stu,2 (primary),primary,future,active,2,du,staviṣyathaḥ OR stoṣyathaḥ,stoṣyathaḥ
stu,2 (primary),primary,future,active,2,pl,staviṣyatha OR stoṣyatha,stoṣyatha
stu,2 (primary),primary,future,active,3,sg,staviṣyati OR stoṣyati,stoṣyati
stu,2 (primary),primary,future,active,3,du,staviṣyataḥ OR stoṣyataḥ,stoṣyataḥ
stu,2 (primary),primary,future,active,3,pl,staviṣyanti OR stoṣyanti,stoṣyanti
stu,2 (primary),primary,future,middle,1,sg,staviṣye OR stoṣye,stoṣye
stu,2 (primary),primary,future,middle,1,du,staviṣyāvahe OR stoṣyāvahe,stoṣyāvahe
stu,2 (primary),primary,future,middle,1,pl,staviṣyāmahe OR stoṣyāmahe,stoṣyāmahe
