Root,Class,Derivation,Tense,Voice,Person,Number,Expected (INRIA),Actual (FST)
gam,1 (primary),primary,injunctive,active,2,du,gantam OR gamatam OR jīgamatam,gamatam
gam,1 (primary),primary,injunctive,active,3,sg,gan OR gamat OR jīgamat,gamat
gam,1 (primary),primary,injunctive,active,3,du,gantām OR gamatām OR jīgamatām,gamatām
gam,1 (primary),primary,injunctive,active,3,pl,gaman OR gman OR jīgaman,gaman
gam,1 (primary),primary,injunctive,middle,1,sg,gami OR game OR jīgame,game
gam,1 (primary),primary,injunctive,middle,1,du,ganvahi OR gamāvahi OR jīgamāvahi,gamāvahi
gam,1 (primary),primary,injunctive,middle,1,pl,ganmahi OR gamāmahi OR jīgamāmahi,gamāmahi
gam,1 (primary),primary,injunctive,middle,2,sg,ganthāḥ OR gamathāḥ OR jīgamathāḥ,gamathāḥ
gam,1 (primary),primary,injunctive,middle,2,du,gamāthām OR gamethām OR jīgamethām,gamethām
gam,1 (primary),primary,injunctive,middle,2,pl,gandhvam OR gamadhvam OR jīgamadhvam,gamadhvam
gam,1 (primary),primary,injunctive,middle,3,sg,ganta OR gamata OR jīgamata,gamata
gam,1 (primary),primary,injunctive,middle,3,du,gamātām OR gametām OR jīgametām,gametām
gam,1 (primary),primary,injunctive,middle,3,pl,gamanta OR jīgamanta,gamanta
muc,6 (primary),primary,aorist,active,1,sg,amucam OR amūmucam OR amaukṣam,amucam
muc,6 (primary),primary,aorist,active,1,du,amucāva OR amūmucāva OR amaukṣva,amucāva
muc,6 (primary),primary,aorist,active,1,pl,amucāma OR amūmucāma OR amaukṣma,amucāma
muc,6 (primary),primary,aorist,active,2,sg,amucaḥ OR amūmucaḥ OR amaukṣīḥ,amucaḥ
muc,6 (primary),primary,aorist,active,2,du,amucatam OR amūmucatam OR amauktam,amucatam
muc,6 (primary),primary,aorist,active,3,sg,amucat OR amūmucat OR amaukṣīt,amucat
muc,6 (primary),primary,aorist,active,3,du,amucatām OR amūmucatām OR amauktām,amucatām
muc,6 (primary),primary,aorist,active,3,pl,amucan OR amūmucan OR amaukṣuḥ,amucan
muc,6 (primary),primary,aorist,middle,1,sg,amukṣi OR amuce OR amūmuce,amuce
muc,6 (primary),primary,aorist,middle,1,du,amukṣvahi OR amucāvahi OR amūmucāvahi,amucāvahi
muc,6 (primary),primary,aorist,middle,1,pl,amukṣmahi OR amucāmahi OR amūmucāmahi,amucāmahi
muc,6 (primary),primary,aorist,middle,2,sg,amukthāḥ OR amucathāḥ OR amūmucathāḥ,amucathāḥ
muc,6 (primary),primary,aorist,middle,2,du,amukṣāthām OR amucethām OR amūmucethām,amucethām
muc,6 (primary),primary,aorist,middle,2,pl,amugdhvam OR amucadhvam OR amūmucadhvam,amucadhvam
muc,6 (primary),primary,aorist,middle,3,sg,amukta OR amucata OR amūmucata,amucata
muc,6 (primary),primary,aorist,middle,3,du,amukṣātām OR amucetām OR amūmucetām,amucetām
muc,6 (primary),primary,aorist,middle,3,pl,amukṣata OR amucanta OR amūmucanta,amucanta
vac,2 (primary),primary,imperative,active,3,sg,vaktu OR vocatu,vaktu OR vaktāt
vac,2 (primary),primary,perfect,active,2,sg,uvaktha OR uvacitha,uvacitha
vac,2 (primary),primary,aorist,passive,3,sg,avāci OR avoci,avāci
han,2 (primary),primary,future,active,1,sg,haṃsyāmi OR haniṣyāmi,haniṣyāmi
han,2 (primary),primary,future,active,1,du,haṃsyāvaḥ OR haniṣyāvaḥ,haniṣyāvaḥ
han,2 (primary),primary,future,active,1,pl,haṃsyāmaḥ OR haniṣyāmaḥ,haniṣyāmaḥ
han,2 (primary),primary,future,active,2,sg,haṃsyasi OR haniṣyasi,haniṣyasi
han,2 (primary),primary,future,active,2,du,haṃsyathaḥ OR haniṣyathaḥ,haniṣyathaḥ
han,2 (primary),primary,future,active,2,pl,haṃsyatha OR haniṣyatha,haniṣyatha
han,2 (primary),primary,future,active,3,sg,haṃsyati OR haniṣyati,haniṣyati
han,2 (primary),primary,future,active,3,du,haṃsyataḥ OR haniṣyataḥ,haniṣyataḥ
han,2 (primary),primary,future,active,3,pl,haṃsyanti OR haniṣyanti,haniṣyanti
han,2 (primary),primary,future,middle,1,sg,haṃsye OR haniṣye,haniṣye
han,2 (primary),primary,future,middle,1,du,haṃsyāvahe OR haniṣyāvahe,haniṣyāvahe
han,2 (primary),primary,future,middle,1,pl,haṃsyāmahe OR haniṣyāmahe,haniṣyāmahe
han,2 (primary),primary,future,middle,2,sg,haṃsyase OR haniṣyase,haniṣyase
han,2 (primary),primary,future,middle,2,du,haṃsyethe OR haniṣyethe,haniṣyethe
han,2 (primary),primary,future,middle,2,pl,haṃsyadhve OR haniṣyadhve,haniṣyadhve
han,2 (primary),primary,future,middle,3,sg,haṃsyate OR haniṣyate,haniṣyate
han,2 (primary),primary,future,middle,3,du,haṃsyete OR haniṣyete,haniṣyete
han,2 (primary),primary,future,middle,3,pl,haṃsyante OR haniṣyante,haniṣyante
han,2 (primary),primary,perfect,active,2,sg,jaghanitha OR jaghantha,jaghanitha
han,2 (intensive),intensive,present,active,1,sg,jaṅghami OR jaṅghemi,jaṅghami OR jaṅghemi
han,2 (intensive),intensive,present,active,2,sg,jaṅghasi OR jaṅgheṣi,jaṅghasi OR jaṅgheṣi
han,2 (intensive),intensive,present,active,3,sg,jaṅghati OR jaṅgheti,jaṅghati OR jaṅgheti
han,2 (intensive),intensive,imperfect,active,2,sg,ajaṅghaḥ OR ajaṅghet OR ajaṅgheḥ,ajaṅghaḥ OR ajaṅgheḥ
han,2 (intensive),intensive,imperative,active,3,sg,jaṅghatu OR jaṅghetu,jaṅghatu OR jaṅghatāt OR jaṅghetu OR jaṅghetāt
pā,1 (primary),primary,perfect,active,2,sg,papātha OR papitha,papitha
pā,1 (primary),primary,aorist,active,1,sg,apām OR apāsiṣam,apām
pā,1 (primary),primary,aorist,active,1,du,apāva OR apāsiṣva,apāva
pā,1 (primary),primary,aorist,active,1,pl,apāma OR apāsiṣma,apāma
pā,1 (primary),primary,aorist,active,2,sg,apāḥ OR apāsīḥ,apāḥ
pā,1 (primary),primary,aorist,active,2,du,apātam OR apāsiṣṭam,apātam
pā,1 (primary),primary,aorist,active,2,pl,apāta OR apāsiṣṭa,apāta
pā,1 (primary),primary,aorist,active,3,sg,apāt OR apāsīt,apāt
pā,1 (primary),primary,aorist,active,3,du,apātām OR apāsiṣṭām,apātām
pā,1 (primary),primary,aorist,active,3,pl,apāsiṣuḥ OR apuḥ,apoḥ OR apuḥ
pā,1 (causative),causative,present,active,1,sg,pāyayāmi OR pālayāmi,pāyayāmi
pā,1 (causative),causative,present,active,1,du,pāyayāvaḥ OR pālayāvaḥ,pāyayāvaḥ
pā,1 (causative),causative,present,active,1,pl,pāyayāmaḥ OR pālayāmaḥ,pāyayāmaḥ
pā,1 (causative),causative,present,active,2,sg,pāyayasi OR pālayasi,pāyayasi
pā,1 (causative),causative,present,active,2,du,pāyayathaḥ OR pālayathaḥ,pāyayathaḥ
pā,1 (causative),causative,present,active,2,pl,pāyayatha OR pālayatha,pāyayatha
pā,1 (causative),causative,present,active,3,sg,pāyayati OR pālayati,pāyayati
pā,1 (causative),causative,present,active,3,du,pāyayataḥ OR pālayataḥ,pāyayataḥ
pā,1 (causative),causative,present,active,3,pl,pāyayanti OR pālayanti,pāyayanti
pā,1 (causative),causative,present,middle,1,sg,pāyaye OR pālaye,pāyaye
pā,1 (causative),causative,present,middle,1,du,pāyayāvahe OR pālayāvahe,pāyayāvahe
pā,1 (causative),causative,present,middle,1,pl,pāyayāmahe OR pālayāmahe,pāyayāmahe
pā,1 (causative),causative,present,middle,2,sg,pāyayase OR pālayase,pāyayase
pā,1 (causative),causative,present,middle,2,du,pāyayethe OR pālayethe,pāyayethe
pā,1 (causative),causative,present,middle,2,pl,pāyayadhve OR pālayadhve,pāyayadhve
pā,1 (causative),causative,present,middle,3,sg,pāyayate OR pālayate,pāyayate
pā,1 (causative),causative,present,middle,3,du,pāyayete OR pālayete,pāyayete
pā,1 (causative),causative,present,middle,3,pl,pāyayante OR pālayante,pāyayante
pā,1 (causative),causative,present,passive,1,sg,pāyye OR pālye,pāyye
pā,1 (causative),causative,present,passive,1,du,pāyyāvahe OR pālyāvahe,pāyyāvahe
pā,1 (causative),causative,present,passive,1,pl,pāyyāmahe OR pālyāmahe,pāyyāmahe
pā,1 (causative),causative,present,passive,2,sg,pāyyase OR pālyase,pāyyase
pā,1 (causative),causative,present,passive,2,du,pāyyethe OR pālyethe,pāyyethe
pā,1 (causative),causative,present,passive,2,pl,pāyyadhve OR pālyadhve,pāyyadhve
pā,1 (causative),causative,present,passive,3,sg,pāyyate OR pālyate,pāyyate
pā,1 (causative),causative,present,passive,3,du,pāyyete OR pālyete,pāyyete
pā,1 (causative),causative,present,passive,3,pl,pāyyante OR pālyante,pāyyante
pā,1 (causative),causative,imperfect,active,1,sg,apāyayam OR apālayam,apāyayam
pā,1 (causative),causative,imperfect,active,1,du,apāyayāva OR apālayāva,apāyayāva
pā,1 (causative),causative,imperfect,active,1,pl,apāyayāma OR apālayāma,apāyayāma
pā,1 (causative),causative,imperfect,active,2,sg,apāyayaḥ OR apālayaḥ,apāyayaḥ
pā,1 (causative),causative,imperfect,active,2,du,apāyayatam OR apālayatam,apāyayatam
pā,1 (causative),causative,imperfect,active,3,sg,apāyayat OR apālayat,apāyayat
pā,1 (causative),causative,imperfect,active,3,du,apāyayatām OR apālayatām,apāyayatām
pā,1 (causative),causative,imperfect,active,3,pl,apāyayan OR apālayan,apāyayan
pā,1 (causative),causative,imperfect,middle,1,sg,apāyaye OR apālaye,apāyaye
pā,1 (causative),causative,imperfect,middle,1,du,apāyayāvahi OR apālayāvahi,apāyayāvahi
pā,1 (causative),causative,imperfect,middle,1,pl,apāyayāmahi OR apālayāmahi,apāyayāmahi
pā,1 (causative),causative,imperfect,middle,2,sg,apāyayathāḥ OR apālayathāḥ,apāyayathāḥ
pā,1 (causative),causative,imperfect,middle,2,du,apāyayethām OR apālayethām,apāyayethām
pā,1 (causative),causative,imperfect,middle,2,pl,apāyayadhvam OR apālayadhvam,apāyayadhvam
pā,1 (causative),causative,imperfect,middle,3,sg,apāyayata OR apālayata,apāyayata
pā,1 (causative),causative,imperfect,middle,3,du,apāyayetām OR apālayetām,apāyayetām
pā,1 (causative),causative,imperfect,middle,3,pl,apāyayanta OR apālayanta,apāyayanta
pā,1 (causative),causative,imperfect,passive,1,sg,apāyye OR apālye,apāyye
pā,1 (causative),causative,imperfect,passive,1,du,apāyyāvahi OR apālyāvahi,apāyyāvahi
pā,1 (causative),causative,imperfect,passive,1,pl,apāyyāmahi OR apālyāmahi,apāyyāmahi
pā,1 (causative),causative,imperfect,passive,2,sg,apāyyathāḥ OR apālyathāḥ,apāyyathāḥ
pā,1 (causative),causative,imperfect,passive,2,du,apāyyethām OR apālyethām,apāyyethām
pā,1 (causative),causative,imperfect,passive,2,pl,apāyyadhvam OR apālyadhvam,apāyyadhvam
pā,1 (causative),causative,imperfect,passive,3,sg,apāyyata OR apālyata,apāyyata
pā,1 (causative),causative,imperfect,passive,3,du,apāyyetām OR apālyetām,apāyyetām
pā,1 (causative),causative,imperfect,passive,3,pl,apāyyanta OR apālyanta,apāyyanta
pā,1 (causative),causative,imperative,active,1,sg,pāyayāni OR pālayāni,pāyayāni
pā,1 (causative),causative,imperative,active,1,du,pāyayāva OR pālayāva,pāyayāva
pā,1 (causative),causative,imperative,active,1,pl,pāyayāma OR pālayāma,pāyayāma
pā,1 (causative),causative,imperative,active,2,sg,pāyaya OR pālaya,pāyaya OR pāyayatāt
pā,1 (causative),causative,imperative,active,2,du,pāyayatam OR pālayatam,pāyayatam
pā,1 (causative),causative,imperative,active,2,pl,pāyayata OR pālayata,pāyayata
pā,1 (causative),causative,imperative,active,3,sg,pāyayatu OR pālayatu,pāyayatu OR pāyayatāt
pā,1 (causative),causative,imperative,active,3,pl,pāyayantu OR pālayantu,pāyayantu
pā,1 (causative),causative,imperative,middle,1,sg,pāyayai OR pālayai,pāyayai
pā,1 (causative),causative,imperative,middle,1,du,pāyayāvahai OR pālayāvahai,pāyayāvahai
pā,1 (causative),causative,imperative,middle,1,pl,pāyayāmahai OR pālayāmahai,pāyayāmahai
pā,1 (causative),causative,imperative,middle,2,sg,pāyayasva OR pālayasva,pāyayasva
pā,1 (causative),causative,imperative,middle,2,du,pāyayethām OR pālayethām,pāyayethām
pā,1 (causative),causative,imperative,middle,2,pl,pāyayadhvam OR pālayadhvam,pāyayadhvam
pā,1 (causative),causative,imperative,middle,3,sg,pāyayatām OR pālayatām,pāyayatām
pā,1 (causative),causative,imperative,middle,3,du,pāyayetām OR pālayetām,pāyayetām
pā,1 (causative),causative,imperative,middle,3,pl,pāyayantām OR pālayantām,pāyayantām
pā,1 (causative),causative,imperative,passive,1,sg,pāyyai OR pālyai,pāyyai
pā,1 (causative),causative,imperative,passive,1,du,pāyyāvahai OR pālyāvahai,pāyyāvahai
pā,1 (causative),causative,imperative,passive,1,pl,pāyyāmahai OR pālyāmahai,pāyyāmahai
pā,1 (causative),causative,imperative,passive,2,sg,pāyyasva OR pālyasva,pāyyasva
pā,1 (causative),causative,imperative,passive,2,du,pāyyethām OR pālyethām,pāyyethām
pā,1 (causative),causative,imperative,passive,2,pl,pāyyadhvam OR pālyadhvam,pāyyadhvam
pā,1 (causative),causative,imperative,passive,3,sg,pāyyatām OR pālyatām,pāyyatām
pā,1 (causative),causative,imperative,passive,3,du,pāyyetām OR pālyetām,pāyyetām
pā,1 (causative),causative,imperative,passive,3,pl,pāyyantām OR pālyantām,pāyyantām
pā,1 (causative),causative,optative,active,1,sg,pāyayeyam OR pālayeyam,pāyayeyam
pā,1 (causative),causative,optative,active,1,du,pāyayeva OR pālayeva,pāyayeva
pā,1 (causative),causative,optative,active,1,pl,pāyayema OR pālayema,pāyayema
pā,1 (causative),causative,optative,active,2,sg,pāyayeḥ OR pālayeḥ,pāyayeḥ
pā,1 (causative),causative,optative,active,2,du,pāyayetam OR pālayetam,pāyayetam
pā,1 (causative),causative,optative,active,3,sg,pāyayet OR pālayet,pāyayet
pā,1 (causative),causative,optative,active,3,pl,pāyayeyuḥ OR pālayeyuḥ,pāyayeyuḥ
pā,1 (causative),causative,optative,middle,1,sg,pāyayeya OR pālayeya,pāyayeya
pā,1 (causative),causative,optative,middle,1,du,pāyayevahi OR pālayevahi,pāyayevahi
pā,1 (causative),causative,optative,middle,1,pl,pāyayemahi OR pālayemahi,pāyayemahi
pā,1 (causative),causative,optative,middle,2,sg,pāyayethāḥ OR pālayethāḥ,pāyayethāḥ
pā,1 (causative),causative,optative,middle,2,du,pāyayeyāthām OR pālayeyāthām,pāyayeyāthām
pā,1 (causative),causative,optative,middle,2,pl,pāyayedhvam OR pālayedhvam,pāyayedhvam
pā,1 (causative),causative,optative,middle,3,sg,pāyayeta OR pālayeta,pāyayeta
pā,1 (causative),causative,optative,middle,3,du,pāyayeyātām OR pālayeyātām,pāyayeyātām
pā,1 (causative),causative,optative,middle,3,pl,pāyayeran OR pālayeran,pāyayeran
pā,1 (causative),causative,optative,passive,1,sg,pāyyeya OR pālyeya,pāyyeya
pā,1 (causative),causative,optative,passive,1,du,pāyyevahi OR pālyevahi,pāyyevahi
pā,1 (causative),causative,optative,passive,1,pl,pāyyemahi OR pālyemahi,pāyyemahi
pā,1 (causative),causative,optative,passive,2,sg,pāyyethāḥ OR pālyethāḥ,pāyyethāḥ
pā,1 (causative),causative,optative,passive,2,du,pāyyeyāthām OR pālyeyāthām,pāyyeyāthām
pā,1 (causative),causative,optative,passive,2,pl,pāyyedhvam OR pālyedhvam,pāyyedhvam
pā,1 (causative),causative,optative,passive,3,sg,pāyyeta OR pālyeta,pāyyeta
pā,1 (causative),causative,optative,passive,3,du,pāyyeyātām OR pālyeyātām,pāyyeyātām
pā,1 (causative),causative,optative,passive,3,pl,pāyyeran OR pālyeran,pāyyeran
pā,1 (causative),causative,future,active,1,sg,pāyayiṣyāmi OR pālayiṣyāmi,pāyayiṣyāmi
pā,1 (causative),causative,future,active,1,du,pāyayiṣyāvaḥ OR pālayiṣyāvaḥ,pāyayiṣyāvaḥ
pā,1 (causative),causative,future,active,1,pl,pāyayiṣyāmaḥ OR pālayiṣyāmaḥ,pāyayiṣyāmaḥ
pā,1 (causative),causative,future,active,2,sg,pāyayiṣyasi OR pālayiṣyasi,pāyayiṣyasi
pā,1 (causative),causative,future,active,2,du,pāyayiṣyathaḥ OR pālayiṣyathaḥ,pāyayiṣyathaḥ
pā,1 (causative),causative,future,active,2,pl,pāyayiṣyatha OR pālayiṣyatha,pāyayiṣyatha
pā,1 (causative),causative,future,active,3,sg,pāyayiṣyati OR pālayiṣyati,pāyayiṣyati
pā,1 (causative),causative,future,active,3,du,pāyayiṣyataḥ OR pālayiṣyataḥ,pāyayiṣyataḥ
pā,1 (causative),causative,future,active,3,pl,pāyayiṣyanti OR pālayiṣyanti,pāyayiṣyanti
pā,1 (causative),causative,future,middle,1,sg,pāyayiṣye OR pālayiṣye,pāyayiṣye
pā,1 (causative),causative,future,middle,1,du,pāyayiṣyāvahe OR pālayiṣyāvahe,pāyayiṣyāvahe
pā,1 (causative),causative,future,middle,1,pl,pāyayiṣyāmahe OR pālayiṣyāmahe,pāyayiṣyāmahe
pā,1 (causative),causative,future,middle,2,sg,pāyayiṣyase OR pālayiṣyase,pāyayiṣyase
pā,1 (causative),causative,future,middle,2,du,pāyayiṣyethe OR pālayiṣyethe,pāyayiṣyethe
pā,1 (causative),causative,future,middle,2,pl,pāyayiṣyadhve OR pālayiṣyadhve,pāyayiṣyadhve
pā,1 (causative),causative,future,middle,3,sg,pāyayiṣyate OR pālayiṣyate,pāyayiṣyate
pā,1 (causative),causative,future,middle,3,du,pāyayiṣyete OR pālayiṣyete,pāyayiṣyete
pā,1 (causative),causative,future,middle,3,pl,pāyayiṣyante OR pālayiṣyante,pāyayiṣyante
pā,1 (causative),causative,periphrastic_future,active,1,sg,pāyayitāsmi OR pālayitāsmi,pāyayitāsmi
pā,1 (causative),causative,periphrastic_future,active,1,du,pāyayitāsvaḥ OR pālayitāsvaḥ,pāyayitāsvaḥ
pā,1 (causative),causative,periphrastic_future,active,1,pl,pāyayitāsmaḥ OR pālayitāsmaḥ,pāyayitāsmaḥ
pā,1 (causative),causative,periphrastic_future,active,2,sg,pāyayitāsi OR pālayitāsi,pāyayitāsi
pā,1 (causative),causative,periphrastic_future,active,2,du,pāyayitāsthaḥ OR pālayitāsthaḥ,pāyayitāsthaḥ
pā,1 (causative),causative,periphrastic_future,active,2,pl,pāyayitāstha OR pālayitāstha,pāyayitāstha
pā,1 (causative),causative,periphrastic_future,active,3,sg,pāyayitā OR pālayitā,pāyayitā
pā,1 (causative),causative,periphrastic_future,active,3,du,pāyayitārau OR pālayitārau,pāyayitārau
pā,1 (causative),causative,periphrastic_future,active,3,pl,pāyayitāraḥ OR pālayitāraḥ,pāyayitāraḥ
pā,1 (intensive),intensive,present,middle,1,sg,pāpāye OR pepīpye,pepīpye
pā,1 (intensive),intensive,present,middle,1,du,pāpāyāvahe OR pepīpyāvahe,pepīpyāvahe
pā,1 (intensive),intensive,present,middle,1,pl,pāpāyāmahe OR pepīpyāmahe,pepīpyāmahe
pā,1 (intensive),intensive,present,middle,2,sg,pāpāyase OR pepīpyase,pepīpyase
pā,1 (intensive),intensive,present,middle,2,du,pāpāyethe OR pepīpyethe,pepīpyethe
pā,1 (intensive),intensive,present,middle,2,pl,pāpāyadhve OR pepīpyadhve,pepīpyadhve
pā,1 (intensive),intensive,present,middle,3,sg,pāpāyate OR pepīpyate,pepīpyate
pā,1 (intensive),intensive,present,middle,3,du,pāpāyete OR pepīpyete,pepīpyete
pā,1 (intensive),intensive,present,middle,3,pl,pāpāyante OR pepīpyante,pepīpyante
pā,1 (intensive),intensive,imperfect,middle,1,sg,apāpāye OR apepīpye,apepīpye
pā,1 (intensive),intensive,imperfect,middle,1,du,apāpāyāvahi OR apepīpyāvahi,apepīpyāvahi
pā,1 (intensive),intensive,imperfect,middle,1,pl,apāpāyāmahi OR apepīpyāmahi,apepīpyāmahi
pā,1 (intensive),intensive,imperfect,middle,2,sg,apāpāyathāḥ OR apepīpyathāḥ,apepīpyathāḥ
pā,1 (intensive),intensive,imperfect,middle,2,du,apāpāyethām OR apepīpyethām,apepīpyethām
pā,1 (intensive),intensive,imperfect,middle,2,pl,apāpāyadhvam OR apepīpyadhvam,apepīpyadhvam
pā,1 (intensive),intensive,imperfect,middle,3,sg,apāpāyata OR apepīpyata,apepīpyata
pā,1 (intensive),intensive,imperfect,middle,3,du,apāpāyetām OR apepīpyetām,apepīpyetām
pā,1 (intensive),intensive,imperfect,middle,3,pl,apāpāyanta OR apepīpyanta,apepīpyanta
pā,1 (intensive),intensive,imperative,middle,1,sg,pāpāyai OR pepīpyai,pepīpyai
pā,1 (intensive),intensive,imperative,middle,1,du,pāpāyāvahai OR pepīpyāvahai,pepīpyāvahai
pā,1 (intensive),intensive,imperative,middle,1,pl,pāpāyāmahai OR pepīpyāmahai,pepīpyāmahai
pā,1 (intensive),intensive,imperative,middle,2,sg,pāpāyasva OR pepīpyasva,pepīpyasva
pā,1 (intensive),intensive,imperative,middle,2,du,pāpāyethām OR pepīpyethām,pepīpyethām
pā,1 (intensive),intensive,imperative,middle,2,pl,pāpāyadhvam OR pepīpyadhvam,pepīpyadhvam
pā,1 (intensive),intensive,imperative,middle,3,sg,pāpāyatām OR pepīpyatām,pepīpyatām
pā,1 (intensive),intensive,imperative,middle,3,du,pāpāyetām OR pepīpyetām,pepīpyetām
pā,1 (intensive),intensive,imperative,middle,3,pl,pāpāyantām OR pepīpyantām,pepīpyantām
pā,1 (intensive),intensive,optative,middle,1,sg,pāpāyeya OR pepīpyeya,pepīpyeya
pā,1 (intensive),intensive,optative,middle,1,du,pāpāyevahi OR pepīpyevahi,pepīpyevahi
pā,1 (intensive),intensive,optative,middle,1,pl,pāpāyemahi OR pepīpyemahi,pepīpyemahi
pā,1 (intensive),intensive,optative,middle,2,sg,pāpāyethāḥ OR pepīpyethāḥ,pepīpyethāḥ
pā,1 (intensive),intensive,optative,middle,2,du,pāpāyeyāthām OR pepīpyeyāthām,pepīpyeyāthām
pā,1 (intensive),intensive,optative,middle,2,pl,pāpāyedhvam OR pepīpyedhvam,pepīpyedhvam
pā,1 (intensive),intensive,optative,middle,3,sg,pāpāyeta OR pepīpyeta,pepīpyeta
pā,1 (intensive),intensive,optative,middle,3,du,pāpāyeyātām OR pepīpyeyātām,pepīpyeyātām
pā,1 (intensive),intensive,optative,middle,3,pl,pāpāyeran OR pepīpyeran,pepīpyeran
nī,1 (primary),primary,future,active,1,sg,nayiṣyāmi OR neṣyāmi,neṣyāmi
nī,1 (primary),primary,future,active,1,du,nayiṣyāvaḥ OR neṣyāvaḥ,neṣyāvaḥ
nī,1 (primary),primary,future,active,1,pl,nayiṣyāmaḥ OR neṣyāmaḥ,neṣyāmaḥ
nī,1 (primary),primary,future,active,2,sg,nayiṣyasi OR neṣyasi,neṣyasi
nī,1 (primary),primary,future,active,2,du,nayiṣyathaḥ OR neṣyathaḥ,neṣyathaḥ
nī,1 (primary),primary,future,active,2,pl,nayiṣyatha OR neṣyatha,neṣyatha
nī,1 (primary),primary,future,active,3,sg,nayiṣyati OR neṣyati,neṣyati
nī,1 (primary),primary,future,active,3,du,nayiṣyataḥ OR neṣyataḥ,neṣyataḥ
nī,1 (primary),primary,future,active,3,pl,nayiṣyanti OR neṣyanti,neṣyanti
nī,1 (primary),primary,future,middle,1,sg,nayiṣye OR neṣye,neṣye
nī,1 (primary),primary,future,middle,1,du,nayiṣyāvahe OR neṣyāvahe,neṣyāvahe
nī,1 (primary),primary,future,middle,1,pl,nayiṣyāmahe OR neṣyāmahe,neṣyāmahe
nī,1 (primary),primary,future,middle,2,sg,nayiṣyase OR neṣyase,neṣyase
nī,1 (primary),primary,future,middle,2,du,nayiṣyethe OR neṣyethe,neṣyethe
nī,1 (primary),primary,future,middle,2,pl,nayiṣyadhve OR neṣyadhve,neṣyadhve
nī,1 (primary),primary,future,middle,3,sg,nayiṣyate OR neṣyate,neṣyate
nī,1 (primary),primary,future,middle,3,du,nayiṣyete OR neṣyete,neṣyete
nī,1 (primary),primary,future,middle,3,pl,nayiṣyante OR neṣyante,neṣyante
nī,1 (primary),primary,perfect,active,2,sg,ninayitha OR ninetha,ninayitha
nī,1 (primary),primary,periphrastic_future,active,1,sg,nayitāsmi OR netāsmi,netāsmi
nī,1 (primary),primary,periphrastic_future,active,1,du,nayitāsvaḥ OR netāsvaḥ,netāsvaḥ
nī,1 (primary),primary,periphrastic_future,active,1,pl,nayitāsmaḥ OR netāsmaḥ,netāsmaḥ
nī,1 (primary),primary,periphrastic_future,active,2,sg,nayitāsi OR netāsi,netāsi
nī,1 (primary),primary,periphrastic_future,active,2,du,nayitāsthaḥ OR netāsthaḥ,netāsthaḥ
nī,1 (primary),primary,periphrastic_future,active,2,pl,nayitāstha OR netāstha,netāstha
nī,1 (primary),primary,periphrastic_future,active,3,sg,nayitā OR netā,netā
nī,1 (primary),primary,periphrastic_future,active,3,du,nayitārau OR netārau,netārau
nī,1 (primary),primary,periphrastic_future,active,3,pl,nayitāraḥ OR netāraḥ,netāraḥ
śru,5 (primary),primary,present,active,1,du,śṛṇuvaḥ OR śṛṇvaḥ,śṛṇuvaḥ
śru,5 (primary),primary,present,active,1,pl,śṛṇumaḥ OR śṛṇmaḥ,śṛṇumaḥ
śru,5 (primary),primary,imperfect,active,1,du,aśṛṇuva OR aśṛṇva,aśṛṇuva
śru,5 (primary),primary,imperfect,active,1,pl,aśṛṇuma OR aśṛṇma,aśṛṇuma
śru,5 (primary),primary,imperative,active,2,sg,śṛṇu OR śrudhi,śṛṇu OR śṛṇutāt
śru,5 (primary),primary,aorist,active,1,sg,aśuśruvam OR aśravam OR aśrauṣam,aśrauṣam
śru,5 (primary),primary,aorist,active,1,du,aśuśruvāva OR aśravāva OR aśrauṣva,aśrauṣva
śru,5 (primary),primary,aorist,active,1,pl,aśuśruvāma OR aśravāma OR aśrauṣma,aśrauṣma
śru,5 (primary),primary,aorist,active,2,sg,aśuśruvaḥ OR aśravaḥ OR aśrauṣīḥ,aśrauṣīḥ
śru,5 (primary),primary,aorist,active,2,du,aśuśruvatam OR aśravatam OR aśrauṣṭam,aśrauṣṭam
śru,5 (primary),primary,aorist,active,2,pl,aśravata OR aśrauṣṭa,aśrauṣṭa
śru,5 (primary),primary,aorist,active,3,sg,aśuśruvat OR aśravat OR aśrauṣīt,aśrauṣīt
śru,5 (primary),primary,aorist,active,3,du,aśuśruvatām OR aśravatām OR aśrauṣṭām,aśrauṣṭām
śru,5 (primary),primary,aorist,active,3,pl,aśuśruvan OR aśravan OR aśrauṣuḥ,aśrauṣuḥ
śru,5 (primary),primary,aorist,middle,1,sg,aśuśruve OR aśroṣi,aśroṣi
śru,5 (primary),primary,aorist,middle,1,du,aśuśruvāvahi OR aśroṣvahi,aśroṣvahi
śru,5 (primary),primary,aorist,middle,1,pl,aśuśruvāmahi OR aśroṣmahi,aśroṣmahi
śru,5 (primary),primary,aorist,middle,2,sg,aśuśruvathāḥ OR aśroṣṭhāḥ,aśroṣṭhāḥ
śru,5 (primary),primary,aorist,middle,2,du,aśuśruvethām OR aśroṣāthām,aśroṣāthām
śru,5 (primary),primary,aorist,middle,2,pl,aśuśruvadhvam OR aśroḍhvam,aśroḍhvam
śru,5 (primary),primary,aorist,middle,3,sg,aśuśruvata OR aśroṣṭa,aśroṣṭa
śru,5 (primary),primary,aorist,middle,3,du,aśuśruvetām OR aśroṣātām,aśroṣātām
